Unnamed: 0,47_yeast,20_letter,6_cardio,12_fault,17_InternetAds,7_Cardiotocography,24_mnist,9_census,28_pendigits,11_donors,1_ALOI,44_Wilt,38_thyroid,2_annthyroid,3_backdoor,41_Waveform,26_optdigits,22_magic.gamma,32_shuttle,35_SpamBase,27_PageBlocks,25_musk,33_skin,19_landsat,5_campaign,30_satellite
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 3, 'hidden_size_list': [100, 50, 20], 'act_fun': 'ReLU', 'dropout': 0.3, 'network_initialization': 'kaiming_normal', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 100, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,0.5277316758185013,0.4789200076686399,0.8795206213358995,0.8122640534641565,0.9477963117192147,,0.9891274241522904,0.7096053539559787,0.5406511600237953,0.7662951814396193,0.9973218322427128,0.781199524092802,0.637372992266508,,0.9978471148126116,,0.9460506841165972,,,,,0.3507740630577037,0.1250118976799524,0.3803418203450328
"{'augmentation': 'SMOTE', 'preprocess': 'normalize', 'network_architecture': 'FTT', 'layers': 3, 'hidden_size_list': None, 'act_fun': 'ReLU', 'dropout': None, 'network_initialization': 'xavier_uniform', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 64, 'lr': 0.001, 'weight_decay': 0.0001}",0.7666829893950073,0.965076425888724,0.980337358556806,0.9665344527677244,,0.959638420580194,0.986770493753718,,0.999994527067222,0.98928245092207,0.9006041641879834,0.984493991671624,0.9982058298631766,0.9792792385484832,0.9986546103509816,0.9892487804878048,0.9977474122546104,0.9422698393813208,0.9776671029149316,0.9919516954193932,0.973066032123736,0.9969869125520524,0.9205441998810232,0.9037465794170136,0.996354074955384,0.8427890541344437
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 1, 'hidden_size_list': [20], 'act_fun': 'LeakyReLU', 'dropout': 0.3, 'network_initialization': 'xavier_uniform', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 16, 'lr': 0.01, 'weight_decay': 0.01}",0.6915332164106935,0.9599868984190758,0.9728097793199112,0.8916360388669116,0.966701473488804,0.9429232811682038,0.9781708506841168,0.9867091017251636,0.9999007733491968,0.989394765020821,0.8337841760856634,0.9828114217727544,0.9977018441403926,0.972790481856038,0.9991302795954788,0.9863005353955978,0.99839750148721,0.8486805472932777,0.9698389054134444,0.988291255205235,0.9511643069601428,0.9976261748958952,,0.7647112433075549,0.9958676977989293,0.7692366448542535
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'layers': 3, 'hidden_size_list': [100, 50, 20], 'act_fun': 'ReLU', 'dropout': 0.1, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 100, 'batch_size': 64, 'lr': 0.01, 'weight_decay': 0.01}",0.8599684063007097,0.994053629137916,0.9874617335407208,0.9600190313198478,0.9975066485580192,0.9519936181496846,0.9960578227245688,0.9950098750743605,0.9999785841760856,0.990511481261154,0.8843202855443189,0.9843881023200476,0.9976433075550268,0.9809418203450329,0.9997511005353956,0.990256276026175,0.9990954193932182,0.9459861986912552,0.9745070791195718,0.9870293872694824,0.9658103509815584,0.997901725163593,0.9238084473527662,0.9675330160618678,0.9976318857822726,0.9447538370017846
"{'augmentation': 'Mixup', 'preprocess': 'normalize', 'network_architecture': 'MLP', 'layers': 3, 'hidden_size_list': [100, 50, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'kaiming_uniform', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 20, 'batch_size': 16, 'lr': 0.001, 'weight_decay': 0.0001}",0.802270976413316,0.9929993885928902,0.9897285201348062,0.9699187077406504,0.9875019621492872,0.9679408983463114,0.9939633551457464,0.9941030339083878,0.9999500297442,0.9922171326591316,0.94061249256395,0.9840621058893516,0.998543248066627,0.9834781677572872,0.9994101130279596,0.9902624628197502,0.9994121356335516,0.939891493158834,0.9843597858417608,0.9890460440214158,0.9768644854253422,0.9982143961927424,0.9295751338488996,0.9336273646638904,0.9912297441998812,0.9098286734086852
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 1, 'hidden_size_list': [20], 'act_fun': 'ReLU', 'dropout': 0.1, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 16, 'lr': 0.001, 'weight_decay': 0.01}",0.6341922913012834,0.8324482487553497,0.9657335776755506,0.7313293166493655,0.986111395480573,0.8432773876724317,0.9430284354550862,0.938044497323022,0.9961501487209994,0.9522097560975608,0.7060913741820344,0.8333608566329564,0.9943317073170732,0.8430751933372993,0.963338488994646,0.9377370612730516,0.9954711481261156,0.7079029149315884,0.9678803093396788,0.9063626412849496,0.9115138607971448,0.9959923854848304,,0.6134039262343843,0.8634650803093397,0.6803920285544319
"{'augmentation': 'Oversampling', 'preprocess': 'normalize', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.3, 'network_initialization': 'xavier_uniform', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 20, 'batch_size': 64, 'lr': 0.001, 'weight_decay': 0.01}",0.4939271255060729,0.4990654205607476,0.9664792745754972,0.3037693235698454,0.9688513066208037,0.2161756301660936,0.9613123140987508,0.9447167162403332,0.9993796549672812,0.9711553837001784,0.5,0.5,0.9969170731707316,0.5,0.9882089232599642,0.5,0.9979308744794764,0.5,0.9664593694229624,0.9117453896490184,0.1330924449732302,0.9964704342653182,0.8509225461035098,0.5,0.1658016656751933,0.5
"{'augmentation': None, 'preprocess': 'normalize', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'kaiming_uniform', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 20, 'batch_size': 16, 'lr': 0.001, 'weight_decay': 0.01}",0.7341396351357996,0.9861481352083152,0.9807557407112892,0.9586209073310328,0.98662155429523,0.9406530035391064,0.9896278405710888,0.9955033908387864,0.9998938726948244,0.986974776918501,0.8850800713860798,0.9833444378346222,0.9977453896490184,0.9783992861392028,0.9993513384889946,0.9843881023200476,0.9983016061867936,0.891733254015467,0.9749265913146936,0.9884064247471742,0.9557570493753718,0.99742248661511,0.9165982153480072,0.8868057108863773,0.996094467578822,0.8670505651397977
"{'augmentation': 'Oversampling', 'preprocess': 'normalize', 'network_architecture': 'ResNet', 'layers': 3, 'hidden_size_list': [100, 50, 20], 'act_fun': 'ReLU', 'dropout': 0.1, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 64, 'lr': 0.01, 'weight_decay': 0.0001}",0.8716316445114657,1.0,0.9952341389279518,0.9647651712818788,0.9985480095275144,0.985695683877062,0.9999957168352172,0.9999412254610353,1.0,0.9938433075550268,0.9263783462224866,0.9852723378941106,0.9996754312908984,0.9822439024390244,0.997876026174896,0.9997922665080308,0.99981998810232,0.958433551457466,0.9846774538964904,0.9966598453301606,0.9725458655562166,0.999530517549078,0.933950981558596,0.9993244497323022,0.9995038667459843,0.9952114217727542
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'layers': 1, 'hidden_size_list': None, 'act_fun': 'ReLU', 'dropout': None, 'network_initialization': 'xavier_uniform', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 100, 'batch_size': 64, 'lr': 0.01, 'weight_decay': 0.0001}",0.8119293874674228,0.978191108393746,0.986269938318328,0.9667244152662048,0.951005985408434,0.959873969229805,0.989037239738251,0.9880556811421772,0.9999490779298036,0.989350267697799,0.8472321237358714,0.9829489589530042,0.9979640690065438,0.9778267697798928,0.99890755502677,0.9827819155264724,0.99885746579417,0.8889927424152291,0.9830091612135634,0.9487909577632364,0.9614759071980964,0.9962655562165378,0.9254312908982748,0.942019036287924,0.9802543723973824,0.8506710291493158
