Unnamed: 0,40_vowels,47_yeast,20_letter,6_cardio,12_fault,17_InternetAds,7_Cardiotocography,9_census,28_pendigits,11_donors,36_speech,44_Wilt,38_thyroid,23_mammography,24_mnist,1_ALOI,3_backdoor,41_Waveform,31_satimage-2,26_optdigits,22_magic.gamma,32_shuttle,10_cover,5_campaign,35_SpamBase,27_PageBlocks,25_musk,33_skin,8_celeba,19_landsat,2_annthyroid,30_satellite
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 3, 'hidden_size_list': [100, 50, 20], 'act_fun': 'ReLU', 'dropout': 0.3, 'network_initialization': 'xavier_normal', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 16, 'lr': 0.001, 'weight_decay': 0.01}",,0.6697746667459258,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 3, 'hidden_size_list': [100, 50, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.3, 'network_initialization': 'kaiming_uniform', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 100, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.0001}",0.9985800112546508,0.9177075121154508,0.999481245178374,0.9961015152744532,0.9999167083593854,0.99889601200087,0.9933622374552769,0.9999672521410946,0.9977594425896356,0.9956789084047032,0.999890840470315,0.9862342865437654,0.997253592683989,0.9851127304398316,0.9996755407170852,0.9941618231964,0.9998866598925824,0.999902917694876,0.9999918710988532,0.9997814486863116,0.9894533313978806,0.98663051241109,,,0.9999572652053998,0.9883022789955,0.9972988822760924,0.9409647844389608,0.9994989113078822,0.9985848744375092,0.9908297866163448,0.9981212948178256
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 3, 'hidden_size_list': [100, 50, 20], 'act_fun': 'Tanh', 'dropout': 0.1, 'network_initialization': 'xavier_uniform', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 20, 'batch_size': 64, 'lr': 0.01, 'weight_decay': 0.0001}",0.9927310340918752,0.6909899831314334,0.9785033673192804,0.9739362524848878,0.8737445051435403,0.9986626130491928,0.965865165393006,0.9971713746552476,0.9926104804761212,0.9822585571200466,0.9956879663231238,0.9796814632022064,0.9942671505298302,0.9735446073450428,0.9875507040209028,0.9254270866598926,0.9988093482363188,0.9891099433880098,0.999614690085644,0.9919748004064451,0.9222606474089128,0.9778480476121354,,,0.9973404557991,0.9668762374800406,0.9900805341849324,0.8846789955000727,0.9809074176222964,0.7313653650747569,0.9722936855857164,0.9107068079547104
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'layers': 1, 'hidden_size_list': [20], 'act_fun': 'ReLU', 'dropout': 0.3, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.0001}",0.9999989878911294,0.9299637778962334,0.9995729863847708,0.9963094344598158,0.9994045773258768,0.9977996943898232,0.9895024681710936,0.999601219335172,0.9944054579764844,0.987796312962694,1.0,0.9800019741617072,0.996476005225722,0.9793184497024242,0.9998743504137032,0.981661663521556,0.9996374510088548,0.9997568297285528,1.0,0.9996239802583832,0.9626548991145304,0.9825981129336624,,,0.9985498040354188,0.9809501524168964,0.9975290463057048,0.9445504427347944,0.9992747858905502,0.9994957758745828,0.9860942371897228,0.9222640150965308
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 1, 'hidden_size_list': [20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 100, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9963078268403176,0.8761373613897906,0.9569700381560018,0.986843406426224,0.9123271065328225,0.9944280109423564,0.9577014695503936,0.9980369865002178,0.9928630570474668,0.9903277689069532,0.9999858324865728,0.9792480766439252,0.9952085934097836,0.9779941355784584,0.9975799100014516,0.912019509362752,0.9984450573377848,0.9857535201045144,0.9992356510378866,0.9967974452024968,0.9444092321091596,0.9841131078530992,,,0.994458644215416,0.9726337059079692,0.994861837712295,,0.9953845260560312,0.9441024241544492,0.9852386122804472,0.9709354623312528
"{'augmentation': 'Mixup', 'preprocess': 'normalize', 'network_architecture': 'ResNet', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'kaiming_uniform', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 100, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.0001}",0.9991336348068288,0.938247013893423,0.99911928441859,0.9975360308734637,0.9997647573933994,0.9975860192932176,0.9925122367930616,0.9999256786180868,0.9955597619393236,0.9874622151255624,1.0,0.981729481782552,0.9936857018435186,0.9840613151400784,0.9999997677456816,0.9379365365074755,0.9992707214399768,0.9998776019741616,1.0,0.9988547539555814,0.9893804035418784,0.9839756132965596,,,0.9994509507911162,0.983704107998258,0.998279227754391,0.9262813180432574,0.9995191174335898,0.9995004209609524,0.98718014225577,0.9999609812744956
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 3, 'hidden_size_list': [100, 50, 20], 'act_fun': 'ReLU', 'dropout': 0.1, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'Adam', 'batch_resample': False, 'epochs': 100, 'batch_size': 16, 'lr': 0.01, 'weight_decay': 0.01}",0.1991739167398759,0.6464505359253689,0.264460290652822,0.4275915097975576,0.2895397517796553,0.2936279346767835,0.5247758401147335,0.2558386993758165,0.7101509072434316,0.1466003193496879,0.1687142981564813,0.9758095514588474,0.9348621860937728,0.136504572506895,0.5704714182029322,0.4474521120627087,0.7588948178255189,0.2712290317898098,0.9824301930614024,0.1481284366381187,0.2298679053563652,0.7977803454782988,,,0.2091581361590942,0.5194602409638553,0.4454793438815503,0.5890012483669619,0.2895727101175787,0.3333886485701843,0.5165476556829728,0.9053605457976484
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'layers': 3, 'hidden_size_list': [100, 50, 20], 'act_fun': 'ReLU', 'dropout': 0.1, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 100, 'batch_size': 64, 'lr': 0.01, 'weight_decay': 0.0001}",1.0,0.96621316761664,1.0,0.9989572345734106,0.9999718609322248,0.9992532329316058,0.9988903163307976,1.0,0.9995724197996808,0.9950848018580344,1.0,0.992119378719698,0.9992370445637972,0.9883754391058208,0.9999986064740892,0.9819559297430686,0.9998678472927855,1.0,1.0,0.9999909420815792,0.997221077079402,0.9892431412396574,,,0.9998813180432574,0.9899473363332848,0.998994338800987,0.9491703295108144,0.9999938452605605,1.0,0.9969019596458122,1.0
"{'augmentation': 'Oversampling', 'preprocess': 'normalize', 'network_architecture': 'FTT', 'layers': 3, 'hidden_size_list': None, 'act_fun': 'ReLU', 'dropout': None, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 16, 'lr': 0.01, 'weight_decay': 0.01}",0.5,0.5,0.5,0.9396482869487606,0.5,,0.5,,0.9400879082595442,0.8668653215270722,,0.8944644505733779,0.9898607054724924,0.8852697343591232,0.5,0.4047646973435912,0.5,0.5,0.936156191029177,0.5,0.5,0.9578395703295108,,,0.5,0.87485800551604,0.5,0.867492059805487,0.5,0.5,0.9573222238350996,0.5
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 1, 'hidden_size_list': [20], 'act_fun': 'Tanh', 'dropout': 0.1, 'network_initialization': 'xavier_uniform', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 20, 'batch_size': 16, 'lr': 0.001, 'weight_decay': 0.01}",0.9656044921440108,0.6660452615504854,0.8584983632534768,0.9663703395675282,0.7016639756338184,0.9962771223552912,0.9161105634695542,0.993109014370736,0.9925360429670488,0.9635421106111192,1.0,0.8606792277543911,0.9938712730439831,0.9364108578893888,0.9843936710698216,0.7794315575555233,0.9959854841050952,0.9459806648279866,0.9992240383219624,0.9919561039338076,0.8221159529685005,0.9744188125997968,,,0.9504789664682828,0.9323292204964436,0.9950362607054726,0.8475563942517056,0.969858615183626,0.7031487879227754,0.8630380026128612,0.8299939033241399
"{'augmentation': 'SMOTE', 'preprocess': 'normalize', 'network_architecture': 'MLP', 'layers': 3, 'hidden_size_list': [100, 50, 20], 'act_fun': 'ReLU', 'dropout': 0.1, 'network_initialization': 'kaiming_normal', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'Adam', 'batch_resample': False, 'epochs': 50, 'batch_size': 64, 'lr': 0.001, 'weight_decay': 0.01}",0.9867393495783556,0.6840958945358904,0.9201976605992368,0.9752842407399894,0.8253666942617125,0.8038539317039602,0.9319072368782034,0.6361599070982725,0.967701088692118,0.768797096821019,0.9997229205980548,0.935753578168094,0.9948081869647264,0.4257325010886921,0.9807967484395412,0.483909304688634,0.9388409348236316,0.9616353026564086,0.9963243431557556,0.8097121788358252,0.8615657424880243,0.9817719843228336,,,0.297087182464799,0.9529903324139932,0.5140115546523443,0.9308790245318624,0.8176313543329946,0.3532675279430977,0.8556195674263318,0.8643810132094644
"{'augmentation': 'Oversampling', 'preprocess': 'normalize', 'network_architecture': 'AE', 'layers': 3, 'hidden_size_list': [100, 50, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 100, 'batch_size': 16, 'lr': 0.01, 'weight_decay': 0.0001}",0.9979292252509018,0.7304912738545016,0.9872629845082462,0.9694377814515802,0.984552214572773,0.9969548559309358,0.958295807798626,0.9978602409638554,0.9960045289592104,0.992265931194658,1.0,0.9828417477137464,0.9931277108433736,0.9664847728262448,0.9975275366526346,0.7695875743939615,0.9968536507475686,0.9796765858615184,0.9988413993322688,0.9964172448831472,0.9275878647118596,0.984956191029177,,,0.9429470750471768,0.9645309333720424,0.9966935113949776,0.9337867324720568,0.9911454202351576,0.9172419799680652,0.9654539120336768,0.9017124110901438
"{'augmentation': 'Mixup', 'preprocess': 'normalize', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.3, 'network_initialization': 'kaiming_normal', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 100, 'batch_size': 64, 'lr': 0.001, 'weight_decay': 0.01}",0.9890752968515318,0.6610626514735876,0.9148733345843498,0.9770813471134732,0.79796571423426,0.9974189144099748,0.9259629083739964,0.9965582232544636,0.9932620699666136,0.9742428799535492,1.0,0.9729256495862968,0.9932748439541298,0.966212803019306,0.9918278995500072,0.8327703875743939,0.9983152271737552,0.9632111482072868,0.999399390332414,0.9954689505007984,0.8359234722020612,0.9716786761503848,,,0.9585997387138916,0.9532995790390478,0.9951995354913632,0.8460163158658731,0.980349310494992,0.8600821019015822,0.9636616054579764,0.8511355494266222
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.3, 'network_initialization': 'kaiming_uniform', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 20, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9468855385836144,0.6767394064720333,0.8224991138633473,0.9603343441924622,0.7272609600262032,0.9942855608779526,0.8951911815624118,0.9622658731310788,0.9868571926259252,0.95484581216432,0.9969899840325156,0.8336127739875163,0.9932093482363188,0.930270053708811,0.9504346058934532,0.7530284221222238,0.9733657715198142,0.9197698359703876,0.996985338946146,0.99168854695892,0.8182368413412686,0.970175293946872,,,0.9338168094063,0.8888911598200029,0.9909444041225142,0.8476214254608796,0.9342856147481492,0.5773565974742343,0.8305981129336624,0.7659256205545072
"{'augmentation': 'SMOTE', 'preprocess': 'normalize', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.1, 'network_initialization': 'xavier_normal', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 20, 'batch_size': 16, 'lr': 0.001, 'weight_decay': 0.0001}",0.9962713909209786,0.8006127645641214,0.9901011238297784,0.9873112245932898,0.9871061163640498,0.9968852745533232,0.964270645508572,0.9998416025547976,0.9937391203367688,0.986845347655683,1.0,0.98081068369865,0.9955511685295398,0.9774267382784148,0.9995668456960372,0.9813327914065902,0.9997020177093916,0.9922601248366962,0.9997303527362462,0.9969983451879808,0.9358936275221368,0.9848075482653506,,,0.999693888808245,0.9775565684424444,0.9959757294237188,0.9295725939904196,0.9981341849325012,0.9686937436492958,0.9798965307011178,0.9170789374364928
"{'augmentation': 'Oversampling', 'preprocess': 'normalize', 'network_architecture': 'MLP', 'layers': 1, 'hidden_size_list': [20], 'act_fun': 'ReLU', 'dropout': 0.3, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'Adam', 'batch_resample': False, 'epochs': 100, 'batch_size': 64, 'lr': 0.01, 'weight_decay': 0.01}",0.98959046026663,0.6634306824704314,0.9267796751527284,0.9738535285407116,0.7133737672977883,0.97655381516885,0.8506392269865988,0.9633521265786036,0.9916139933226884,0.9522257511975613,0.9999672521410944,0.9470752794309768,0.993664566700537,0.8176190448541153,0.950558629699521,0.7052121352881405,0.9771094788793728,0.9684937726810858,0.9969326172158512,0.9907811293366235,0.8486152416896503,0.9722330672085934,,,0.9184055741036434,0.9520274060095804,0.9859655682972857,0.8525146755697489,0.9461943388009872,0.6490961242560604,0.9311502975758454,0.9076287414719116
"{'augmentation': 'SMOTE', 'preprocess': 'normalize', 'network_architecture': 'FTT', 'layers': 1, 'hidden_size_list': None, 'act_fun': 'ReLU', 'dropout': None, 'network_initialization': 'kaiming_normal', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 20, 'batch_size': 64, 'lr': 0.001, 'weight_decay': 0.01}",0.8341740584351178,0.6259475778356196,0.6128996476303663,0.9361459896953224,0.5958413834516394,0.5105040485951957,0.8530407035375541,0.5826881114820729,0.9918759761939324,0.964454637828422,0.4083451299172594,0.7978695311365946,0.9933565974742342,0.9074654666860212,0.8705217012628829,0.6642147191174336,0.8797473073014952,0.895141820293221,0.9983277689069532,0.9842632602699956,0.8103576135868777,0.9750759761939324,,,0.7695592393671069,0.9259243431557556,0.9551738713891712,0.8502208157932936,0.8805059660328058,0.5238662215125562,0.8112548120191609,0.751557555523298
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 3, 'hidden_size_list': [100, 50, 20], 'act_fun': 'ReLU', 'dropout': 0.3, 'network_initialization': 'kaiming_uniform', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.9210959924537164,0.6925759792003071,0.7070678259419112,0.9549740861698244,0.6600918796840995,0.9844893795258712,0.8989856753366421,0.9964750762084482,0.9918513572361736,0.965155116852954,0.9809191464653796,0.8699094788793729,0.993988096966178,0.914479082595442,0.9677806357961968,0.6432262447379881,0.9918915372332704,0.90864427347946,0.9982367252141094,0.9903830454347512,0.8062901437073595,0.9730893888808244,,,0.9105423718972276,0.9382393961387718,0.98798780664828,,0.9574741181593844,0.6031446073450428,0.8679325301204819,0.8177358687763101
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.3, 'network_initialization': 'kaiming_uniform', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 100, 'batch_size': 64, 'lr': 0.01, 'weight_decay': 0.01}",0.9911015388103268,0.6657923792279828,0.9623077083463648,0.973663992454055,0.8757463184250677,0.9906980107944277,0.927733151823268,0.9940717085208304,0.9924156191029176,0.9677895775874582,1.0,0.9786093772681086,0.9935572652054,0.9389085208303092,0.985714965887647,0.7927731746262157,0.9947519814196544,0.9590043257366816,0.9993308753084628,0.992313311075628,0.8243569748875017,0.9708187545362172,,,0.9430877050370156,0.9546084482508348,0.9926859631296268,0.8478734213964291,0.9740287414719118,0.9337095079111628,0.9622020031934968,0.8564391929162434
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 16, 'lr': 0.001, 'weight_decay': 0.01}",0.9987196822787834,0.8836117637543133,0.9941460770209128,0.986799033429348,0.9845392706015964,0.993774384300688,0.9611265417791643,0.997617070692408,0.9927375235883292,0.9803155174916534,1.0,0.9817088111482072,0.9956524314123968,0.9706948468573088,0.9920343736391348,0.9615818841631586,0.9987295688779212,0.9967247496008128,0.9996100449992742,0.9962233125272172,0.954357845841196,0.9844972564958628,,,0.9932451154013644,0.9643472202061256,0.9947666134417188,0.9250705762810276,0.9922456089417914,0.9825186819567426,0.983734068805342,0.9785750036289736
