Unnamed: 0,40_vowels,47_yeast,20_letter,6_cardio,12_fault,17_InternetAds,7_Cardiotocography,23_mammography,38_thyroid,44_Wilt,3_backdoor,11_donors,16_http,28_pendigits,9_census,24_mnist,1_ALOI,36_speech,5_campaign,41_Waveform,31_satimage-2,26_optdigits,22_magic.gamma,32_shuttle,35_SpamBase,27_PageBlocks,10_cover,25_musk,33_skin,8_celeba,19_landsat,2_annthyroid,30_satellite
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 3, 'hidden_size_list': [100, 50, 20], 'act_fun': 'ReLU', 'dropout': 0.3, 'network_initialization': 'kaiming_normal', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 100, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,,0.8686547347432797,,,0.5734727540811445,0.8963065381524036,0.9842430346836238,,,0.9513528268729692,,,,,,,,0.8543368272753479,,,0.6999892621391636,,,,,,,,0.4013320938528714,0.3332739624237229,
"{'augmentation': 'SMOTE', 'preprocess': 'normalize', 'network_architecture': 'FTT', 'layers': 3, 'hidden_size_list': None, 'act_fun': 'ReLU', 'dropout': None, 'network_initialization': 'xavier_uniform', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 64, 'lr': 0.001, 'weight_decay': 0.0001}",0.9863602967869152,0.7971292771506584,0.9990923747928884,0.958746845942975,0.9974570590599264,,0.9472115661290263,0.995041627029093,0.9908939996241948,0.9795777505678692,,0.9764582493737192,0.9945208484509748,0.9901686167784526,,0.9969796302594802,0.9850019000758004,,0.999567648877406,0.9975291990840336,0.9966482575007498,0.9926086906731144,0.95402744099581,0.968078760880864,0.9968488531127088,0.9883281885016472,0.9961503321492412,0.9893386283402354,0.917320958170862,0.9625625307753668,0.9567685578243766,0.9694747365119424,0.7561453107358838
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 1, 'hidden_size_list': [20], 'act_fun': 'LeakyReLU', 'dropout': 0.3, 'network_initialization': 'xavier_uniform', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 16, 'lr': 0.01, 'weight_decay': 0.01}",0.9840982297757376,0.7885942986695988,0.9932179009183684,0.9825115231625224,0.9889886321617576,0.9997140364620344,0.9754860159550136,0.9874689850895296,0.9940316348922053,0.9564998128637464,0.9993042999608452,0.962589983745852,0.9945207728395812,0.9862644147997413,0.999585503298333,0.9951243232100802,0.9653604774194038,1.0,0.9996904990282692,0.9733184662315034,0.9943405586610644,0.9965163380455232,0.9646073557283492,0.9251929027224636,0.99919326581716,0.9702370066243704,0.9963831233598722,0.9880665557413832,,0.970722962576804,0.872184946520719,0.9560520133257734,0.7139363948940047
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'layers': 3, 'hidden_size_list': [100, 50, 20], 'act_fun': 'ReLU', 'dropout': 0.1, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 100, 'batch_size': 64, 'lr': 0.01, 'weight_decay': 0.01}",0.9991420506134094,0.9658914142813472,0.9995052764570452,0.9897808355450184,0.9994525202836254,0.9997749811337294,0.9809024591797652,0.9900454689847848,0.997434829834378,0.982971590763355,0.9989959415781772,0.976612678984646,0.9945207728395812,0.9858689845401556,0.9998156365312882,0.9985498066839418,0.986059558230716,1.0,0.9997013931882373,0.9995024961993016,0.99525465344627,0.9986751485391598,0.9891394258226764,0.93868320498216,0.9984768280153044,0.98694799435903,0.9984347893830756,0.9893235126336398,0.9327857101763612,0.9998761451904372,0.998287051338782,0.9777618272247248,0.943533504648954
"{'augmentation': 'Mixup', 'preprocess': 'normalize', 'network_architecture': 'MLP', 'layers': 3, 'hidden_size_list': [100, 50, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'kaiming_uniform', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 20, 'batch_size': 16, 'lr': 0.001, 'weight_decay': 0.0001}",0.9995497897659468,0.9476828286023152,0.99902960499658,0.9966428152944282,0.997636168267238,0.9977309176723104,0.989607393212476,0.9930628626711469,0.9983071784909447,0.959523832382412,0.9993174114476384,0.9806686904382058,0.9988375468924666,0.9986798340892928,0.998927655719774,0.9997887823041428,0.99240153922769,1.0,0.9994938244867594,0.9983021867354416,0.9982908823747834,0.9989766397391312,0.9856289314648118,0.9790704803681616,0.9963375631107044,0.9898615177644764,0.9998333966007584,0.9977551842576406,0.9374286039642208,0.9998666096163268,0.9872838173415488,0.9877943967447044,0.9908737394440974
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 1, 'hidden_size_list': [20], 'act_fun': 'ReLU', 'dropout': 0.1, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 16, 'lr': 0.001, 'weight_decay': 0.01}",0.9379839889155592,0.6871375878658132,0.7891946380465025,0.9481889196246184,0.7351401191707023,0.9963275627361086,0.8267722879038544,0.9166679345936718,0.975998972638464,0.8981148290848359,0.9649619458943796,0.913161103989437,0.9945207728395812,0.9797795041946606,0.9926019637141494,0.9640935611701658,0.7483831183918203,0.9993593459290274,0.928124286045242,0.9011025173732174,0.9942423605273004,0.9823573523402797,0.7651010220231883,0.9498150059657556,0.9351459818927036,0.913402426504585,0.9870797102340872,0.9862282434097608,,0.8942137031958581,0.7155471742269274,0.8442655804824634,0.6762254071679041
"{'augmentation': 'Oversampling', 'preprocess': 'normalize', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.3, 'network_initialization': 'xavier_uniform', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 20, 'batch_size': 64, 'lr': 0.001, 'weight_decay': 0.01}",0.5,0.5,0.3861901254468698,0.9368106689049936,0.5,0.9953292166708126,0.3738205962366822,0.9563116645519032,0.974468086205263,0.5,0.9849851699423092,0.9087959883987832,0.9945207728395812,0.9870150445637996,0.9907587248660128,0.9700465005783796,0.5,0.5,0.9131757333943312,0.5,0.9944143776109176,0.9850367211620036,0.5,0.9420473321255052,0.9585461651981442,0.8761575396378967,0.9937394162980469,0.9886908076377984,0.7844155251592094,0.9140792292198874,0.5,0.8455297153899168,0.5
"{'augmentation': None, 'preprocess': 'normalize', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'kaiming_uniform', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 20, 'batch_size': 16, 'lr': 0.001, 'weight_decay': 0.01}",0.991659605689308,0.8799822314848994,0.997775905170194,0.9906551822369278,0.9984122479080264,0.9976906469348972,0.9701739228135826,0.9790052312885208,0.9827301030363096,0.9454336018696908,0.998805045386964,0.9609282807274472,0.9945207728395812,0.9872485262594954,0.9991606336128392,0.9970666965880054,0.9823545216100162,1.0,0.9999682475988952,0.9925086179986295,0.9937816610314184,0.9941623165124588,0.9598564939342062,0.9337180616115754,0.9994656308936152,0.967354834800904,0.9967154481033886,0.9932113740720026,0.9367402934809752,0.9942618761210612,0.974440515750282,0.9553711625505332,0.9535833802299684
"{'augmentation': 'Oversampling', 'preprocess': 'normalize', 'network_architecture': 'ResNet', 'layers': 3, 'hidden_size_list': [100, 50, 20], 'act_fun': 'ReLU', 'dropout': 0.1, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 64, 'lr': 0.01, 'weight_decay': 0.0001}",0.9997926684317598,0.9806266913406856,1.0,0.9998046975245456,1.0,0.9999716374532834,0.9983956203614304,0.9955718082137353,0.9992576409465512,0.989280926372758,0.9999471577934878,0.98287192258123,0.9940975143420938,0.999981358154796,1.0,1.0,0.9996551761316128,1.0,1.0,1.0,1.0,0.9998952395973126,0.9990602936600986,0.9624338860168092,0.9996201809884404,0.991790690568358,1.0,0.9993621788348866,0.9400369543526352,1.0,1.0,0.9956239342126364,0.9995837322150384
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'layers': 1, 'hidden_size_list': None, 'act_fun': 'ReLU', 'dropout': None, 'network_initialization': 'xavier_uniform', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 100, 'batch_size': 64, 'lr': 0.01, 'weight_decay': 0.0001}",0.9937571335579768,0.9198821424361576,0.9948740003562252,0.996319530565219,0.995454923942211,0.9775546838583092,0.9598946781384262,0.991822615847341,0.9962549307679908,0.957244834447838,0.9959723084545482,0.9710046347257152,0.9945207728395812,0.995588294699244,0.9899463523195252,0.9974764848912524,0.978529216238658,0.9830192701268476,0.9958921960734398,0.9969962504516888,0.9969445637620394,0.998614522234306,0.9776251396876596,0.971772295562745,0.9938484010536888,0.980550359011643,0.9983478456927122,0.9958844653867216,0.9275373649859058,0.9980070497429584,0.9845473634396718,0.9821891438220804,0.952329772237964
