Unnamed: 0,GANomaly,REPEN,DeepSAD,DevNet,PReNet,FEAWAD,XGBOD,LR,NB,SVM,MLP,RF,LGB,XGB,CatB,ResNet,FTTransformer,Meta_baseline_rs,Meta_baseline_ss,Meta_baseline_gt,Meta
"('6_cardio', 1, 10)",0.8927907065031699,0.9940017463270188,0.8643179833719297,0.9241866292092176,0.8824645989142402,0.8452982043202611,0.9846247295091304,0.962302114574238,0.8560419118484492,0.6960631714817205,0.9407767358870202,0.9448008807562356,0.9601761512471052,0.9591890968452224,0.989066474317604,,0.8516381306708174,0.5,0.8243043164648267,0.992103564784936,0.9833719296913556
"('6_cardio', 1, 20)",0.8937018336433696,0.9782468395277324,0.8927527428723284,0.9069511408071068,0.8816673626665655,0.9448008807562356,0.9812839299950646,0.9501537527049086,0.9146008124217,0.884438707718006,0.9168596484567784,0.978076003188945,0.9686800045556356,0.9677309137845944,0.985725674803538,,0.9438517899851944,0.90288903230705,0.584203333206788,0.9927109828784024,0.9798792756539236
"('6_cardio', 2, 5)",0.8932842337041115,0.9646178960555788,0.8288599521658252,0.7169811320754718,0.6697543753084545,0.8385406780304469,0.9475912076230972,0.7694848335294788,0.5944724953494552,0.7546790175012338,0.60009111271402,0.6887361907292814,0.6898371360236893,0.8659124558672792,0.9277172468774914,,0.8992065601154094,0.5069283626286019,0.5517254470217531,0.980904293686648,0.8941953608443112
"('6_cardio', 2, 10)",0.89301848828822,0.9576325879807144,0.8941953608443112,0.8732394366197183,0.8749478000075928,0.8975741239892184,0.9639725143312708,0.8992065601154094,0.6807448464371132,0.8584336205914733,0.8146995178618883,0.9114688128772636,0.9236551383774344,0.9461296078356934,0.9743365855510422,,0.9002695417789758,0.5128886526707415,0.4067803044683193,0.9916480012148362,0.1360996165673285
"('6_cardio', 2, 20)",0.8937397972742114,0.9763866216164914,0.9309821191298736,0.9208837933259936,0.9326525188869064,0.9214912114194602,0.9830302570137808,0.9310200827607152,0.8564215481568658,0.8520557306100756,0.8803386355871076,0.9583728787821268,0.9476481530693596,0.9609354238639384,0.9802589119623402,,0.9638965870695873,0.5206711969932805,0.6412816521772142,0.9921415284157776,0.9705781860977184
"('6_cardio', 3, 5)",0.913594776204396,0.9720967313313844,0.7744580691697354,0.8599521658251396,0.7977677385065108,0.6474697240044038,0.8483163129721726,0.907368740746365,0.6728673930374701,0.8792376902926997,0.7790137048707337,0.7373865836528606,0.7062374245472838,0.8197486807638282,0.9602900421396302,,0.829960897460233,0.9444592080786608,0.724080331042861,0.9810181845791732,0.9596066967844804
"('6_cardio', 3, 10)",0.913404958050188,0.9771838578641662,0.871189400554269,0.9560381154853652,0.9714133859762348,0.9372840818495882,0.963592878022854,0.9626817508826544,0.9672373865836528,0.7978816293990357,0.911316958353897,0.7731862875365401,0.9012945598117004,0.8622489654910596,0.97543753084545,,0.94375688090809,0.9573288789339812,0.518089670096048,0.9848145476633384,0.5738582438024373
"('6_cardio', 3, 20)",0.913822557989446,0.9840173114156638,0.8998519418397175,0.9603659694013136,0.9678068410462776,0.8990167419612011,0.962833605406021,0.9617706237424548,0.9781329486352076,0.8042974830112752,0.8962453969097605,0.9394480088075624,0.9064576136061652,0.9151133214380625,0.9840173114156638,,0.916024448578262,0.9669336775369196,0.5708970805967882,0.9914202194297862,0.5489920656011541
"('12_fault', 1, 5)",0.4044073698708453,0.7167433278760946,0.6830903562797224,0.5397338946493074,0.5232972116109249,0.5423065928640107,0.4917751617681453,0.6503599178815519,0.6953366596502171,0.4447649489358384,0.6243081001013486,0.5301707336087939,0.5182037888828253,0.469679841999948,0.6395493880096671,0.5445544554455446,0.4680751539720901,0.4728047607910397,0.5167225383955718,0.7311660299888257,0.6213585925521685
"('12_fault', 1, 10)",0.4057326992541774,0.6499831085470751,0.6897819703230165,0.6290896806216054,0.601608586055456,0.5389153088537201,0.5910384345521167,0.6589355785972297,0.6811153556300511,0.6436683038382578,0.6604168290844833,0.5879395026116785,0.5964631896260492,0.5841779059795744,0.7085054962189132,0.5405135001689145,0.5284685948909852,0.4483056573373872,0.5230893168056963,0.7421844546659391,0.5847431199812895
