Unnamed: 0,GANomaly,DeepSAD,REPEN,DevNet,PReNet,FEAWAD,XGBOD,LR,NB,SVM,MLP,RF,LGB,XGB,CatB,ResNet,FTTransformer,Meta_baseline_rs,Meta_baseline_ss,Meta_baseline_gt,Meta
"('26_optdigits', 2, 50)",0.770660975180426,0.9999119873261748,0.8302235521915156,0.9997359619785248,0.9999119873261748,0.9997359619785248,0.99947192395705,0.9958634043302236,0.9587660623129732,1.0,1.0,0.9999779968315438,1.0,0.9999559936630874,0.9998679809892624,0.9995599366308748,0.9997799683154376,1.0,0.9996919556416124,1.0,1.0
"('26_optdigits', 3, 5)",0.5279880302763598,0.8945608167576131,0.5234553775743707,0.9846857947544444,0.981737370181306,1.0,0.9683154374229888,0.96431086076395,0.8231605351170569,0.932978348882239,0.9909787009329344,0.934254532652702,0.7850290441823622,0.9800651293786304,0.9835856363316318,0.6417884175321246,0.9894384791409964,0.6013025875726105,0.3959690195388136,1.0,0.9975356451328992
"('26_optdigits', 3, 10)",0.5304963914803732,0.9681834184122512,0.3353282872733674,0.9999119873261748,0.9933110367892976,0.9945872205597608,0.9792730153142052,0.9609663791585988,0.9407234641788416,0.8947368421052632,0.9954233409610984,0.9939271255060728,0.9839376870269316,0.9856979405034324,0.9965234993839112,0.7239482485477908,0.958766062312973,0.6022267206477734,0.7630698820630171,1.0,0.9962594613624364
"('26_optdigits', 3, 25)",0.5491330751628234,0.9950272839288858,0.8154374229889104,0.998987854251012,0.9920788593557472,0.9998679809892624,0.9853018834712198,0.973860235873966,0.9776887871853548,0.9044622425629292,0.9874141876430206,0.9990098574194684,0.97883295194508,0.9870621369477204,0.9948512585812356,0.8216863228304877,0.9663351522619256,0.6022267206477733,0.7537405386375639,0.9997799683154374,0.9983277591973244
"('26_optdigits', 3, 50)",0.5843601478612921,0.9997359619785248,0.4604383031156486,0.9998679809892624,0.9961714486886112,0.9997359619785248,0.9971395881006864,0.9897025171624714,0.9684254532652704,0.9998679809892624,0.9977116704805492,0.9996699524731562,0.9992958986093998,0.9950712902657984,0.996919556416124,0.9973156134483364,0.9964794930469988,0.6024907586692483,0.9978876958281993,1.0,0.9994279176201372
"('22_magic.gamma', 1, 5)",0.5746643559143558,0.7390367234117233,0.7024175149175149,0.6133018164268164,0.5992014742014742,0.6589976746226747,0.7326666154791155,0.7230223323973324,0.697070243945244,0.4789838539838539,0.7508775008775008,0.5599963803088802,0.6856599903474904,0.7045070638820639,0.7021926553176553,0.5460194366444366,0.6796710468585468,0.718607406107406,0.5926750614250614,0.8148527992277993,0.7929646367146368
"('22_magic.gamma', 1, 10)",0.5750153562653563,0.7319015444015444,0.6875493594243594,0.692112363987364,0.6033696033696033,0.6048449017199017,0.743108875921376,0.7457934801684801,0.779533388908389,0.5165244383994384,0.7611991049491049,0.591399942962443,0.657160407160407,0.7104247104247104,0.7617146367146367,0.4187159968409968,0.7684384871884873,0.7223861442611441,0.5286284661284661,0.8026884433134435,0.7842170498420498
"('22_magic.gamma', 1, 25)",0.571971525096525,0.7448803308178309,0.6955784924534925,0.765438531063531,0.7723872411372412,0.5840700684450684,0.7560136232011232,0.796068796068796,0.7001195594945594,0.4160615566865567,0.7914344945594944,0.6973417207792209,0.7099695068445069,0.7124868374868375,0.7546397858897859,0.6082068269568269,0.6750559406809407,0.7196329852579852,0.5220856002106002,0.8108108108108107,0.7339691558441559
"('22_magic.gamma', 1, 50)",0.5716616575991575,0.7869537557037558,0.6861947174447174,0.8208965865215865,0.8206936644436644,0.6955675236925236,0.7973987583362583,0.8050028518778518,0.7659047034047034,0.626744032994033,0.8164597227097228,0.7845680501930501,0.7496380308880308,0.7302946209196208,0.8074379168129169,0.6473488504738505,0.735096196033696,0.800637285012285,0.6362923394173394,0.8294631888381888,0.7915716040716041
"('22_magic.gamma', 2, 5)",0.5663523170608046,0.7261956225883408,0.6308073287755309,0.5942061471625812,0.5931547571395788,0.5444332367335394,0.6439310245448869,0.6568785991428769,0.506049495386159,0.3933319457119832,0.6169044302480107,0.5339887175710222,0.5696025532232842,0.634129614508115,0.7154895901713713,0.4971046746828484,0.6470158135463866,0.6869793084308671,0.4276595631127549,0.813103415149623,0.5995324783451014
"('22_magic.gamma', 2, 10)",0.5661975439102103,0.7358342539667292,0.627162154228776,0.629494425498076,0.6493694328364582,0.6169471262895538,0.7358182429511504,0.6258172289201638,0.7168238414695978,0.4369246041276398,0.6651296091711097,0.573423848941405,0.6729936863228569,0.6374438947329095,0.6929354062261502,0.4489435398220643,0.5132998169407219,0.7242262676721586,0.5638919576668748,0.78191395680228,0.6326485955670835
"('22_magic.gamma', 2, 25)",0.566213554925789,0.7670183753088791,0.680393444022821,0.8019437372912565,0.7792134321746695,0.6492947147637576,0.7853990211932478,0.7715228076916918,0.7597333632205625,0.6502393646829019,0.7729157660470403,0.6945978833437404,0.7435862540094251,0.6945151597632504,0.7936393572110946,0.5264955622801821,0.6662343692460412,0.80997593010658,0.4909137486590774,0.8366662930763032,0.8051619514225787
"('22_magic.gamma', 2, 50)",0.565583788313026,0.796510666004878,0.6671256491132567,0.8502543082974421,0.8255066152179367,0.6650709021139878,0.7865464773097224,0.8002946026866484,0.7243997203409278,0.6594403616354719,0.7945359740835027,0.7523122574998266,0.7672478665321742,0.7467430925810291,0.8099065490390722,0.654546327873577,0.680286703918963,0.2873070005497115,0.5597771266631442,0.8598929396758304,0.8093728485197816
"('22_magic.gamma', 3, 5)",0.5385688625714773,0.708493773722748,0.6809904916754097,0.5179757320750779,0.5403485836386507,0.506770080911393,0.555822269583798,0.3195862697815447,0.4836282140718809,0.6327567549752542,0.5265118016380025,0.5362975210243284,0.5565473411296835,0.5875166848850047,0.5334219531889416,0.4418596986558711,0.556017269885911,0.3160487995122246,0.6118340465034523,0.7759419063888691,0.2989821533526319
"('22_magic.gamma', 3, 10)",0.5360970277559585,0.7062416575574977,0.6692080790547703,0.5758111737919593,0.6436383211297934,0.6710537157170243,0.6515921362695068,0.6200954677535416,0.612366864230353,0.5497745137351622,0.67092737749312,0.5727708169688714,0.6318971057560794,0.6168161668982868,0.6407709927437916,0.4875117412153737,0.4993463370154518,0.3287045937676804,0.5437047860214994,0.7768592317537394,0.5738117340745176
"('22_magic.gamma', 3, 25)",0.5334658969189952,0.7163377295373275,0.6487412867822753,0.689114588769081,0.7066316581617238,0.6500376268188585,0.740251358135907,0.7165849130188794,0.7155027986663078,0.5661160883488693,0.705538557876639,0.6260168853782732,0.7185898457025779,0.7008255928283833,0.7375955089507886,0.542507319377537,0.6291451296614685,0.325831772415422,0.5047212044976408,0.8483282157197707,0.689175011397905
"('22_magic.gamma', 3, 50)",0.5340811091397465,0.7195511147975017,0.6391450747318059,0.7734920434383772,0.7332505726417322,0.6749097780292335,0.7755958495146965,0.7739424666714272,0.7198971716716744,0.5950914853530054,0.7735414801346876,0.7344095885218977,0.7251429544468307,0.7256043636123943,0.8203250737430721,0.5899830267342667,0.6670987800121944,0.3275126200899748,0.6551405924713405,0.8572927366507188,0.735101702270243
"('32_shuttle', 1, 5)",0.6677380860728308,0.747748094541535,0.997671106320733,0.967741935483871,0.983197320809916,0.9546346908922936,0.9991146354607746,0.9915890368773576,0.9702632997151436,0.9706097467087536,0.9740357225344524,0.6849064593117254,0.9301139425667874,0.996073600739087,0.9997690353375934,0.4724382169528062,0.9966317653399028,0.9882592963276616,0.4759219339441066,0.998402494418354,0.9885864962660712
"('32_shuttle', 1, 10)",0.6677380860728308,0.7912079451843868,0.9994995765647856,0.9772499807529448,0.9828701208715068,0.9837554854107322,0.9975363769343292,0.9899337901301102,0.9568962198783586,0.9672800061590576,0.972361228732004,0.8387096774193548,0.9674532296558628,0.9965066594810994,0.9988066825775656,0.7234005697128338,0.9975748710447302,0.9813111094002618,0.756909692816999,0.99896065901917,0.9894718608052968
"('32_shuttle', 1, 25)",0.6591057818153823,0.9877396258372468,0.9994225883439836,1.0,0.9999615058895988,0.9999807529447994,0.9990568942951727,0.991454307490954,0.9685888059126956,0.9838709677419356,0.9836977442451306,0.9675494649318656,0.995553930248672,0.9964970359534993,0.9999037647239972,0.9836207560243282,0.9999422588343984,0.9877396258372468,0.9771729925321426,0.9999230117791978,0.988682731542074
"('32_shuttle', 1, 50)",0.6591057818153823,0.9917430133189622,0.9999037647239972,1.0,1.0,1.0,0.999788282392794,0.9900300254061128,0.9705327584879512,0.99965355300639,0.9838132265763336,0.9999903764723996,0.9997497882823928,1.0,1.0,0.9830433443683116,0.999865270613596,0.9887019785972746,0.999095388405574,0.999095388405574,0.9888752020940796
"('32_shuttle', 2, 5)",0.5152231608851674,0.9154829545454544,0.9933649820574164,0.967310855263158,0.9839451255980862,0.8222375897129187,0.9918604216507176,0.9822069377990432,0.9670024671052632,0.943312649521531,0.976730711722488,0.6854440789473684,0.8886625299043063,0.974786931818182,0.9987103767942584,0.967385616028708,0.9948415071770336,0.9855337918660286,0.818574312200957,0.9969908791866028,0.989982057416268
"('32_shuttle', 2, 10)",0.423444976076555,0.9697779605263158,0.9887298145933014,0.9842441686602872,0.98590759569378,0.9986543062200958,0.9975702751196172,0.9840946471291866,0.967180023923445,0.4287156100478468,0.9803566088516746,0.7867916417464115,0.9766185705741628,0.9938696172248804,0.999831788277512,0.9783754485645932,0.9963367224880384,0.9849170155502392,0.9101188696172248,0.9983739533492824,0.9867112739234448
"('32_shuttle', 2, 25)",0.9311827153110048,0.9893279007177034,0.9937761662679426,0.980805173444976,0.9992523923444976,0.9976076555023924,0.9983178827751196,0.985178678229665,0.9656567733253588,0.9658904007177034,0.9806556519138756,0.9828237141148324,0.9934771232057416,0.9972338516746412,0.9992150119617224,0.965273624401914,0.9986916866028708,0.9843376196172248,0.9927295155502392,0.999663576555024,0.9864309210526316
"('32_shuttle', 2, 50)",0.4988038277511962,0.993963068181818,0.993888307416268,0.9835526315789472,0.997289922248804,0.9806743421052632,0.9988598983253588,0.9861131877990432,0.9813845693779906,0.9920566686602872,0.982468600478469,0.9918323863636362,0.99372009569378,0.9896643241626792,0.9993832236842104,0.9688060705741628,0.9967105263157896,0.9843376196172248,0.9905053827751196,0.998897278708134,0.9858702153110048
"('32_shuttle', 3, 5)",0.5129118354072397,0.2754878393665159,0.9981971153846154,0.9267180429864252,0.8672228506787331,0.7403139140271494,0.9797087104072398,0.787312641402715,0.6277927036199096,0.4568721719457014,0.7604991515837105,0.6685962245475113,0.9061616233031674,0.899568721719457,0.997118919683258,0.7600572680995475,0.9758554864253394,0.7314055429864253,0.5424915158371041,0.9948211255656108,0.9697928450226244
