Unnamed: 0,40_vowels,47_yeast,20_letter,6_cardio,12_fault,17_InternetAds,7_Cardiotocography,9_census,28_pendigits,11_donors,36_speech,44_Wilt,38_thyroid,23_mammography,2_annthyroid,24_mnist,1_ALOI,3_backdoor,41_Waveform,31_satimage-2,26_optdigits,22_magic.gamma,32_shuttle,35_SpamBase,27_PageBlocks,10_cover,25_musk,33_skin,8_celeba,19_landsat,5_campaign,30_satellite
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 16, 'lr': 0.01, 'weight_decay': 0.0001}",0.9978154981581028,0.972248566855316,1.0,0.9960787522288216,0.9980506168786658,1.0,0.9959224915570564,0.9984834500174998,0.9936014050968662,0.9740748694398664,0.9608220214321356,0.966876287452245,0.993810098367644,,0.9842200841040544,0.9986635868668536,0.9927128829906082,0.99585659373021,1.0,0.9983964486944664,0.9962752646792516,0.9965794964998178,0.9719122777238114,0.9995347788533538,0.9947694665608664,0.9981903973473332,0.9917689743530668,0.928180233604042,0.9162485180173092,0.9994740139573788,1.0,0.99995377775337
"{'augmentation': None, 'preprocess': 'normalize', 'network_architecture': 'FTT', 'hidden_size_list': [100, 50, 20], 'act_fun': 'ReLU', 'dropout': 0.2, 'network_initialization': 'xavier_normal', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 100, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.6351748251748252,0.0673444733330012,0.0904679214307307,0.1207661454092587,0.046894915396364,,0.0335182972792734,,0.3031506951829532,0.0413738876070572,,0.0108177937994945,0.1882091502153,0.0339494382408494,0.0036561391141682,0.1339605258443135,0.0165534666056423,0.1693676395186669,0.010239739776705,0.3033789348205824,0.1980138229244255,0.0709063991886426,0.097039271413085,0.1059955354911525,0.0341848833419117,0.1870014075265151,0.216823055237214,0.0294673342570818,0.118095213642735,0.0518131601685682,0.1586352100584837,0.0070252740065231
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.2, 'network_initialization': 'xavier_normal', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 100, 'batch_size': 16, 'lr': 0.01, 'weight_decay': 0.01}",0.9834212664545876,0.714058562931629,1.0,0.9878524024420104,0.9998403890573884,1.0,0.990729463499858,0.9979965325762938,0.98435490436755,0.9887866782865872,1.0,0.8565456081718106,0.9840770204799616,0.950219987466975,0.9732156395228356,1.0,0.9458333045949264,0.9985025635629682,0.9974689607904356,0.996754681599082,0.9932554273909792,0.9823457455635808,0.9529609690972892,0.9996417189899456,0.8853600230167656,0.9952839023694416,0.9910636734627905,,1.0,0.9918864004668831,1.0,0.993486867486405
"{'augmentation': 'Mixup', 'preprocess': 'normalize', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 20, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.0001}",0.9948018419358058,0.9487340603058214,1.0,0.9732664106216556,1.0,0.9998770364390084,0.9858804049321616,0.9988347891088434,0.9914271387623644,0.9912356405058408,1.0,0.9567725475703794,0.989427636901454,0.982774592493592,0.9843338780309492,1.0,0.8254006223182497,0.9987597295936396,1.0,0.994062013110986,0.9947401581830386,0.9992560521169124,0.9717706424512936,0.9411642618059504,0.9846062640708756,0.9998850321274914,0.9995683203756888,0.876826326046038,1.0,0.993676399076583,1.0,0.9981464205925544
"{'augmentation': 'SMOTE', 'preprocess': 'normalize', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'Adam', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.9869082003794898,0.5874257408421645,0.7748773233502868,0.9375696777609198,0.6862703625390536,0.996554884408844,0.4453685898187449,0.9945956704314598,0.9837462556207454,0.9611144059051095,0.9901571033309368,0.5708603275862278,0.973384891334342,0.9153319580524462,0.8910016407408526,0.9884026704458476,0.7244506899307654,0.976546236896556,0.8851327402943399,0.6714948890307896,0.984381138632069,0.7239900234374825,0.9218219916759548,0.7705432531919894,0.9046889039062902,0.6528892442412736,0.940018751280236,0.8562785454151822,0.4497995423489528,0.5102879101986204,0.9876575583459468,0.67630727079295
"{'augmentation': 'Mixup', 'preprocess': 'normalize', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'kaiming_normal', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 16, 'lr': 0.01, 'weight_decay': 0.0001}",0.993304789264444,0.9754035524794782,0.7438832906892479,0.9772031152497084,0.9853750875515708,0.9992168052001056,0.4105957482515514,0.993055038977229,0.979087080908093,0.9274756066910192,0.995745886781161,0.6298037908513926,0.9534118325100316,0.9621771542995988,0.9052397593855732,0.99198346782402,0.6801674716338921,0.879626895064269,0.9653943048923136,0.9937881331881055,0.9700031415148748,0.9917548303175706,0.9630496753226312,0.7677662465342655,0.8639267000198012,0.9823352126845644,0.9648708842505388,0.874712256278478,0.903900931562352,0.9533159978706792,0.9837023070411954,0.6086690130145532
"{'augmentation': 'GAN', 'preprocess': 'normalize', 'network_architecture': 'MLP', 'hidden_size_list': [100, 50, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'kaiming_normal', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 100, 'batch_size': 64, 'lr': 0.01, 'weight_decay': 0.0001}",0.1097001345294062,0.0988512645547065,0.0951605842492034,0.0548419260083871,0.0344316753462873,0.6245959595959596,0.0307516899034234,0.3343472499722499,0.1905486068850992,0.0447285059889049,1.0,0.0590186129921734,0.0792332432453966,0.0518689923629216,0.0622949902558812,0.1911257048898292,0.114336312078328,0.397274255523535,0.0819414240266147,0.1917465649172151,0.2920790724583294,0.0722017962932562,0.0607158133087667,0.0818831250489064,0.1603912476908507,0.0589425502057299,0.8666666666666667,0.0561299717439733,0.0784513995640105,0.0223328322907164,0.2588001865645513,0.155551357543842
"{'augmentation': 'GAN', 'preprocess': 'normalize', 'network_architecture': 'MLP', 'hidden_size_list': [100, 50, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.1, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 20, 'batch_size': 64, 'lr': 0.001, 'weight_decay': 0.0001}",0.1544028466879385,0.0734851049064399,0.0866600696132579,0.1216266211538258,0.0434182009823362,0.6101037851037852,0.0308400161354492,0.5382487842617153,0.2231361438763841,0.0453239785450216,1.0,0.0596223045003642,0.0734993409730585,0.1159258925407897,0.0627054889071768,0.1956086152824986,0.1870878810015875,0.2916600529100528,0.081775266815429,0.2094554416025573,0.3120825644838802,0.0862635411524089,0.0603880073239977,0.0566338427655446,0.1644642243340178,0.0610135113953729,0.8095238095238095,0.0323072339875666,0.1452315821938679,0.0917139187808655,0.2486462310442421,0.1550532474571454
"{'augmentation': 'Mixup', 'preprocess': 'normalize', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.1, 'network_initialization': 'xavier_normal', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 16, 'lr': 0.01, 'weight_decay': 0.01}",0.9905186558033808,0.682078144264828,0.7772082138813327,0.9619015956211978,0.8858018452002374,0.9966015306405058,0.7330408138122492,0.9912069579214792,0.9861800908014994,0.880653977595856,0.9999606094273524,0.6115714117618798,0.9689716702083554,0.848121363179567,0.8509486727245713,0.9657190393680744,0.7763725211338378,0.9662204859370526,0.8656908352740487,0.9936005919102512,0.984181294618364,0.754903020082788,0.9006584851798906,0.7672705353916399,0.8846482553365653,0.8390345893301094,0.968851827708765,0.8717121457581954,0.8999007312914225,0.6726730069991991,0.972512854886648,0.6356377849383492
"{'augmentation': None, 'preprocess': 'normalize', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.1, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 16, 'lr': 0.001, 'weight_decay': 0.01}",0.097200490130403,0.1433914363039347,0.7243578643578643,0.3087068463146049,0.318356784684184,0.7021968382494698,0.0882440791065281,0.7293578643578643,0.3105603448275862,0.0675675675675675,1.0,0.0470715127566322,0.0719424460431654,0.0532796695555189,0.2208421195803975,0.3646825396825397,0.0172506675571814,0.4275,0.131840253034262,0.5264705882352941,0.2222222222222222,0.2000561969068512,0.0770687250150223,0.0130248640922908,0.0342290876295966,0.5325274725274725,0.1818181818181818,0.025515711053907,0.4551073335512695,0.1457073018514666,0.2804071328391104,0.3087597897920479
