,40_vowels,47_yeast,20_letter,6_cardio,12_fault,17_InternetAds,7_Cardiotocography,23_mammography,38_thyroid,44_Wilt,3_backdoor,11_donors,28_pendigits,9_census,24_mnist,36_speech,1_ALOI,5_campaign,41_Waveform,31_satimage-2,26_optdigits,22_magic.gamma,32_shuttle,35_SpamBase,27_PageBlocks,25_musk,33_skin,8_celeba,19_landsat,2_annthyroid,30_satellite
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",5.176642656326294,1.0545637607574463,1.4317827224731445,1.443692922592163,1.7805359363555908,2.233428955078125,2.2050724029541016,2.754657030105591,2.729363203048706,2.788443088531494,2.906451940536499,2.815828561782837,2.789379358291626,3.0118794441223145,2.916067123413086,2.9930453300476074,2.9697537422180176,2.8103020191192627,2.8871376514434814,2.9809274673461914,2.9613096714019775,3.20796799659729,2.744035482406616,2.8885250091552734,2.84624981880188,3.1869590282440186,3.2427210807800293,2.7519171237945557,2.883309841156006,2.6125328540802,2.8805761337280273
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.8255393505096436,0.7957122325897217,1.0970869064331055,1.2124545574188232,1.3396987915039062,2.181457757949829,1.7202653884887695,2.0245072841644287,1.9800174236297607,2.0402565002441406,2.324817657470703,2.1066296100616455,2.1562323570251465,2.242225170135498,2.140104055404663,2.350750684738159,2.2741639614105225,2.1067521572113037,2.0715491771698,2.2446835041046143,2.2657811641693115,2.5455880165100098,2.3481156826019287,2.2452268600463867,2.2599565982818604,2.6710381507873535,2.484477996826172,2.1940255165100098,2.0379555225372314,1.9379608631134033,2.1415748596191406
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",2.8345069885253906,2.5816078186035156,3.1633076667785645,3.502284049987793,3.9856157302856445,,5.082658767700195,6.6045520305633545,6.748197555541992,6.767076253890991,13.769468069076538,7.105581521987915,6.8075501918792725,,7.290890455245972,,6.470651149749756,6.673852443695068,6.7302162647247314,6.913520097732544,7.154346466064453,7.4960198402404785,6.739728927612305,7.1602702140808105,6.782982110977173,12.064855098724365,7.478754281997681,6.41767430305481,6.557971477508545,6.353477954864502,6.535050392150879
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.967233419418335,0.8143150806427002,1.265901803970337,1.095181941986084,1.3019177913665771,1.9375717639923096,1.7098603248596191,1.9633469581604004,2.078286647796631,1.9825496673583984,2.2652151584625244,2.206348419189453,2.140815258026123,2.453338384628296,2.129133701324463,2.3612544536590576,2.143730878829956,2.082132577896118,2.069568395614624,2.2902681827545166,2.2303850650787354,2.551511287689209,2.199549913406372,2.066063165664673,2.1872012615203857,2.713963270187378,2.473104953765869,2.1607108116149902,2.095933437347412,1.961510181427002,2.106517791748047
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9096662998199463,0.7788698673248291,1.1812777519226074,1.1414117813110352,1.3049345016479492,1.9966278076171875,1.672494649887085,1.9559850692749023,2.012850522994995,1.9978091716766357,2.419163465499878,2.135624885559082,2.1947996616363525,2.322936773300171,2.1045572757720947,2.184122085571289,2.05861759185791,2.0754454135894775,2.168704032897949,2.166616678237915,2.3716683387756348,2.6288082599639893,2.2067694664001465,2.3120641708374023,2.0707013607025146,2.6017463207244873,2.4081060886383057,2.1502022743225098,2.137549638748169,2.0024027824401855,2.207770586013794
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9152951240539551,0.83951735496521,1.1494293212890625,1.216148853302002,1.4067907333374023,2.0301592350006104,1.8067271709442139,2.015673875808716,2.0724754333496094,2.187593698501587,2.383943557739258,2.325859785079956,2.254331111907959,2.3590168952941895,2.205444097518921,2.3546741008758545,2.1314759254455566,2.2080745697021484,2.2423179149627686,2.368546724319458,2.3033223152160645,2.5148885250091553,2.341888427734375,2.2924716472625732,2.1701695919036865,2.7533376216888428,2.58925724029541,2.214877128601074,2.1044654846191406,2.1965315341949463,2.3085598945617676
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'RMSprop', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",302.6045184135437,314.3338177204132,228.3837525844574,207.05242657661438,175.4040002822876,712.4346928596497,172.74382901191711,289.0026581287384,362.2094762325287,532.383866071701,304.13784980773926,217.97523427009583,209.78121304512024,411.8773281574249,230.55181694030762,449.1024398803711,210.62836146354675,223.0399944782257,303.7186336517334,287.1602442264557,292.94771337509155,214.19743704795837,432.1732609272003,315.6724183559418,283.2345757484436,401.57506680488586,585.8460578918457,293.5561122894287,268.6888253688812,442.59330224990845,237.1720733642578
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",1.3874807357788086,1.3069703578948975,1.4388082027435303,1.376701831817627,1.7022368907928467,,1.7019977569580078,3.0363476276397705,3.3058433532714844,3.333979845046997,6.346306562423706,2.83008074760437,2.8115110397338867,,3.4412779808044434,8.194123268127441,2.4399254322052,2.781464099884033,3.1593399047851562,2.700658082962036,3.033679962158203,3.2393481731414795,3.3129522800445557,2.723818063735962,3.0138936042785645,4.3241987228393555,3.757955551147461,2.8478050231933594,2.7838099002838135,3.479564905166626,2.9002747535705566
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",1.0321722030639648,0.9758331775665283,1.0921967029571533,1.3900301456451416,1.2901434898376465,1.8838188648223877,1.5941152572631836,2.7154524326324463,2.5143351554870605,2.6673614978790283,2.0453410148620605,2.021256923675537,2.011404514312744,2.5022470951080322,1.9534955024719238,1.0396723747253418,1.9698398113250732,2.0914924144744873,2.4218509197235107,2.456331253051758,2.0375759601593018,2.3842248916625977,2.60619854927063,2.072913408279419,2.200993776321411,1.831216812133789,2.912322521209717,2.1446402072906494,2.081714630126953,2.6898419857025146,2.417881965637207
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",1.192068338394165,1.2751193046569824,1.571873664855957,2.0311403274536133,1.9912078380584717,2.690431594848633,2.2796740531921387,3.7198805809020996,3.1631481647491455,3.250094413757324,3.44156551361084,3.170348644256592,3.236469268798828,3.4865224361419678,3.1587626934051514,3.3908231258392334,3.2067978382110596,3.1459474563598633,3.361128568649292,3.247954845428467,3.2472362518310547,3.141413450241089,3.117293357849121,3.3831140995025635,3.0409533977508545,3.5002312660217285,3.290175437927246,3.4290692806243896,3.4123754501342773,3.1457114219665527,3.2595956325531006
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.7158522605895996,0.7253932952880859,0.9194784164428711,1.222219705581665,1.3475995063781738,1.8087515830993652,1.4186382293701172,2.211552381515503,1.9165160655975342,1.821580171585083,2.01578426361084,1.8853187561035156,1.9537348747253418,2.1398277282714844,1.8737452030181885,2.137223958969116,1.898346185684204,1.927764892578125,1.953836441040039,1.8200569152832031,1.9163620471954346,1.8762953281402588,1.9571473598480225,2.0126521587371826,1.8614602088928223,2.037537097930908,1.8621845245361328,1.9450271129608154,1.9165263175964355,1.9442925453186035,2.1428375244140625
