,40_vowels,47_yeast,20_letter,6_cardio,12_fault,17_InternetAds,7_Cardiotocography,23_mammography,38_thyroid,44_Wilt,3_backdoor,11_donors,28_pendigits,9_census,24_mnist,36_speech,1_ALOI,5_campaign,41_Waveform,31_satimage-2,26_optdigits,22_magic.gamma,32_shuttle,35_SpamBase,27_PageBlocks,25_musk,33_skin,8_celeba,19_landsat,2_annthyroid,30_satellite
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9580830830830831,0.5443762278978389,0.7888636363636363,0.9526962727993655,0.7318759342301944,0.972160766961652,0.8917066483893077,0.9743028846153846,0.9915384615384615,0.7077403846153847,0.994326923076923,0.9740504807692307,0.994375,0.9936538461538461,0.9885336538461538,0.5829086538461539,0.6814423076923077,0.9875240384615385,0.9514663461538462,0.9997596153846154,0.9919711538461538,0.6639663461538461,0.9589903846153847,0.8854567307692307,0.9126682692307692,0.9922115384615385,0.8805889423076922,0.9784975961538461,0.76875,0.8635336538461538,0.6689182692307692
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.991798104410717,0.73478033896735,0.9049322314049587,0.9658327888255044,0.8679336447992565,0.9991858537604094,0.913519686604052,0.9662377496301774,0.9922351146449704,0.9636268028846154,0.9969059726331361,0.9789657683062131,0.995093611316568,0.9972864275147929,0.9915666605029586,1.0,0.843114136464497,0.9730963387573964,0.9544357895710059,0.9999179456360947,0.9946299463757395,0.8971997503698226,0.9643205667529586,0.9417129715236687,0.9244249260355029,0.9938107895710059,0.8758659624630177,0.9836821606878698,0.8906312407544379,0.9577420025887573,0.9047702477810652
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.9781593241494082,0.5,,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.9931181181181181,0.7035609037328094,0.9679090909090909,0.967644726407613,0.9482062780269058,0.9981379056047197,0.9359492803289924,0.9743509615384615,0.9908894230769231,0.9800721153846154,0.9952403846153847,0.9763581730769231,0.9947836538461539,0.9978125,0.9975,1.0,0.8841346153846154,0.9998798076923077,0.9770432692307693,0.9999038461538462,0.9941826923076924,0.9297115384615384,0.9597596153846153,0.9464903846153846,0.9304086538461538,0.9930528846153845,0.8943149038461539,0.9914302884615385,0.8882932692307692,0.9201442307692308,0.9196634615384616
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9467229992755517,0.7021930400145129,0.8175074380165289,0.9520464165934542,0.7467434606679313,0.9961136345837576,0.8023738643789275,0.9586096985946747,0.9917797707100591,0.7378649685650889,0.9847198594674557,0.9512829373150887,0.9925376756656805,0.968315689718935,0.9599119360207101,0.9979867788461538,0.7576733542899408,0.9354900147928993,0.8941866216715976,0.9905212185650886,0.9924967640532545,0.6432308616863904,0.9664131841715975,0.9262842085798817,0.9223996856508876,0.9927854567307692,0.8656271958210058,0.9307423030695265,0.7129479474852072,0.8220668454142013,0.6945018953402367
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9939519098678258,0.7621221741463095,0.9750363636363637,0.9811077270220316,0.9878848916683983,0.9982145343322804,0.9677720616663559,0.9832419563609467,0.9912322022928993,0.9835306490384614,0.9970941198224852,0.9872345367973373,0.9943810096153846,0.9954361593934911,0.9970319434171597,0.9999715698964496,0.9586100453032544,0.9990146542159763,0.9851814441568049,0.999943602071006,0.9948407451923077,0.9535308801775149,0.9648172845784024,0.9923978365384616,0.9379666697485207,0.9934164663461539,0.9173466392381657,0.987272443602071,0.932804756841716,0.9752036335059172,0.9600592871671598
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'RMSprop', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.5512434268185802,0.5925946302816901,0.751799156257755,0.9151846785225718,0.6059160305343512,0.8996519721577726,0.8858006872852233,0.5565648984678128,0.7664328767123288,0.4521347363328495,0.9347181008902078,0.7994903266070315,0.92620667197337,0.7384012066365008,0.9062008913620321,0.942287784679089,0.7195690920528413,0.9349321705426357,0.7849903288201161,0.9642378185069289,0.9548316251830161,0.45403518537846893,0.8868688710328572,0.8853518688808351,0.7868578641912592,0.9971363115693013,0.7158471999465383,0.9449158653846154,0.5955426031533043,0.6049636126142937,0.7012210863279638
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.4635371019573473,0.49486502347417843,0.44726610968649183,0.7396575310156139,0.40238549618320607,,0.7369072164948454,0.5720531592511824,0.517545205479452,0.42205222275976995,0.35586053412462904,0.8685354691075514,,,0.8000747095344823,0.38030538302277433,0.5266696372405116,0.8726865310077518,0.5810203094777563,0.7462960597739319,0.5453147877013177,0.6738278305442484,0.8264940680063032,0.5695894412289717,0.735071352699395,0.1417934871543119,0.6882225674953221,0.33890625,0.6549081683998659,0.5986841733249645,0.721615551425031
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.6353618901548349,0.6234044894366197,0.898171891802465,0.9620736827208831,0.8159923664122137,0.9952436194895592,0.8632302405498282,0.7477236681865813,0.5,0.5,0.9934223541048467,0.9348762221759934,0.9704030682393806,0.9940271493212669,0.982713759435299,1.0,0.5,0.9548934108527132,0.5,0.9408487132000767,0.9924841386041972,0.5,0.9188143826428953,0.5,0.5,0.998772704958272,0.5,0.9628966346153846,0.7130786648775578,0.5,0.5016780256092523
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9962712712712712,0.9646611001964637,0.9540454545454545,0.9870340999206978,0.9816890881913303,0.9975663716814159,0.9753255654557915,0.9875240384615385,0.9909855769230769,0.9772115384615385,0.9973076923076923,0.9784254807692309,0.9965865384615384,0.996875,0.9978846153846155,1.0,0.979014423076923,0.9665865384615384,0.9990144230769231,0.999951923076923,0.9959615384615386,0.9948317307692307,0.9737740384615384,0.9968750000000001,0.9410817307692307,0.9925961538461539,0.8946274038461539,0.993858173076923,0.842139423076923,0.978125,0.9720673076923076
