,40_vowels,47_yeast,20_letter,6_cardio,12_fault,17_InternetAds,7_Cardiotocography,9_census,28_pendigits,11_donors,36_speech,44_Wilt,38_thyroid,23_mammography,2_annthyroid,24_mnist,1_ALOI,3_backdoor,41_Waveform,31_satimage-2,26_optdigits,22_magic.gamma,32_shuttle,35_SpamBase,27_PageBlocks,10_cover,25_musk,33_skin,8_celeba,19_landsat,5_campaign,30_satellite
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.18420627338387072,0.018620786066804087,0.04561914527735774,0.0768321228329672,0.0222102261944382,0.6827560378218273,0.054801732347799684,0.7904365079365079,0.39070913674139485,0.1431411310557944,0.10887497172806145,0.013411242409215707,0.34277490033587593,0.11954070523174785,0.034435150975498034,0.4527314307365458,0.012416549904422099,0.43342470760233914,0.06041811529464915,0.3440251415251415,0.4365629117259552,0.0476184846416577,0.17190180552821863,0.04148535231572164,0.03580519777169612,0.5549508386350491,0.19149603857318598,0.020904885129414345,0.2557547792632984,0.02262236770702364,0.21527006298508225,0.010526114926151757
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.9778965982448521,0.6350037041725319,0.8971236245719658,0.9170976488100718,0.7358869065727762,0.9977301239292299,0.9045123132984294,0.9962041625692081,0.9899198639757907,0.9537819314291063,1.0,0.876898340085909,0.973787469985646,0.9389688578854404,0.8409596249924249,0.9865383385241269,0.8232457788003292,0.9982199741489967,0.8886781681316795,0.9874157070119417,0.9958865166588978,0.8760391776645867,0.924906723902195,0.8763889294571253,0.8819726817474369,0.9942243916266165,0.9890408092545788,0.7835621998603932,0.9828156903064553,0.9493308439736439,0.9773986667369117,0.8893858946710493
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.5,0.5,0.5,0.5,0.5,,0.5,,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9899061938353672,0.5,0.5,0.5,0.5,0.5,0.5
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.40603797663769703,0.027035636186288035,0.3017374137008004,0.1202482927456611,0.19789437578550484,0.9354365079365078,0.12247131431868569,0.8480122655122654,0.39178107721585986,0.1539695671935227,1.0,0.04091608635828808,0.22923352045118955,0.12359340133036151,0.022762073708967573,1.0,0.20563205056505945,0.7614616085668717,0.11533321474105751,0.37963477698771814,0.5075201465201465,0.08988854054824529,0.10910996091269572,0.2431426562496172,0.05343164347031344,0.6292020917678812,0.3328156209079813,0.02433667394259352,0.6675992063492063,0.19567445482768062,1.0,0.09216111108859588
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9537121917598679,0.6018137991201685,0.8357638451387404,0.8909637308086966,0.6643848148899718,1.0,0.8206154218445938,0.9743200354603262,0.9878513696954156,0.9271436457020766,0.9999912268626173,0.6787289792620319,0.9760037858405589,0.9340310811610291,0.7298908574650014,0.9191016457416268,0.7563013111749162,0.9722045250468014,0.8740156048195973,0.9709538374235305,0.9886819383193635,0.6801931448534758,0.9237606814783001,0.8447448841428518,0.8566844030508491,0.9895860051180306,0.974308435334444,0.7725495428672653,0.9138468603740959,0.6923890992184887,0.9003699371117182,0.5842024486810331
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9745232828963618,0.7324102091368446,0.9146716542486516,0.9683146743300368,0.9962914008900257,0.9962318041854696,0.976774319786033,0.9982395689544823,0.9879693375770859,0.98618569508902,1.0,0.9458605875469668,0.9800105588011899,0.9644664870277304,0.9122525139450745,0.9976085641468474,0.9408279042322226,0.9972001568063592,0.973205748867285,0.9885178998745093,0.9876812321813419,0.939831221468956,0.9726861799461451,0.9995996567899981,0.9610919640702665,0.9943943961290945,0.9918698172817273,0.8765746040661031,0.9887734047116767,0.9779151007992051,1.0,0.9720005200527417
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'RMSprop', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.14667081461061585,0.031130504999360292,0.0995176383632547,0.12324086849667103,0.06080675602079037,0.16903366092800948,0.04213104636147861,0.07960738898488423,0.04704910662394779,0.04187997208602762,0.3418735201000346,0.01821452021270118,0.03386447563363433,0.04073090743739486,0.018782214025360365,0.03955916713396627,0.01853063053174043,0.028455198007780198,0.12781537424168693,0.04285162255872002,0.13084857049272774,0.1496181456437301,0.08088291917796142,0.05273610464304591,0.024835577965620102,0.07941132382672904,,0.0652562509101422,0.07133282829497903,0.010649922055346286,0.16231414171033112,0.050822150304801715
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.0874558607047343,0.02491455803371934,0.10869373029573486,0.0985323403414525,0.0157060487944223,,0.03426220931952418,,0.010168238379426858,0.0296006505680575,0.003994604495320136,0.04127563326542627,0.06467537559096573,0.12404304252170709,0.03167075259820485,0.017858573004335902,0.004997235572059801,0.002852695830398275,0.16701255885898314,0.13729388326399156,0.0050800307881191525,0.08677765786604592,0.06970755075505347,0.013652071870843639,0.01717454402380353,0.04544449565218975,,0.14490957511302516,0.01083620607255706,0.0825661547562097,0.12439360254785269,0.19358157874684015
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.2899253712033059,0.053764810599477596,0.22738508065445578,0.1858934795183421,0.0074850299401197605,0.7865323565323564,0.06127063902345527,0.7856701940035273,0.1862654356163151,0.06412138958508766,1.0,0.019251336898395723,0.02182468694096601,0.019467620182757252,0.019558131111915972,0.1700871917937135,0.004935834155972359,0.5124458874458875,0.2545170606507115,0.2704267791817869,0.3284976479094126,0.039953899346907414,0.07863087113141365,0.005089058524173028,0.00864304235090752,0.030063752578191643,,0.06554441260744985,0.2626817138740982,0.24811650367509328,0.18774228991620295,0.2636370202316686
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.4743648998060762,0.6522011322011322,0.6734463228106492,0.515997559418612,0.8833365164247517,0.9540404040404039,0.4554495614035088,0.8693578643578643,0.3952487530585357,0.3649878914605047,1.0,0.025500008762034704,0.3267670331112422,0.19518718252250056,0.19106736085648598,0.9809090909090908,0.28139829939076294,0.6834920634920635,0.6960245310245311,0.48556466924887987,0.8377777777777777,0.8470488293068937,0.1279586464642007,0.6238905444837648,0.23632790044932722,0.5781367243867244,0.4396825396825397,0.038030949025551465,0.7556732348111658,0.31407521036533675,0.9247863247863247,0.17553848742721997
