,40_vowels,47_yeast,20_letter,6_cardio,12_fault,17_InternetAds,7_Cardiotocography,23_mammography,38_thyroid,44_Wilt,3_backdoor,11_donors,28_pendigits,9_census,24_mnist,36_speech,1_ALOI,5_campaign,41_Waveform,31_satimage-2,26_optdigits,22_magic.gamma,32_shuttle,35_SpamBase,27_PageBlocks,25_musk,33_skin,8_celeba,19_landsat,2_annthyroid,30_satellite
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.4389042835815381,0.02690669346071463,0.06613304057429145,0.18327174719893832,0.042268473202641835,0.4147042007959373,0.06792541220456302,0.27881592935654387,0.5202031401088429,0.02069196785856549,0.48711474420010226,0.2171551116848193,0.5592526784165303,0.6378493925792138,0.36897017046074154,0.013249410999038636,0.08211345544072501,0.32117480917545077,0.15792206375007917,0.9764979516527503,0.515667165456458,0.06781215624266168,0.12140254828606115,0.06648983571564877,0.10101380631878192,0.40375296441967834,0.03800062335726367,0.2558944487943751,0.046032843695869526,0.0955587178623125,0.017460254044435172
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.9842786772787873,0.7197885817123014,0.794967037001191,0.9340159094593874,0.7981493452739571,0.9990305599058874,0.8344380737360526,0.9557487609959239,0.9797999241213886,0.9082280694409386,0.9953561996841234,0.9611325021699153,0.9899719408494587,0.9955251837545833,0.983578340163277,1.0,0.8179249043277448,0.9386646012981419,0.9103969319883869,0.999914689741808,0.9886448665378043,0.8359870802169407,0.9313431286791762,0.8853937793223837,0.8843989742846242,0.9895764287264254,0.7510124447932428,0.9675445358007575,0.8084000552056203,0.924203132099789,0.8580697134239078
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.9658114014586288,0.5,,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.6867721135744081,0.06867997712937633,0.23231475962522313,0.2924551458311934,0.1877735747303033,0.8477464219293291,0.10857667136069951,0.2840562712795536,0.3894063374343126,0.23031630568890799,0.5739291458303117,0.2645664971782309,0.5471056434050091,0.7284453473064827,0.7902224262850839,1.0000000000000002,0.15822331954119226,0.9867685144233134,0.2618568829551608,0.9903229665071773,0.5297832626559824,0.11667101795256352,0.14554856402943558,0.1263609678945308,0.09885229387529695,0.5235262045236183,0.042707685634836734,0.500979940938874,0.06410411212134326,0.1573323065755381,0.10619170194197067
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9479903972374171,0.6519041377576169,0.7710028395692612,0.9144316300747496,0.6515953914315128,0.991280772106184,0.7530823759743939,0.9516068555236487,0.978677727261969,0.6524292725120642,0.9775893285189141,0.9277428946940058,0.9858425290820716,0.9481431133252648,0.939237189960547,0.9979445776525382,0.7736102592103423,0.9116618663969973,0.8142130720275774,0.9921995304874636,0.9838272345641401,0.5861150997876005,0.94271294780281,0.8563333332693441,0.8887796680503921,0.9824486802136655,0.7347459693007532,0.874833125664159,0.7129548753956005,0.769401165337499,0.6175572125506457
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9885283768882797,0.7159627401914679,0.9466262361653583,0.973490546422012,0.985632717969914,0.997823380727576,0.9507293754450507,0.9723373356672578,0.9787129662982239,0.9614552865824956,0.996678393958427,0.9793254192448118,0.9876589926127621,0.99394416618742,0.9961501743437096,0.9999709982758449,0.9550621649131922,0.9982571892340673,0.9764454914352678,0.9999419231884653,0.9893683620094005,0.9336810286335251,0.9280195692750851,0.9906589818834932,0.9111312677273886,0.98785040766205,0.8531855449642832,0.973654341790747,0.8853074729789131,0.9574950655869529,0.938522748338742
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'RMSprop', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.0415341394031105,0.027576388062812165,0.09053125002367914,0.26195267117767707,0.020794979577106593,0.16193153511086525,0.15871785162645635,0.08859955490478778,0.07277581880888304,0.03390243197243149,0.4144429837003541,0.17425724447993174,0.15890725415244714,0.02258580925228446,0.054821059386035265,0.38632178827397096,0.032881186743149105,0.1634261177211105,0.06394063783033449,0.27477013388999816,0.13517791315293723,0.03247082454932755,0.11248136266063018,0.0511421516170535,0.15245959464456563,0.534889713461142,0.058005151396993145,0.08944267687708526,0.033433026593499525,0.0371088983279681,0.03041165411863221
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.0439355721610879,0.021252566651496847,0.020657590539002263,0.10091813568975709,0.01448712124113168,,0.07943086745908774,0.06229925100446414,0.04614112798775885,0.03233547731323984,0.005353094798887549,0.0654452955125428,,,0.046603918640535584,0.00701602206461312,0.014582241269344346,0.06419677761040526,0.029473170225941626,0.2616954297412931,0.01034490125802772,0.06231804802379894,0.08066138212612879,0.014755848984996326,0.09641296983071448,0.002552044480999563,0.02974538463927308,0.0070356092376251764,0.039290129691867556,0.04641356786137673,0.058735632391365915
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.11577654133377832,0.02980895283863386,0.11088786909964712,0.20650321167206032,0.0765567285467427,0.8341738115528441,0.07271583053770317,0.09318553561466456,0.028371550719005052,0.03770949720670391,0.535323580787977,0.17385008865308713,0.4364811676135842,0.5542975880316293,0.2239133346013664,1.0,0.009373458312777503,0.19675801785487135,0.018379281537176273,0.40467135068856586,0.41803435612212,0.02463605823068309,0.11759066113893289,0.009669211195928753,0.026094648385670056,0.7806954949812093,0.015210470463388751,0.1926274190739653,0.05457666086320921,0.02621580547112462,0.01650787696564834
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.744075488259472,0.419865746570514,0.3980854029637373,0.4591873224025357,0.5826566916982929,0.80262637040314,0.3514489492974167,0.37898208886614665,0.37247888101139665,0.24389548462809893,0.6594102221809265,0.2504184125629205,0.6852039765789766,0.7731504669767768,0.8304730310524322,1.0000000000000002,0.45696788711304037,0.17342860098404012,0.9070527536917701,0.9951190476190479,0.5536844687147762,0.8235509770509774,0.2512564379091999,0.6794367389682204,0.31428818604927544,0.5203511582122852,0.049746680120158975,0.7673753937840628,0.19715674073861186,0.25539765402744197,0.341262607331462
