,GANomaly,REPEN,DeepSAD,DevNet,PReNet,FEAWAD,XGBOD
"('36_speech', 2, 5)",0.021307103502405764,0.20307170392840995,0.016367056169864228,0.1545215622650997,0.15840572876027192,0.03578969895850323,0.08643986912553865
"('36_speech', 2, 10)",0.021340908190016872,0.2930996012780884,0.018526380964576608,0.22017153263544004,0.2251010733540796,0.21921212144514401,0.10007902017265788
"('36_speech', 2, 20)",0.021062661692356238,0.2378045224006962,0.01919214721859028,0.12908611362125966,0.11569388428112952,0.08702336339836536,0.12908377482353467
"('36_speech', 3, 5)",0.018939560240370943,0.042642373995802035,0.043431544830981085,0.025661375661375663,0.052339649576790916,0.030257014913062253,0.013899105982469967
"('36_speech', 3, 10)",0.018921853948721652,0.038396482878937335,0.043719155330462035,0.01643257373604809,0.014506302953777755,0.028448548006984577,0.02153314758952036
"('36_speech', 3, 20)",0.019034463041821166,0.10738433378638916,0.04641758410299505,0.01839167602102672,0.020418734829043855,0.03424869335527378,0.12100083601126983
"('1_ALOI', 1, 5)",0.03744832353585448,0.03955742911944992,0.03942935406041488,0.059627165395187934,0.052111389084195214,0.043608964215914925,0.029356050836560763
"('1_ALOI', 1, 10)",0.03751639353611873,0.04054251918727671,0.037881950292628766,0.03896217944031672,0.03523802199734799,0.042103347470398664,0.0667987849052804
"('1_ALOI', 1, 20)",0.03717757885545901,0.034556331045296575,0.03421958534197213,0.031274413268168565,0.03416641059883191,0.03567236126122853,0.07132020632952582
"('1_ALOI', 2, 5)",0.05219991861395538,0.03498856979636484,0.053740891756147616,0.04968377822742096,0.04007963363786611,0.043431233743367034,0.07850117159779152
"('1_ALOI', 2, 10)",0.05237065981810235,0.03641135301027614,0.055112495675421,0.05402110297197105,0.05721625590859728,0.03729412396868066,0.0516811323910584
"('1_ALOI', 2, 20)",0.05226700632531241,0.03951918788551079,0.06338184346037519,0.05004036001807606,0.04349690725672713,0.033182263414088115,0.07462862098500286
"('1_ALOI', 3, 5)",0.03520934173986959,0.027734327986707587,0.055514369859868816,0.032145771183490275,0.03184636245470499,0.03162592672084666,0.05106061547107664
"('1_ALOI', 3, 10)",0.03494227323986923,0.0317953346632984,0.059363841492933306,0.03186271455164678,0.03308442437719297,0.03544353952809349,0.07471523549080866
"('1_ALOI', 3, 20)",0.03503757047680073,0.02928165470423289,0.04318822735615344,0.02686779858009001,0.027565079621826215,0.030021371494973772,0.04523482161750037
"('5_campaign', 1, 5)",0.31482480657557266,0.30602348841626337,0.16171225079519813,0.2205059670336122,0.2099956006129449,0.2072425818462979,0.3610563486154367
"('5_campaign', 1, 10)",0.31546515526432967,0.3386502691659711,0.162426890185811,0.285706089510214,0.30569306147792946,0.25955112328161156,0.4647652866463637
"('5_campaign', 1, 20)",0.31584734521357194,0.32839883749652476,0.18429517696715692,0.26597505384496545,0.27806695649150254,0.2558664717823277,0.42435829666128877
"('5_campaign', 2, 5)",0.276611831395915,0.18000951246875946,0.1555032145512605,0.16522402938259867,0.20050175472428236,0.12183536826644295,0.2593111471537949
"('5_campaign', 2, 10)",0.27700404042338195,0.2937127957433723,0.1649337094781031,0.2870083672062594,0.28746387321290257,0.1924325943572732,0.33221303066014907
"('5_campaign', 2, 20)",0.27837417524375574,0.346168029615022,0.16160430304635987,0.3312541934394268,0.40013839839387355,0.34080615251773433,0.3338291153451822
"('5_campaign', 3, 5)",0.38980388424489776,0.3870261981556052,0.21113526126395085,0.32818722531886224,0.33458953977934874,0.2602598186700844,0.3183670473564536
"('5_campaign', 3, 10)",0.39064089205566355,0.40149230085002335,0.20843538489946503,0.29997714803319664,0.27374848151597847,0.2245205383086318,0.34617030697060525
"('5_campaign', 3, 20)",0.3900264893007752,0.483014703726816,0.21324528669372753,0.2976314844731176,0.28062292402182387,0.22535785540020714,0.4163689381425286
"('41_Waveform', 1, 5)",0.0737946142894565,0.21461618362703905,0.47117847319019807,0.3511387851282983,0.2282371115651795,0.3867472631781766,0.2122603206840815
"('41_Waveform', 1, 10)",0.07511670225454176,0.21428810054979455,0.5777656964518242,0.42454236912802024,0.4041837686672358,0.4282884469018321,0.5438903464426578
"('41_Waveform', 1, 20)",0.07515738234156577,0.22553205227148904,0.6137226791857152,0.5651830866514131,0.5297953556133814,0.5104295356294951,0.6395566491448598
"('41_Waveform', 2, 5)",0.10666048134948762,0.10005266562022452,0.21235429729933797,0.11514934903885767,0.1048272226232192,0.13155743018919983,0.05554485096859994
"('41_Waveform', 2, 10)",0.10812444823500778,0.12733135426822,0.3035610114294115,0.30786489186581173,0.2730524085763138,0.27717322040150794,0.15332758958135415
"('41_Waveform', 2, 20)",0.11020479740500327,0.1043134578801383,0.38230947046241087,0.36061331860295587,0.4435541434869608,0.38631924583669797,0.430810488455308
"('41_Waveform', 3, 5)",0.043076818506554745,0.11391071407416643,0.12566410613707538,0.4409905041392734,0.2306699279080761,0.31941065466492036,0.1956305450845603
"('41_Waveform', 3, 10)",0.043374593176314896,0.12470311947877577,0.16312638827650913,0.4161661627654598,0.3447566998057695,0.3430163047556815,0.2738333167227654
"('41_Waveform', 3, 20)",0.044108526387494976,0.2156860389598479,0.2828920753415532,0.3129899247729466,0.3103922530931315,0.37507103796498154,0.3863395431550524
"('31_satimage-2', 1, 5)",0.01,0.8814212586570311,0.6689915023248357,0.19731716873661245,0.8961881589618815,0.9000000000000001,0.8656405323071992
"('31_satimage-2', 1, 10)",0.01,0.9415204678362574,0.8913043478260871,0.8239500503182096,0.8993055555555556,0.8781879467186485,0.9011494252873564
"('31_satimage-2', 1, 20)",0.8899999999999999,0.9222222222222223,0.8943833943833945,0.8424140060295668,0.897018970189702,0.891754218401783,0.9152046783625731
"('31_satimage-2', 2, 5)",0.012222222222222223,0.9441345270890724,0.8556211465302375,0.7698412698412698,0.986013986013986,0.9508264462809919,0.8634089583315889
"('31_satimage-2', 2, 10)",0.012222222222222223,0.919055439509985,1.0,0.9595404595404595,0.9653679653679654,0.9633264462809917,0.9924242424242424
"('31_satimage-2', 2, 20)",0.012222222222222223,1.0,0.986013986013986,0.8710084033613446,1.0,1.0,1.0
