,GANomaly,REPEN,DeepSAD,DevNet,PReNet,FEAWAD,XGBOD
"('31_satimage-2', 3, 5)",0.12240740740740741,0.9888888888888889,0.7519095855420844,0.5665665255578939,0.8989316239316241,0.8902758514408999,0.7792236086353734
"('31_satimage-2', 3, 10)",0.22888888888888886,0.8036334036334036,0.9194444444444445,0.6587939012855587,0.9658119658119659,0.878733871716328,0.9626543209876544
"('31_satimage-2', 3, 20)",0.01,1.0,1.0,0.9888888888888889,1.0,0.9722222222222223,0.9888888888888888
"('26_optdigits', 1, 5)",0.03600028215890501,0.9705252356339312,0.14287368434399805,0.7712785143887292,0.950905961100595,0.9078423566878979,0.7537716557568667
"('26_optdigits', 1, 10)",0.03720936695579563,0.9999999999999999,0.475888103317071,0.9689280626780626,0.9678858138987447,0.9719440855584266,0.9012825619038323
"('26_optdigits', 1, 20)",0.03965079337960349,1.0,0.810180112836304,1.0,0.9750872929752239,0.9999999999999999,0.9706432463311753
"('26_optdigits', 2, 5)",0.07362010509574057,0.9791831401853313,0.21197658607467917,0.8583026212545002,0.8637962762787035,0.2819302376149851,0.5446486809675376
"('26_optdigits', 2, 10)",0.07310171395840721,0.9922829421909689,0.6097183004358526,0.7981386323488684,0.954843422037992,0.9713064713064714,0.9543662430759206
"('26_optdigits', 2, 20)",0.08617571637975355,0.9914451645220875,0.8660766395561749,0.9640194836606005,0.9856669562513755,0.9985754985754984,0.9602823078418717
"('26_optdigits', 3, 5)",0.04613961246033433,0.9865364520536934,0.32566586740853243,0.7477186953097228,0.954754924477275,0.9957734573119188,0.6377395605021541
"('26_optdigits', 3, 10)",0.04642222834982745,0.9696499574876077,0.6242136415617189,0.9699042818032587,0.9657088891117573,0.8906324360121828,0.879502767925934
"('26_optdigits', 3, 20)",0.049700952152975326,0.9793956043956045,0.8525581174445048,1.0,0.9628221585859582,0.9900311916691226,0.9200580127448367
"('22_magic.gamma', 1, 5)",0.4195840596263115,0.5744170382944919,0.6719028293338903,0.5048703547779367,0.5305045173203031,0.5108857523475302,0.6259852818272795
"('22_magic.gamma', 1, 10)",0.42076373411481943,0.6070129402030533,0.6523819738178848,0.5500187433008166,0.5197259772119459,0.5380416460421992,0.5900279702847286
"('22_magic.gamma', 1, 20)",0.42136551947367823,0.6759816856050305,0.6472974828859666,0.6623409839093524,0.647605433613258,0.5825709831707118,0.5986823742912654
"('22_magic.gamma', 2, 5)",0.4584272963997948,0.6100973063463435,0.6152540979554446,0.4905474956116742,0.48620509498132863,0.4407126793829569,0.5300005447118391
"('22_magic.gamma', 2, 10)",0.45822174458308557,0.5173368785188095,0.6197185129550133,0.5374034456877538,0.5746061900692756,0.5077563233948758,0.6073824695046091
"('22_magic.gamma', 2, 20)",0.456911364838109,0.547974727605159,0.6389798666522322,0.6673377423468352,0.6690966470756916,0.5595241965850846,0.6330177153043919
"('22_magic.gamma', 3, 5)",0.41643858067757455,0.5528893732296747,0.5587103072695314,0.40391942943785697,0.4150280380008462,0.36722261803752,0.41925693626177196
"('22_magic.gamma', 3, 10)",0.4142107539130477,0.6015180651136738,0.5729592765147796,0.40574160573293483,0.5267301059725615,0.48045234725519764,0.5245417377649388
"('22_magic.gamma', 3, 20)",0.4126182508993774,0.5413979565052401,0.5867285392236626,0.5322163275136585,0.5978169686429795,0.4961741822690352,0.5778232479632737
"('32_shuttle', 1, 5)",0.3551659943998653,0.9902000816659862,0.5338399826755691,0.9779740392251147,0.9756127915659596,0.9544813999910944,0.9884227526489062
"('32_shuttle', 1, 10)",0.35506919182440994,0.9863270051030157,0.6396956650900842,0.9927995391705069,0.9775598693183619,0.9549009056941568,0.9804930032830648
"('32_shuttle', 1, 20)",0.3537110249017269,0.9972043010752688,0.9842542788312222,0.9850488240434667,0.9842260304659498,0.984721933171465,0.9722298210255218
"('32_shuttle', 2, 5)",0.08470486111111111,0.7812364313466817,0.6214737471989797,0.9269902903756998,0.980918714584873,0.9532639633023944,0.8913828003151318
"('32_shuttle', 2, 10)",0.07111111111111111,0.8163824469791114,0.8019139443551664,0.9816635236033968,0.9846452580827582,0.9122398581895855,0.9666496692012281
"('32_shuttle', 2, 20)",0.687541865689774,0.8067362031571622,0.8965114267631986,0.9708056700244201,0.9995154747596153,0.9377186958058027,0.973638255955802
"('32_shuttle', 3, 5)",0.08803921568627451,0.9279923338623521,0.04877999086385656,0.6699252578508341,0.7793457270727318,0.7311003288908606,0.7517264331365239
"('32_shuttle', 3, 10)",0.09049019607843137,0.939176749898595,0.059788117945322704,0.7690200709722658,0.9700223738581177,0.781348692743771,0.844163982692608
"('32_shuttle', 3, 20)",0.09049019607843137,0.8894966077594877,0.08197615516859956,0.7392919823306183,0.7830253790244711,0.7387253128074928,0.937811421895291
"('35_SpamBase', 1, 5)",0.4067902601796611,0.6165741295413814,0.3322343680822343,0.612405956000915,0.7172125634960931,0.5909149111018528,0.5501283602111033
"('35_SpamBase', 1, 10)",0.41200085157409083,0.6235031870408033,0.33505615210477496,0.7440523662946926,0.7194520973475876,0.6771797182167896,0.6520828965930143
"('35_SpamBase', 1, 20)",0.4052522569406368,0.6226527162995051,0.3375898084388349,0.7315232712906214,0.811056572894746,0.8205822888320586,0.7742144177324556
"('35_SpamBase', 2, 5)",0.41385711078193455,0.60169602421202,0.38557072093687134,0.6853572636647002,0.6870428205123427,0.8098624781452258,0.7353424514477949
"('35_SpamBase', 2, 10)",0.4132745950956658,0.6087840887068068,0.38573072637072914,0.7358578376330139,0.7387428394749929,0.7380830578818237,0.7038943988167439
"('35_SpamBase', 2, 20)",0.40619763023518574,0.5901986517899309,0.3898364655447776,0.7670412913145127,0.8018550782683626,0.7890733472498571,0.7204980230113285
"('35_SpamBase', 3, 5)",0.40480810552612817,0.5809643343117344,0.3428134709735154,0.7269976984223485,0.5458243133319374,0.7009927430586853,0.5663534073153569
"('35_SpamBase', 3, 10)",0.3999882185149179,0.5952305813995179,0.34296136903322944,0.5996740231736325,0.7969880175531852,0.7809304425049467,0.6912630653274018
"('35_SpamBase', 3, 20)",0.40826322243397506,0.5902322668181037,0.34380594674865655,0.7673713216459523,0.7928725956439168,0.7574566578751205,0.7606282962111158
"('27_PageBlocks', 1, 5)",0.17621827271698212,0.16772456395180982,0.14556815135367296,0.6501352652665926,0.34721609074659643,0.3508417926937017,0.6751159828339943
"('27_PageBlocks', 1, 10)",0.1765703214206792,0.1733205399917756,0.15110145806368824,0.6687817453133128,0.5277615109985151,0.6130431421874308,0.7483956083850825
"('27_PageBlocks', 1, 20)",0.1761034050062956,0.17232699778680333,0.15200636090195208,0.40296878528552665,0.20960603333817357,0.5480969205015858,0.8113261814804115
"('27_PageBlocks', 2, 5)",0.19869294054775816,0.18584552339379212,0.10006792409293734,0.31701705264775504,0.19711294717119704,0.43971952385368507,0.595314412064366
"('27_PageBlocks', 2, 10)",0.19117480122812297,0.17709655233331795,0.10181310623965649,0.6169777058727556,0.5482643823972422,0.521880084228351,0.5030797790025295
"('27_PageBlocks', 2, 20)",0.19117480122812297,0.16968821867474265,0.11277369747685559,0.25212244342969087,0.47744917335060916,0.6233087329116963,0.6724003872128396
"('27_PageBlocks', 3, 5)",0.1960544531843276,0.18317938213453724,0.10206693054215671,0.6965055836538732,0.507637123878093,0.44334647336716027,0.6229559676689482
"('27_PageBlocks', 3, 10)",0.2344227122664705,0.1524663907309053,0.10306759537078994,0.4328608154026471,0.6386750549236558,0.5824038602547065,0.5971277914324836
"('27_PageBlocks', 3, 20)",0.242194617321848,0.15134527414537452,0.10563845057485181,0.7064711040411645,0.6941175440598374,0.4945324608731596,0.7185488281623768
"('25_musk', 1, 5)",0.9999999999999998,0.4511401711507488,0.34654076347441054,0.2718877456804033,0.9999999999999998,0.5044680615223152,1.0
"('25_musk', 1, 10)",0.8325553021234469,0.827174670359579,0.962635408655526,0.26367977714872615,0.9999999999999998,0.32951956732075965,0.9999999999999999
"('25_musk', 1, 20)",0.9999999999999998,0.9537238623445519,0.9999999999999998,0.9190237420822652,0.9999999999999998,0.6903780949664959,1.0
"('25_musk', 2, 5)",0.9999999999999999,0.5994114309503846,0.16775637831725543,0.03911637671273781,1.0,0.31471670853247496,0.9846774193548387
"('25_musk', 2, 10)",0.9999999999999999,0.8275775755994826,0.6243124421770981,0.24862428485024482,0.030364722668093456,0.5336749791178335,0.9999999999999999
"('25_musk', 2, 20)",0.9999999999999999,0.7314023822841239,1.0,0.9365511730669942,1.0,0.56502924860473,0.9999999999999999
"('25_musk', 3, 5)",0.572397849778111,0.7043528118966156,0.9608389878562539,0.27966179119763457,0.9468061124621844,0.33505475819841857,1.0
"('25_musk', 3, 10)",0.8802684801294368,0.4907187065168406,0.9999999999999998,0.06831021805703714,0.9999999999999998,0.17905764105573735,0.9999999999999999
"('25_musk', 3, 20)",0.3092919261915499,0.8414646445040268,0.9999999999999998,0.7837615463258281,0.9999999999999998,0.3820729369406588,1.0
"('33_skin', 1, 5)",0.15329390440450508,0.4689154145760866,0.5614344738090354,0.6121360481712866,0.7613285987600142,0.7049093491390107,0.6641546182718475
"('33_skin', 1, 10)",0.30750079577738954,0.45573718177481676,0.6060387668855072,0.613713710401016,0.6407653108959398,0.48440884680172674,0.632571568774726
"('33_skin', 1, 20)",0.11002624304781473,0.4991588059682692,0.7212458537601593,0.6569660968745209,0.7671705124537949,0.8424577328502821,0.8650162592634412
"('33_skin', 2, 5)",0.16152905367517506,0.4576829758203163,0.5900209780272192,0.791158502414985,0.7775242112036101,0.7180378366021044,0.521583611622811
"('33_skin', 2, 10)",0.16880885058741468,0.46694713621883643,0.6877540790515677,0.6954495335897047,0.8275700335873915,0.8203002433267899,0.7298678447517997
"('33_skin', 2, 20)",0.17145553682284953,0.43089539983530234,0.8370868484311007,0.7342814210875901,0.8271301354404577,0.7421716479449457,0.8688762620743102
"('33_skin', 3, 5)",0.17015216779143016,0.49682637293302456,0.6567671158898631,0.7670070356465218,0.7652041610879409,0.6611479149528307,0.7504214121553585
"('33_skin', 3, 10)",0.14490802724975144,0.4319260255942101,0.763619993897936,0.7851840167306986,0.8584894197476494,0.8117871412408613,0.8572939653121766
"('33_skin', 3, 20)",0.1754129963527138,0.46233632492540255,0.8216529247014659,0.8339457699013502,0.8626486511799021,0.8159449009596013,0.924953151716005
"('8_celeba', 1, 5)",0.03192518826183023,0.15703973403004162,0.04702154461454652,0.08366519506151639,0.08545704368550439,0.08578694675436907,0.08850741167638435
"('8_celeba', 1, 10)",0.03254978311872754,0.1676500814521289,0.05127520203608609,0.1762294633514856,0.17438788382769388,0.18706197067891717,0.09880175611812717
"('8_celeba', 1, 20)",0.03259145070059963,0.13007891165155905,0.05582521153975249,0.12260448999628017,0.1349052641231721,0.1852474997084732,0.11901831341759453
"('8_celeba', 2, 5)",0.03305725065375327,0.3247051405457629,0.10114191115326213,0.3729207939167012,0.2796477342302269,0.3093340739384491,0.12357140463971662
"('8_celeba', 2, 10)",0.033322878780906444,0.32729198623891453,0.10599500153340702,0.40439492208572275,0.38054587307742493,0.3701060184924486,0.14533158739701924
"('8_celeba', 2, 20)",0.033997424314178196,0.3176829152214685,0.15051965680257423,0.43021652094221985,0.36143178972720924,0.38289118587569243,0.20200322810808802
"('8_celeba', 3, 5)",0.03928573011970042,0.16131734599204503,0.03854522893895313,0.24679945429406225,0.15261574514539672,0.1237337684638534,0.06878458719966583
"('8_celeba', 3, 10)",0.03968644610523729,0.28460420913115164,0.06399178403180775,0.2534882706419387,0.2540814647665045,0.27745550981756756,0.11697507227728739
"('8_celeba', 3, 20)",0.04003712704997157,0.19493405433753788,0.09193043276939634,0.2326544917237137,0.23039299103943822,0.17491451801199795,0.14977758933041435
"('19_landsat', 1, 5)",0.21942496212291546,0.29639777693079594,0.46174734758729846,0.41883825903487737,0.4092982929238137,0.49299065497043804,0.38334150891387386
"('19_landsat', 1, 10)",0.22049164363923404,0.3081113177588527,0.4504101498536235,0.48334526723700433,0.4222962330647084,0.40301299652883116,0.36419177872530684
"('19_landsat', 1, 20)",0.2208390699479563,0.42181735596545356,0.5414460169683342,0.5094318601341384,0.5076061062772403,0.57377744741893,0.5045650872053264
"('19_landsat', 2, 5)",0.1831697945318273,0.37757897058495027,0.31053776195731236,0.2839225945041176,0.2530679445517064,0.2613607329876706,0.32139844857508726
"('19_landsat', 2, 10)",0.1834952080874488,0.4692731752312682,0.4573608903213262,0.5497722943287495,0.42665532942035644,0.5608803148491216,0.4364508712629443
"('19_landsat', 2, 20)",0.1835532741856564,0.4627886336837536,0.5531678368838174,0.5324377345644237,0.5167242213872018,0.639954098921292,0.5506832104111
"('19_landsat', 3, 5)",0.1764212901959894,0.43443787667617006,0.3550678690458913,0.4253543279474074,0.3201709228994953,0.4333011332489789,0.4108152426245494
"('19_landsat', 3, 10)",0.17607651402749364,0.43650494299583675,0.47025832329573075,0.461877952565969,0.4791146379149529,0.49732731379105277,0.4603370650156046
"('19_landsat', 3, 20)",0.1755577952489413,0.4441215435367771,0.5724105032262689,0.37768686522141337,0.5080055764439497,0.45327757755807163,0.5631591476772064
"('2_annthyroid', 1, 5)",0.28806790433721796,0.24187305448679117,0.2992446781745753,0.4443916634458456,0.4685371623260575,0.3207889131789227,0.5908366433464233
"('2_annthyroid', 1, 10)",0.2716017140220741,0.23211607639464935,0.2623096661627352,0.42460547497912593,0.45432930993231796,0.3969699078669354,0.7286553345094346
"('2_annthyroid', 1, 20)",0.2939252738980049,0.2317182099921179,0.2777560491511014,0.4417465474993055,0.4712320674919348,0.48164099691887774,0.7631145412163065
"('2_annthyroid', 2, 5)",0.23308378056979384,0.19870377866459954,0.296201706169911,0.12716500651498955,0.15190752101930546,0.13678839439742801,0.7857121424121821
"('2_annthyroid', 2, 10)",0.23094683942067673,0.10799125630970237,0.35477716223580086,0.22049949429016213,0.26219138359595845,0.5623921501489562,0.7535093757798497
"('2_annthyroid', 2, 20)",0.2311410852055066,0.20933123914710094,0.4548654512621541,0.23233366219043589,0.26745824641768917,0.47368051694094715,0.806372342370751
"('2_annthyroid', 3, 5)",0.1005002631728614,0.35024120413141124,0.36487355082174816,0.648299192147131,0.6017033751341389,0.6844877236842503,0.6339446054468062
"('2_annthyroid', 3, 10)",0.10167366145695439,0.2998013763352741,0.45502349732260894,0.5472605285391283,0.5542872420884357,0.4570599867452576,0.7177275431721113
"('2_annthyroid', 3, 20)",0.10207318520189444,0.41490980858237503,0.5376262853528533,0.2591731529029122,0.4389511420911078,0.5369256234144242,0.8726318951761636
"('30_satellite', 1, 5)",0.34165439371624934,0.5329309424852372,0.4159112488905795,0.4579021809678112,0.47100406791462474,0.4071952320649216,0.6064764694487055
"('30_satellite', 1, 10)",0.33575146538287587,0.609646742638133,0.4673051017803065,0.4406580912534191,0.7082417918143431,0.43852243862221874,0.6279718941297632
"('30_satellite', 1, 20)",0.3351496923560837,0.6469548231384616,0.5172154399175015,0.6494933681493877,0.825812170906865,0.7235672311301549,0.793931514347767
"('30_satellite', 2, 5)",0.3393949771689498,0.5506059113122483,0.4443419823372339,0.4583672188704068,0.2936348724086873,0.3300359210352544,0.5487718709829136
"('30_satellite', 2, 10)",0.3393949771689498,0.46706176922036213,0.44961930065658384,0.4556718251004987,0.5150645487629687,0.49515114659889525,0.6677315695854863
"('30_satellite', 2, 20)",0.3377663622526636,0.6423843328771335,0.4883865963779471,0.5376833377560195,0.7725732303055621,0.6626089776146199,0.7409019246504083
"('30_satellite', 3, 5)",0.3239404352806414,0.5078985680960516,0.3857869327646638,0.43792047139652684,0.426989916976015,0.3606162041424069,0.5340891539649649
"('30_satellite', 3, 10)",0.3233333333333333,0.5408328555051589,0.3924043726129276,0.3966500763843891,0.5412271430421643,0.3115263751241659,0.5190041558589964
"('30_satellite', 3, 20)",0.3233333333333333,0.5277029986136867,0.4048047007293251,0.43744232954601303,0.4373314184372767,0.4519222077678844,0.6021163786778629
