Unnamed: 0,40_vowels,47_yeast,20_letter,6_cardio,12_fault,17_InternetAds,7_Cardiotocography,23_mammography,38_thyroid,44_Wilt,3_backdoor,11_donors,28_pendigits,9_census,24_mnist,36_speech,1_ALOI,5_campaign,41_Waveform,31_satimage-2,26_optdigits,22_magic.gamma,32_shuttle,35_SpamBase,27_PageBlocks,25_musk,33_skin,8_celeba,19_landsat,2_annthyroid,30_satellite
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 16, 'lr': 0.01, 'weight_decay': 0.0001}",0.998587175764353,0.9684070811831048,1.0,0.9954437429604414,0.9985493597520784,0.9523389980943432,0.9964386397022382,,0.9971063701923076,0.9860073039940828,0.9917152829142012,0.9814250878328404,0.9966845414201184,0.999876340606509,1.0,1.0,0.6368823964497042,1.0,1.0,0.9919764700443788,0.9954930196005916,0.9269725406804734,0.9479567307692308,0.9635126201923078,0.9909481323964496,0.993709088387574,0.938887643306213,0.8990933570636094,0.992437361316568,0.9942763036242604,0.8256298539201183
"{'augmentation': None, 'preprocess': 'normalize', 'network_architecture': 'FTT', 'hidden_size_list': [100, 50, 20], 'act_fun': 'ReLU', 'dropout': 0.2, 'network_initialization': 'xavier_normal', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 100, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.9939189189189188,0.8727161100196463,0.8716363636363637,0.944528152260111,0.7977952167414051,,0.7915010281014394,0.9571394230769232,0.9902884615384616,0.7476322115384615,0.8866586538461538,0.9457572115384616,0.9794951923076924,,0.9375721153846156,,0.4252283653846154,0.9461177884615384,0.9308413461538462,0.9960817307692308,0.9888822115384616,0.9186177884615384,0.972764423076923,0.6183413461538461,0.9029927884615384,0.9893149038461538,0.8952524038461538,0.928497596153846,0.9108894230769228,0.8820913461538462,0.6329206730769231
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.2, 'network_initialization': 'xavier_normal', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 100, 'batch_size': 16, 'lr': 0.01, 'weight_decay': 0.01}",0.9974559143728312,0.718251724364195,0.9986280991735538,0.9902202411011488,0.9993509264658896,1.0,0.9895977837919352,0.9766041050295856,0.9927285965236686,0.9750013868343196,0.9961550018491124,0.985704396264793,0.9941960983727812,0.9995506656804732,0.9999378235946744,1.0,0.8989827570266273,0.9999923724112426,0.9971294840976332,0.999964635724852,0.9951752034023668,0.968748150887574,0.973474713387574,0.9818361686390532,0.9382806721523668,0.9909675480769232,,0.9999956083579882,0.975219813239645,0.9742291512573964,0.9665802977071006
"{'augmentation': 'Mixup', 'preprocess': 'normalize', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 20, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.0001}",0.9990270550831112,0.9175523291943448,0.9998429752066116,0.9871789631103544,0.9986001908119788,0.9998662124415904,0.9546489116969616,0.9865495562130178,0.9921047522189348,0.985741262943787,0.999099366678994,0.9886695636094674,0.996329396264793,0.9999785040680472,0.9999979197485208,1.0,0.8161715282914201,0.9999988443047336,1.0,1.0,0.9984187777366864,0.985749583949704,0.9854872411242604,0.9376259707840237,0.9766491771449703,0.9964813701923078,0.9297492141272188,0.999752912352071,0.9948677884615386,0.980374214127219,0.999519461908284
"{'augmentation': 'SMOTE', 'preprocess': 'normalize', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'Adam', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.993576659742826,0.6805752834055758,0.5627280991735537,0.9487278012176432,0.7548834125404136,0.9827316156316078,0.7445873759384333,0.9644598280325444,0.991889561760355,0.7096195451183432,0.9933845691568048,0.967808455066568,0.9872437823594672,0.983733589127219,0.9770686945266271,0.9974514607988164,0.7283288646449704,0.9288636048446746,0.6132997411242604,0.9997413553994084,0.9932579049556212,0.6405612056213017,0.9611138590976332,0.8126151072485207,0.9466676682692308,0.993771727071006,0.8711432137573965,0.9439820636094672,0.8324886741863905,0.8425386002218935,0.6472340745192308
"{'augmentation': 'Mixup', 'preprocess': 'normalize', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'kaiming_normal', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 16, 'lr': 0.01, 'weight_decay': 0.0001}",0.9966833700567436,0.8946048726074084,0.4571086776859504,0.9768407561437148,0.9803808866277446,0.9907020366164584,0.7620939915374826,0.981156041974852,0.9858427329881656,0.6366881240754437,0.9918248428254436,0.9688571329511833,0.9949736501479288,0.9857022004437872,0.987898021449704,0.9999967640532544,0.4152114922337278,0.9748985299556212,0.9799332008136096,0.9617337740384616,0.9888444203032544,0.9448727579511834,0.9668813563239648,0.4157199981508875,0.9126174186390532,0.8753134245562129,0.918809518306213,0.9206432599852072,0.9418014977810653,0.6988958487426036,0.61732387204142
"{'augmentation': 'GAN', 'preprocess': 'normalize', 'network_architecture': 'MLP', 'hidden_size_list': [100, 50, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'kaiming_normal', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 100, 'batch_size': 64, 'lr': 0.01, 'weight_decay': 0.0001}",0.8116509640666082,0.6985585387323943,0.8441144842418727,0.9524977593282702,0.7893019726858876,0.995630317092034,0.8008797250859108,0.826432354357246,0.683095890410959,0.6460550717626189,0.9597922848664688,0.8444844124700239,0.9030139662783124,0.9823529411764704,0.9562305175567406,1.0,0.7294506185783183,0.9331637596899224,0.8416344294003868,0.8266651765757712,0.991752074182528,0.718122673346554,0.8910753122273302,0.7494726023692324,0.9173324712510968,0.9962362952053674,0.731818865276664,0.9388341346153846,0.6674983227104998,0.6971336805261045,0.7951517967781907
"{'augmentation': 'GAN', 'preprocess': 'normalize', 'network_architecture': 'MLP', 'hidden_size_list': [100, 50, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.1, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 20, 'batch_size': 64, 'lr': 0.001, 'weight_decay': 0.0001}",0.8243591148115688,0.7305787852112675,0.8560674993796012,0.9599037690457096,0.8229135053110774,0.9951662799690644,0.8185292096219932,0.8560211277577955,0.6872876712328767,0.6164933075310434,0.9545004945598418,0.8547777162885076,0.9065417179245964,0.983318250377074,0.9632635185614552,1.0,0.7283759698049906,0.9359253875968992,0.8256673114119923,0.8589469314771059,0.9916056612981944,0.7528383722413573,0.8914790263976975,0.8120571212203169,0.913645530257547,0.9971363115693012,0.7345253608660784,0.9387139423076922,0.7057614894330762,0.729200947711864,0.7942998760842628
"{'augmentation': 'Mixup', 'preprocess': 'normalize', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.1, 'network_initialization': 'xavier_normal', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 16, 'lr': 0.01, 'weight_decay': 0.01}",0.993981969957946,0.700091380687893,0.8496595041322315,0.9609539148278652,0.8613038222722713,0.993700563865612,0.7865443436569406,0.9579435558431952,0.9847425110946746,0.7471400009245562,0.97920881102071,0.9326316336908286,0.9927237426035505,0.9563503143491124,0.9676229659763314,0.9998922892011834,0.7836822762573965,0.9355249167899408,0.917039339866864,0.999239552514793,0.9921063701923076,0.777993250739645,0.9610290310650887,0.774463988535503,0.925025425295858,0.9860308801775148,0.9082316706730768,0.9421301775147928,0.756338988535503,0.8334756379437869,0.6659821098372781
"{'augmentation': None, 'preprocess': 'normalize', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.1, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 16, 'lr': 0.001, 'weight_decay': 0.01}",0.9867617617617618,0.8841110019646365,0.9844090909090908,0.9544805709754164,0.9889013452914798,0.9968657817109144,0.8883653187114462,0.9039663461538462,0.9882211538461536,0.9676923076923076,0.9953846153846152,0.5,0.974375,0.9843629807692308,0.9858774038461536,1.0,0.8257451923076924,0.974747596153846,0.9782932692307692,0.9989903846153846,0.9923076923076924,0.916826923076923,0.9729447115384616,0.8108413461538462,0.940048076923077,0.9892427884615383,0.90859375,0.986670673076923,0.901971153846154,0.9185096153846154,0.9626201923076924
