,40_vowels,47_yeast,20_letter,6_cardio,12_fault,17_InternetAds,7_Cardiotocography,9_census,28_pendigits,11_donors,36_speech,44_Wilt,38_thyroid,23_mammography,2_annthyroid,24_mnist,1_ALOI,3_backdoor,41_Waveform,31_satimage-2,26_optdigits,22_magic.gamma,32_shuttle,35_SpamBase,27_PageBlocks,10_cover,25_musk,33_skin,8_celeba,19_landsat,5_campaign,30_satellite
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.3823364263429644,0.049946241133071556,0.16145741352520065,0.17566200781497884,0.04648887929292395,0.4370595007968275,0.08681649091767447,0.6074462002347131,0.39131991999523785,0.15998310091227808,0.012760795470661923,0.02144768118141699,0.5792251874837261,0.18668952683813367,0.18386979851196483,0.47925511550544364,0.027086718769747414,0.40315028808549913,0.12029879904953807,0.6591468523822643,0.39914816026564565,0.030374674049177913,0.1951143049513348,0.1401892196118104,0.174161825508293,0.7591717715735753,0.4239193388135512,0.046562875802116585,0.2917809916780911,0.039792031310661155,0.13193855757426637,0.040114647609515684
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.9823654132789198,0.6016136300603601,0.8313030755961222,0.9384495092412899,0.6974219369830419,0.9949509743725066,0.8824623797654235,0.9927942466104368,0.9849342569821616,0.943194618023363,0.9999730982819207,0.9100662138960287,0.9866151928180523,0.9272927910406781,0.8450798631712162,0.9650223054823791,0.7070806411336602,0.9961138259530724,0.8970943889040781,0.9951635262771757,0.989506346321515,0.68690366368402,0.9415653082639088,0.8667200637907067,0.9319473926119433,0.9982331487097716,0.9880329669347157,0.7855014585049822,0.9635755763327041,0.8467202869604894,0.9743896534599348,0.8056939747660916
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.5,0.5,0.5,0.5,0.5,,0.5,,0.5,0.9485865559827572,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.6061285068158367,0.04622379613566251,0.29325180288453,0.21013368176834446,0.3086319240938778,0.9139701500209307,0.14803067305529843,0.7841407404801368,0.43467196196090946,0.2680168290306098,0.9867685144233134,0.12178300252852806,0.4916562269428333,0.18579542253663073,0.07295921683775258,0.6418741538137235,0.19914396236767304,0.7147260580584618,0.2645625841864649,0.693911731200199,0.4887177890606599,0.06658800429447577,0.19016361832516088,0.1808835037460809,0.17176499625125577,0.8605261999651386,0.4488067838642984,0.05962051378036397,0.5677300628048224,0.09657109505546128,1.0000000000000002,0.14897191523772926
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9311587680388329,0.6315813702865005,0.6978341964453669,0.9160468252833308,0.7155666937486234,0.9844228426049438,0.8109220121720446,0.950604477448054,0.9786731264969606,0.9280030787240728,0.9980894393760662,0.6357686793531063,0.9845768940323434,0.9092178072871001,0.7514040471971637,0.9069860767450676,0.6153941404748513,0.9586219432100394,0.8614101394694863,0.9793940364317157,0.9804753889436988,0.6791299094907368,0.9391883249928993,0.7795580702116646,0.9250581090141341,0.9876572024245283,0.9820338489923074,0.7556019113934322,0.8674678597095282,0.664518205144498,0.85696536934284,0.6645673081941725
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9819782257574688,0.6635309651704919,0.9829380524251161,0.9744015057139008,0.9542990541938441,0.9953695569600187,0.9661763097909569,0.9950054078259924,0.9803729907546188,0.9729589104064428,1.0,0.9617233337813504,0.9883320161631206,0.9372791855496945,0.9327850713491592,0.9659497517633643,0.9293087310833323,0.996712728705817,0.9721464586371593,0.9947353563729487,0.9889665404447092,0.9073302924440633,0.9737652283084206,0.9941824939300273,0.9454392288216116,0.9982756841402138,0.9862681323255006,0.8404465998981314,0.9760469266967517,0.9054664247509778,0.9999256164516193,0.9570514306571523
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'RMSprop', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.10706122020971721,0.01695841206406342,0.039258794126370865,0.2532164194819774,0.020481211503867433,0.12893518475247012,0.034751789673940936,0.08279958067095819,0.14028014516342907,0.1574870979506432,0.5813321590662467,0.06989780831897337,0.04308868944841506,0.056321025932659356,0.02520853031601547,0.041739620859297916,0.046472798881090197,0.4839600668834898,0.19814775936139034,0.23538694605744026,0.36295902243325345,0.0612491202415107,0.09519574823026732,0.04822017788510677,0.10075443227446323,0.12063451043013884,0.0065432313509558885,0.036588500708582446,0.2761726644339296,0.011400087743199706,0.09976556876282255,0.045333126676890934
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'inverse', 'optimizer_name': 'SGD', 'batch_resample': False, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.09568962131658343,0.027814337388206913,0.07488522712829829,0.00910566822632042,0.016160221659845722,,0.08269210618130521,,0.10726434666872936,0.0457449589091708,0.014590312651206947,0.0417778399296604,0.050596587607112414,0.08364309430267224,0.03499566536130787,0.031028513770656223,0.011280464011576822,0.010324510753167943,0.1436644191871023,0.20253850922742034,0.00973779097100787,0.04461538461538461,0.15263728578302027,0.015790656344273925,0.02226581732226901,0.0995718988865408,0.0017647058823529412,0.02637693319529017,0.02535102749277278,0.029320846440196016,0.04793276943591712,0.05026187763748412
"{'augmentation': 'GAN', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.23712386714931952,0.04544793172490717,0.054279761480212914,0.26073576944145854,0.014958863126402393,0.524825303330369,0.08676818992510138,0.5434107049767524,0.37452898418635533,0.20149472621154907,1.0,0.02820421278114959,0.021801286633309505,0.026284348864994027,0.01875225387666787,0.1801252185498462,0.009876543209876543,0.4226953349346597,0.22653664125004636,0.41876326795537405,0.3668209146873717,0.04461538461538461,0.1433243603074488,0.010178117048346057,0.012489233419465978,0.03613628811696444,0.6428571428571428,0.022992571630703926,0.2602925090448396,0.07021291732795681,0.27854420426318105,0.15114832671868397
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.5607457814360813,0.32321791980194003,0.794588487707683,0.47007417992401196,0.5483838389381098,0.99,0.5366482193930814,0.8147894621288584,0.4503537889821028,0.25425567184471787,0.9951190476190479,0.29735580299154973,0.6533506807806497,0.3247223783780261,0.3457843282129132,0.7016683129888572,0.3020089248838636,0.8217961343083295,0.8783107663110723,0.7508820261882417,0.5771378678681495,0.1690363879011547,0.16037186290766978,0.7709926478750009,0.3267068162730593,0.8349345246985409,0.4526337121311803,0.06900199124097257,0.7360137731574479,0.19195300300951862,0.9156113843885585,0.3541925170735546
