,GANomaly,REPEN,DeepSAD,DevNet,PReNet,FEAWAD,XGBOD
"('24_mnist', 1, 5)",0.8672234287174247,0.8934913132345427,0.6551801226366889,0.5717775932549821,0.4857562595809912,0.29750574859478796,0.9118229432805314
"('24_mnist', 1, 10)",0.886513157894737,0.9208769800715381,0.7036599386816556,0.640441364333163,0.6471959632089934,0.5552184466019418,0.9203340572304548
"('24_mnist', 1, 20)",0.8913196218702095,0.93566364333163,0.8495145631067961,0.5878896269800714,0.6746135666836995,0.7850983648441493,0.9647259836484415
"('24_mnist', 2, 5)",0.8653486471134263,0.9066210393604788,0.6649025339780268,0.3863866221477161,0.4684603555050638,0.8430984081242466,0.8711120963161031
"('24_mnist', 2, 10)",0.8523323958492082,0.8844400725972928,0.7184984552293604,0.5966693913742224,0.610329874340182,0.44819130217930425,0.9418528935008798
"('24_mnist', 2, 20)",0.8897740339988085,0.8992089111791518,0.8218872525249727,0.5143185691128999,0.6265949930035052,0.7598193380346084,0.9619556934842545
"('24_mnist', 3, 5)",0.8542299449575231,0.9022957492406605,0.6823879492437442,0.615712545676005,0.463543995436254,0.5466781788186681,0.960776453537674
"('24_mnist', 3, 10)",0.85130822245178,0.9100818699024037,0.7494179682079588,0.6258807567184199,0.6592300220478268,0.4203425893091167,0.9702893969996453
"('24_mnist', 3, 20)",0.8467907306618974,0.9131346459242357,0.8411785565611557,0.6287176798902233,0.7175257096162445,0.6602013598729551,0.9709986277925963
"('36_speech', 1, 5)",0.5199377828054299,0.7267392533936652,0.6167279411764706,0.5499151583710407,0.6486142533936652,0.6973981900452488,0.5093325791855203
"('36_speech', 1, 10)",0.5191600678733032,0.716487556561086,0.6330599547511313,0.5333003393665159,0.6379383484162896,0.6956306561085972,0.53358314479638
"('36_speech', 1, 20)",0.5238263574660633,0.8508201357466063,0.6588659502262444,0.6822680995475112,0.7512726244343891,0.7779977375565611,0.677531108597285
"('36_speech', 2, 5)",0.46177024482109225,0.7415442561205273,0.472241054613936,0.6190960451977401,0.584331450094162,0.6261393596986817,0.7110357815442562
"('36_speech', 2, 10)",0.4629001883239171,0.6970244821092278,0.511789077212806,0.6437664783427496,0.6205649717514125,0.6604143126177024,0.6103201506591338
"('36_speech', 2, 20)",0.4661393596986817,0.6281732580037666,0.5261770244821092,0.6066290018832391,0.607532956685499,0.712015065913371,0.583653483992467
"('36_speech', 3, 5)",0.4673446327683616,0.4449717514124294,0.5908097928436911,0.5116760828625235,0.5095291902071564,0.5252730696798493,0.408135593220339
"('36_speech', 3, 10)",0.46523540489642184,0.5898305084745763,0.5838794726930321,0.43563088512241055,0.3786817325800377,0.6122033898305084,0.5825988700564972
"('36_speech', 3, 20)",0.4663653483992467,0.728060263653484,0.6151412429378531,0.45958568738229755,0.5196986817325799,0.5264030131826742,0.6909981167608287
"('1_ALOI', 1, 5)",0.5429118773946361,0.5462452107279693,0.536896551724138,0.563448275862069,0.5567816091954024,0.5423371647509578,0.42984674329501915
"('1_ALOI', 1, 10)",0.5436015325670498,0.5393103448275862,0.5278160919540229,0.524904214559387,0.5227586206896552,0.49865900383141765,0.5913409961685824
"('1_ALOI', 1, 20)",0.5413793103448276,0.5133716475095785,0.514750957854406,0.4773180076628352,0.5035249042145594,0.4868965517241379,0.6113026819923372
"('1_ALOI', 2, 5)",0.4293913870398044,0.44922564868903686,0.560453742698003,0.5173549789430784,0.4974867545170493,0.5484648824887923,0.5201229452520038
"('1_ALOI', 2, 10)",0.4312933025404157,0.4612484716750441,0.6020241814970793,0.5452384186931123,0.5337590001358511,0.4742222524113571,0.5565819861431871
"('1_ALOI', 2, 20)",0.4292555359326179,0.47198070914277956,0.6269528596658063,0.5168455372911289,0.5302947969025947,0.45880315174568675,0.6435266947425621
"('1_ALOI', 3, 5)",0.42567005819707826,0.4086860129062908,0.4811354368739855,0.41648521319133774,0.406706520448157,0.47096084563917817,0.6474523932063818
"('1_ALOI', 3, 10)",0.417672908666218,0.41581218575557227,0.5265845837127361,0.4246407221188487,0.4057959539174156,0.4841442654103488,0.6943663644641513
"('1_ALOI', 3, 20)",0.4202462488617918,0.40726077833643454,0.4917455164495823,0.4045686685933727,0.42764955065521204,0.473771724929728,0.6472148541114059
"('5_campaign', 1, 5)",0.7321899899627009,0.6711111661854545,0.6118539263187895,0.6486697480761844,0.6638496139976952,0.6311602374254947,0.7637331317612361
"('5_campaign', 1, 10)",0.733565471691099,0.695200684023346,0.6106891039542002,0.6794136234649748,0.6978772971164451,0.6350016728831831,0.8709711396671582
"('5_campaign', 1, 20)",0.7341974497825252,0.7371218974212814,0.6475297091661607,0.7155974671309434,0.7195628198614603,0.6792153558284489,0.8721917248045206
"('5_campaign', 2, 5)",0.7057226399331662,0.6336306452405523,0.6215907415597819,0.6086417022949531,0.6502407980736155,0.46487542385375197,0.7300727308467247
"('5_campaign', 2, 10)",0.7053049289891395,0.6948252985404688,0.6424394319131161,0.7395326551673302,0.7893016855865154,0.6547741903779055,0.8026438645633692
"('5_campaign', 2, 20)",0.7071109145412552,0.7274558946385572,0.6332866479925304,0.7899282520025553,0.8288736547250479,0.6901567644601702,0.8233328419086932
"('5_campaign', 3, 5)",0.7728125,0.7512624999999999,0.6077,0.67235,0.7110875,0.5609375,0.7535437500000001
"('5_campaign', 3, 10)",0.7732499999999999,0.7935749999999999,0.6254875,0.6878000000000001,0.6637749999999999,0.5917375,0.80408125
"('5_campaign', 3, 20)",0.7739125,0.8082249999999999,0.622125,0.7322,0.7062999999999999,0.584925,0.859375
"('41_Waveform', 1, 5)",0.7137584319714904,0.8697127826566543,0.6963217513045692,0.8082389376776546,0.8131178142632896,0.7919901573968012,0.8936829154469474
"('41_Waveform', 1, 10)",0.7224979848118451,0.9023800432735141,0.7558864706631029,0.8255059182894234,0.8515124517415467,0.818802766110899,0.9393322302829747
"('41_Waveform', 1, 20)",0.7167706079504476,0.8795129608417123,0.79292350770014,0.8577065037546137,0.8732764838148572,0.8643248059055619,0.9146832972720716
"('41_Waveform', 2, 5)",0.7196767213949344,0.7532136947944509,0.8128208391667728,0.6895761741122566,0.6757880446311145,0.7435832166645454,0.654320987654321
"('41_Waveform', 2, 10)",0.7264435110941411,0.8369606720122185,0.8470154002800051,0.8473123753765219,0.8140935895804164,0.8130753892495014,0.8039540112850536
"('41_Waveform', 2, 20)",0.7350982139069193,0.7917780323278605,0.8559246531755124,0.9057316193627764,0.8765856348903313,0.8950405158881676,0.8978829918119724
"('41_Waveform', 3, 5)",0.6344833656046471,0.8451857067417708,0.6049551135363492,0.891480373173737,0.8407410667136068,0.8184738602358739,0.8513465939095229
"('41_Waveform', 3, 10)",0.6386639676113358,0.8524907586692484,0.6484333744059145,0.8970691779616266,0.8044358387607815,0.9152878014434079,0.8889280056328112
"('41_Waveform', 3, 20)",0.6470471747931702,0.8947808484421758,0.7862172152790001,0.9249251892272488,0.891040309804612,0.8732617496919557,0.9232969547614855
"('31_satimage-2', 1, 5)",0.494949494949495,0.9754333458037162,0.9492455418381345,0.7408654445691483,0.9840379099638359,0.9898989898989898,0.9978176830028682
"('31_satimage-2', 1, 10)",0.494949494949495,0.9987529617159248,0.9494949494949494,0.9501184686369871,0.9891507669285446,0.9251777029554807,0.9979423868312757
"('31_satimage-2', 1, 20)",0.9433844619029803,0.9973812196034418,0.978426237685497,0.8913829654570394,0.9857837635615414,0.957600698341439,0.9968200523756079
"('31_satimage-2', 2, 5)",0.49775028121484816,0.9991819204417629,0.998057061049187,0.9865016872890888,0.9997954801104407,0.9989774005522037,0.9957050823192556
"('31_satimage-2', 2, 10)",0.49775028121484816,0.9991819204417629,1.0,0.9993864403313222,0.9994887002761018,0.9993864403313222,0.9998977400552203
"('31_satimage-2', 2, 20)",0.4904386951631046,1.0,0.9997954801104407,0.9969322016566111,1.0,1.0,1.0
"('31_satimage-2', 3, 5)",0.6634867190422746,0.9998752961715924,0.9519890260631002,0.809951365506921,0.9985035540591096,0.9112108741738371,0.9958847736625515
"('31_satimage-2', 3, 10)",0.6619279211871804,0.9975059234318494,0.9988776655443322,0.8817807706696595,0.99950118468637,0.998129442573887,0.9996258885147774
"('31_satimage-2', 3, 20)",0.5,1.0,1.0,0.9998752961715924,1.0,0.9996258885147774,0.9998752961715924
