,LR,NB,SVM,MLP,RF,LGB,XGB,CatB,ResNet,FTTransformer
"('24_mnist', 3, 10)",0.4973995910809057,0.1057192741784623,0.5948005153889409,0.5726327391124718,0.6212169522465437,0.6841090244732032,0.7502359608937916,0.7567170118541982,0.4699658524107157,0.7184475834460551
"('24_mnist', 3, 20)",0.5016623458086862,0.111051262817587,0.6531208030172515,0.5757385057699811,0.7255354937992908,0.7438045869758061,0.7603884361996446,0.8186331607775237,0.565778744991108,0.8095969478097101
"('36_speech', 1, 5)",0.11629078970994461,0.14682776846386722,0.011891603429498271,0.10477817889150726,0.0799212271973466,0.09367737998933232,0.08098601982786376,0.08354911507061125,0.12013202486850692,0.14421745062450284
"('36_speech', 1, 10)",0.10160527727002307,0.10356346072467276,0.1696396110708367,0.1114291362401219,0.092711143224149,0.091481396662077,0.08243613191705157,0.09203922100899138,0.10421443418204374,0.10556854466198624
"('36_speech', 1, 20)",0.16060965451967885,0.11177647468685253,0.25309827814667646,0.17005824745848533,0.05234605798411306,0.06922214471528357,0.09582503275752051,0.11714470638139701,0.17018806837740652,0.12118749285802015
"('36_speech', 2, 5)",0.17119567212532813,0.1879849479075063,0.1660065180607375,0.04905201198541307,0.07148754902512713,0.10791881455470563,0.11255415992774423,0.12348729629978669,0.1857643192070919,0.1564748744440431
"('36_speech', 2, 10)",0.21874391273261398,0.2529696941463283,0.2542354260571996,0.11315604019335893,0.0316621867858617,0.11828785251551666,0.13206192267822753,0.13945359473191882,0.22881889725368215,0.22194330270090587
"('36_speech', 2, 20)",0.14731112542890304,0.26175537523234765,0.2602939769845596,0.07737842079313229,0.03338915699317421,0.16737575341148409,0.1626476013870686,0.06375988853457164,0.20996149912126272,0.19956861502606177
"('36_speech', 3, 5)",0.04101856648410768,0.01598833453534905,0.04551743364693846,0.01780602439203368,0.0210712567855425,0.01689356731913684,0.014617561791851212,0.027123869546687385,0.049304561979016864,0.06621674066065475
"('36_speech', 3, 10)",0.02184290529751343,0.018935563440842615,0.025677397103164256,0.020689956174736977,0.019357035723331466,0.0320976289832883,0.036168783665385854,0.03570485260381346,0.02491430694133351,0.02141750781790008
"('36_speech', 3, 20)",0.031795797654685605,0.033010144893617165,0.04909198575848812,0.02401343380480946,0.020265669999559758,0.020785824123597654,0.05479266046744713,0.02711965449889337,0.03206153695678797,0.02477365997151259
"('1_ALOI', 1, 5)",0.04545414510027722,0.03380541559820461,0.05804175734792305,0.04930643636499241,0.07325609031491384,0.06698914872108847,0.06380726200912559,0.05398201016070922,0.03603377526792704,0.037618966090932404
"('1_ALOI', 1, 10)",0.03789513641937601,0.0341204959331205,0.0590221980703511,0.04435117428153295,0.09751892836342457,0.11630292408234169,0.10281256618189832,0.11584426283034528,0.12082728323549827,0.03730780785967786
"('1_ALOI', 1, 20)",0.031535928043165344,0.03037540840290723,0.026067033406785116,0.031131703896127426,0.08098860103067676,0.07294064105296923,0.059971446836152714,0.08696937857783042,0.043790490305488566,0.031190922634010215
"('1_ALOI', 2, 5)",0.0521599803327685,0.03491140785688274,0.04096235712748259,0.030487270516969825,0.055592330708924664,0.06191718249361033,0.06748926580609944,0.0641074480237307,0.04397254535759017,0.0317107247467489
"('1_ALOI', 2, 10)",0.05420118467187226,0.03315317406699156,0.04656249481654584,0.03180866192477657,0.0658635204243044,0.05887879701291807,0.06149328430315579,0.07932309422895546,0.0400235423816768,0.04575473229638628
"('1_ALOI', 2, 20)",0.051784046559839876,0.0403966769493936,0.04065637454971764,0.03211069269474744,0.08455150295595043,0.08546940638167123,0.09339989066534478,0.07899501921444921,0.04461297447119008,0.0334496794715789
"('1_ALOI', 3, 5)",0.03097772745183556,0.03905280657841785,0.05678602690040483,0.032677254244587846,0.03575122108157117,0.03754409022268392,0.03403214676969527,0.044859502616498056,0.07877465164113479,0.032030343720880684
"('1_ALOI', 3, 10)",0.029397103072454984,0.05298998900874713,0.05564609002077082,0.03723084113828849,0.038541684863276256,0.04704495356016372,0.04344036452328055,0.0598018842984238,0.049410622092958975,0.028967356761818216
"('1_ALOI', 3, 20)",0.02698047433545845,0.040842714274859734,0.04557569540725155,0.03252509403152268,0.0340578857205705,0.047137086120808414,0.036191266825390846,0.04412957909326295,0.04097175376493544,0.026490672894280774
"('5_campaign', 1, 5)",0.23089895707758823,0.11161873330190161,0.09171877411756513,0.1497731461988061,0.16313332824963508,0.24522350479188498,0.2645130045128273,0.3988609539786973,0.19535330542016893,0.16469025214396643
"('5_campaign', 1, 10)",0.26782440079733255,0.1156774111915984,0.20892226954737064,0.19960838328042235,0.277420811046622,0.34526593898614627,0.35164512285578764,0.49406671966070725,0.27631614969138796,0.1449294770361731
"('5_campaign', 1, 20)",0.27227224437316155,0.12069378900506872,0.21530687238230706,0.21924167105311487,0.2868494802474089,0.38034007881477827,0.3713935366209139,0.43558709432253706,0.1608363308169234,0.3164251823073549
"('5_campaign', 2, 5)",0.13678199377248695,0.11520499108734401,0.14086471943204087,0.12850247023481287,0.1630728426636355,0.24464381322219975,0.2593152346686562,0.3172685168102506,0.13603846834978975,0.1607128479807975
"('5_campaign', 2, 10)",0.2344753364396046,0.10970885323826499,0.21707868976461944,0.1763317228099474,0.2628748527587537,0.3562207053672371,0.3618800920162114,0.35040150128483455,0.15938344590067005,0.19465793983115087
"('5_campaign', 2, 20)",0.3149224532092449,0.11761779338601112,0.2692238195772516,0.2674112229889667,0.29137052949215475,0.36508107616462526,0.4176358221937937,0.3861630908529777,0.181797477238953,0.3334058148445527
"('5_campaign', 3, 5)",0.32371029622007047,0.11420634920634919,0.2015133512909174,0.23528027107958982,0.24031605781605778,0.2567769234471415,0.3728861133986942,0.46560996441147,0.1446863093168042,0.1849337515560674
"('5_campaign', 3, 10)",0.2808839766069224,0.1175042735042735,0.19936283140227484,0.20246838547467122,0.2968582042867494,0.3112796335036858,0.2960502502439737,0.40949764747043754,0.16850282340950418,0.21309078633009643
"('5_campaign', 3, 20)",0.2981905590470768,0.12153523672650209,0.21922356631345286,0.19533504573838814,0.37558758161745404,0.41221751710708954,0.3832525093426085,0.35688782230649846,0.16935492072254837,0.1934170722049053
"('41_Waveform', 1, 5)",0.23954557802170104,0.39586591868268944,0.39182735853590217,0.2949292256005269,0.09308207272823003,0.2427032398845081,0.22809979593182902,0.24001474979192117,0.3120678739884418,0.16467567596213173
"('41_Waveform', 1, 10)",0.24639570624083618,0.5061196473596669,0.6222339675069671,0.5428818458225555,0.47260992275698155,0.41385311092942806,0.5255618210478765,0.6074719784753831,0.2767746838686718,0.27169358748113803
"('41_Waveform', 1, 20)",0.3618501303982732,0.488054050670243,0.7137530233441683,0.6277047811057185,0.5861112208768933,0.6924930483219816,0.6782547081551892,0.7056605189218649,0.5271064526468023,0.4214890381952253
"('41_Waveform', 2, 5)",0.13027371450917344,0.04777587077715241,0.01811489833361412,0.1665536302270159,0.04656715801643337,0.09431388583161172,0.08740303666196425,0.10180965597381363,0.12217616091471861,0.07201292482963459
"('41_Waveform', 2, 10)",0.26506600247124285,0.11655000182437195,0.25388473551573787,0.2684129360096621,0.08592025984182847,0.08904976193666864,0.08810478855062355,0.1847466798620791,0.24110103050978265,0.2188471542204549
"('41_Waveform', 2, 20)",0.23408975264721962,0.16252623311976241,0.42453423406381524,0.4196068639473721,0.4446326800611344,0.3661731110931113,0.4148108040890537,0.5159391503189638,0.32266087325796144,0.3746855542111296
"('41_Waveform', 3, 5)",0.15983698990986278,0.3016308069214069,0.31402301012969297,0.29334898535614434,0.16129679043953038,0.10860147861026698,0.14159856198055143,0.20661152584364634,0.19575950888591462,0.1318360314378535
"('41_Waveform', 3, 10)",0.24006814984723826,0.20476050502164886,0.3285192244150351,0.3308874728801532,0.19355509262169884,0.3123722149457148,0.29165944292380847,0.33408195815612307,0.31254453618509526,0.3175125314732138
"('41_Waveform', 3, 20)",0.22928717239176205,0.17731308408792815,0.4188387532961766,0.4820009509209478,0.30497904875437665,0.4561475559656882,0.40270454904486686,0.5128328513687973,0.32297187979101877,0.5525629952777722
"('31_satimage-2', 1, 5)",0.4208810698345582,0.88180636777128,0.5051036385293446,0.3029347319282156,0.8293738977072309,0.8273322485665582,0.7463571254838275,0.6944421238280887,0.6884652788079579,0.5579664953824416
"('31_satimage-2', 1, 10)",0.8202380952380952,0.896351575456053,0.7826580657630886,0.8010266059285669,0.8900000000000001,0.8433266599933268,0.8648358585858587,0.896640826873385,0.9126543209876545,0.8520723104056438
"('31_satimage-2', 1, 20)",0.9064327485380117,0.896640826873385,0.8931261770244823,0.9015471167369902,0.8899999999999999,0.8935400516795867,0.8899999999999999,0.8947028423772612,0.8901676612674057,0.7060783572688334
"('31_satimage-2', 2, 5)",0.6548423072932877,1.0,0.007242270092137507,0.7149338209683038,0.8625930635021544,0.8212073808398976,0.8217882800503122,0.9406172110717566,0.7361751831369057,0.6945211354302263
"('31_satimage-2', 2, 10)",0.5498757056302364,1.0,0.4347006751722446,0.7005495940840769,0.9536042240587694,0.8015596573310761,0.8719874535825456,0.9686586141131597,0.4335716756003444,0.8280237439328347
"('31_satimage-2', 2, 20)",0.6438488899015216,1.0,1.0,0.9181818181818182,0.9924242424242424,1.0,0.9841597796143251,1.0,0.8950505050505051,0.9254656959202414
"('31_satimage-2', 3, 5)",0.7490051419628885,0.6731623931623931,0.3408029949460532,0.6241112783300714,0.7570194003527337,0.5879052082177081,0.7351126927639384,0.9603174603174605,0.6990769153060321,0.9161255411255413
"('31_satimage-2', 3, 10)",0.7776061677168178,0.9658119658119658,0.9888888888888889,0.596546768874065,0.9598765432098766,0.9603174603174605,0.7997781847781849,0.8592953342953344,0.8551741109880645,0.9166666666666667
"('31_satimage-2', 3, 20)",1.0,0.9722222222222222,0.9797979797979799,1.0,1.0,1.0,0.9626543209876544,0.9765432098765432,1.0,1.0
"('26_optdigits', 1, 5)",0.7156639616489171,0.5538888888888889,0.6054963134063122,0.8582338243694694,0.8072356848398515,0.377192090982672,0.7881257257176374,0.9493643482510943,0.2714377529116661,0.7901803927375946
"('26_optdigits', 1, 10)",0.7493087411244269,0.09530355097365406,0.6946929668859256,0.7973557850982204,0.9519199972908974,0.8399236296111295,0.8730364796501416,0.9668870359340876,0.5294440542415422,0.8113041738338131
"('26_optdigits', 1, 20)",0.6651675582083862,0.08160493827160493,0.6584118456060595,0.920513648711323,0.9574682221536984,0.9619935254803675,0.9151222373413259,0.9619576411243077,0.5645263190564154,0.935058928430047
"('26_optdigits', 2, 5)",0.6391173131672571,0.3276923076923077,0.4032973010243233,0.870100614554919,0.5567170142697592,0.08416603389778313,0.5464533764663201,0.6242412366237475,0.15018746379990502,0.7381368637704879
"('26_optdigits', 2, 10)",0.8170826955670111,0.4770940170940171,0.7484828069385943,0.9186806374204083,0.9178943228142313,0.8338773861377402,0.9594634184099067,0.9687128659035352,0.45731020082955615,0.9647802197802196
"('26_optdigits', 2, 20)",0.795317756185537,0.8839487036560616,0.7841020341154009,0.9405906413029058,0.9434041885813855,0.9041095834378045,0.9337791140512729,0.9771352845872076,0.7537412663253639,0.8594524459637717
"('26_optdigits', 3, 5)",0.5087710660559441,0.6638461538461539,0.47956391282148425,0.8428373954525326,0.7070023232877483,0.5896123216528444,0.7748785075958471,0.7054330634858483,0.5335604743131159,0.946104371056294
"('26_optdigits', 3, 10)",0.4146665356264131,0.8879487179487179,0.46079322973121345,0.9083360673194265,0.8666942119533055,0.7807776115407201,0.8739204822412706,0.9230363178678443,0.5999644053478927,0.8503472143676468
"('26_optdigits', 3, 20)",0.7208867639517608,0.8914245014245014,0.5479119401463858,0.9107725470946186,0.9320826083028708,0.8812683448839702,0.920022555890628,0.929483092715564,0.6897687837269092,0.921935293037242
"('22_magic.gamma', 1, 5)",0.640540457196018,0.6263820531785403,0.36732449964133806,0.6652493047160415,0.39769203610431,0.574366489068692,0.5929045195270338,0.5544737596816446,0.4667959758327982,0.5329682235634154
"('22_magic.gamma', 1, 10)",0.6319124402221662,0.6940009800531085,0.3716866594531646,0.6624156668323474,0.4217144638828731,0.5444776099851787,0.5652800764971811,0.6164644216941526,0.3607738495998726,0.6021703911880424
"('22_magic.gamma', 1, 20)",0.7301945158369123,0.6576143944226678,0.47813320235848544,0.6614907652315161,0.49166229570948133,0.5732670678901279,0.5904017257103504,0.5829052963428689,0.4438835079526329,0.5001573120512774
"('22_magic.gamma', 2, 5)",0.5223824423453327,0.400524352643469,0.32128290784897273,0.5252234138999425,0.3968601329400504,0.44556781899985837,0.5074004203101161,0.5641207032428016,0.39782286936405054,0.4801218767227856
"('22_magic.gamma', 2, 10)",0.5338406204212367,0.6064632547388598,0.3435398757906947,0.5717291062708854,0.4259798011048099,0.5557667701155278,0.530495416971222,0.5472945668754742,0.40953612868609585,0.3711753743803851
"('22_magic.gamma', 2, 20)",0.6222190657539444,0.6411391399109589,0.5032248811689594,0.6252965145971721,0.493615226929406,0.5915033956138577,0.5672406492121642,0.665242483121947,0.44627309014742966,0.47755932134355394
"('22_magic.gamma', 3, 5)",0.29213124221241826,0.48731774958903473,0.5125117108266866,0.44330871296602503,0.3764009987773338,0.40378273371878576,0.4319399687695648,0.4247071206773884,0.31902789627235806,0.4135418794005997
"('22_magic.gamma', 3, 10)",0.5192982593795997,0.5586655414059515,0.46980631362361946,0.5706754427697869,0.40258275013518063,0.4898665156936146,0.46288874236099975,0.5263346041545172,0.39268777134742705,0.3859748244883879
"('22_magic.gamma', 3, 20)",0.6002275471676977,0.599172524308894,0.47070044235954,0.5578835962568771,0.4433675290510796,0.4993810435070416,0.5142948892501467,0.5896396918650104,0.40709338660606503,0.5078861515599646
"('32_shuttle', 1, 5)",0.9788328093881653,0.9549462365591397,0.969644605304,0.9590379339271973,0.40559840065058284,0.8862916416494151,0.978890871827468,0.997384481255449,0.2535866508921302,0.985664064417931
"('32_shuttle', 1, 10)",0.9774157332515051,0.9549462365591398,0.9653391576348983,0.9581988162666073,0.6996415770609319,0.8858935541747389,0.9830798117045354,0.9909011530646386,0.6145530714807019,0.9879210822879575
"('32_shuttle', 1, 20)",0.9788044020238708,0.9569418170343266,0.9801936543249112,0.9782232462877624,0.6968365279725728,0.9247887918041463,0.9746629576081514,0.9934960176270544,0.8857720624860066,0.9795752781836574
"('32_shuttle', 2, 5)",0.9623489594967275,0.9604971531096099,0.8405023839639891,0.9402494918062918,0.40866858237547893,0.6508021494004701,0.8403994830805942,0.9782259030358209,0.9501676056298864,0.9272683267350575
"('32_shuttle', 2, 10)",0.9636484787076068,0.9615520863343897,0.18240779264933318,0.9630902203812616,0.5916977062289562,0.7759408936504589,0.9443706979731653,0.9979349178022929,0.9717126016127424,0.949492197409494
"('32_shuttle', 2, 20)",0.9688206448322443,0.959906777186836,0.765180104920346,0.9651854970278958,0.9120508641866047,0.9148232527472681,0.9698576613567629,0.9889298543355749,0.9643176238802519,0.9721502154983286
"('32_shuttle', 3, 5)",0.7230467375325512,0.5452878414432772,0.14811230195049738,0.7158136136155283,0.3820755933952529,0.6012956906598509,0.4986188244664081,0.9621573072222839,0.2043346837981842,0.7215548338102971
"('32_shuttle', 3, 10)",0.759948744977937,0.6699221088254714,0.16516812929619593,0.6924846998809727,0.5344164332399627,0.8793493597289739,0.6834540136421532,0.9808420206798154,0.6090308261236416,0.9155901873462895
"('32_shuttle', 3, 20)",0.9692511920724934,0.7472667797861241,0.11578085655689366,0.6740573006409711,0.6346109854198089,0.9073455356174298,0.7769591064618229,0.9631644005689275,0.6884425131342942,0.8747979033794612
"('35_SpamBase', 1, 5)",0.4846424964047012,0.5194219298816918,0.5904722025939818,0.4639358487827584,0.4763702074550019,0.534154647266369,0.5129940563816486,0.6526753084039401,0.5941362876753628,0.5907764023210322
"('35_SpamBase', 1, 10)",0.6390385330978923,0.683879671884809,0.6303002456601137,0.5785432910918553,0.5606972041227751,0.6363947434473161,0.6262022840960613,0.8635486229954255,0.6096810190849347,0.7242627094550436
"('35_SpamBase', 1, 20)",0.7601158659550932,0.6341686781920065,0.6698845232993196,0.7027662901532968,0.6042243723249456,0.7565922366798665,0.7073602668798029,0.8883144288571674,0.7088863780403336,0.7051415598820696
"('35_SpamBase', 2, 5)",0.5550969131606931,0.607137639877189,0.5851454342552358,0.5413706377678411,0.5071218751714522,0.705097669656872,0.7150918344126229,0.7913260988927792,0.5994833737147252,0.7182648390545474
"('35_SpamBase', 2, 10)",0.6249081324877789,0.6764460242506725,0.5909341528850984,0.4090349873966437,0.5718764886811964,0.7327647070863957,0.7581866940905646,0.8661677358103401,0.5331462800150376,0.7208372011104457
"('35_SpamBase', 2, 20)",0.6752511804416037,0.6943676055200945,0.3851427029779993,0.45909136807735046,0.6186122987694505,0.7041228385969088,0.7047914315311069,0.8234056622944245,0.71001868951666,0.7519758548938935
"('35_SpamBase', 3, 5)",0.5544213810664078,0.6284750905543802,0.5302912570939348,0.5588046577515849,0.45654252017380514,0.6122163539205214,0.5681189352771645,0.7407398771035854,0.5270501474051119,0.6490781782746883
"('35_SpamBase', 3, 10)",0.6548512846239551,0.6958872358795924,0.42644103842762116,0.49143372467820434,0.5099917357729888,0.6672358170775279,0.6450142582791855,0.8271117576389783,0.5800628407078896,0.7027019335232303
"('35_SpamBase', 3, 20)",0.7115820118404126,0.7475501309502547,0.4644349312616976,0.5479722561913057,0.593467229374152,0.7581747336985538,0.7070213967430324,0.8831842743907918,0.7231906159425024,0.7744394752212849
"('27_PageBlocks', 1, 5)",0.5759407473487326,0.6398504335734129,0.09574162961093456,0.40970970780830807,0.369405332152585,0.5910962750195022,0.632282049203675,0.7865139901246524,0.5050684191716726,0.5158345444468164
"('27_PageBlocks', 1, 10)",0.5224386146179005,0.6429455860666663,0.365915165123672,0.40735845119223996,0.4917448228712816,0.654749064118568,0.7566902182686439,0.7673636733582947,0.1864762741353952,0.6081162819053442
"('27_PageBlocks', 1, 20)",0.4971123923929055,0.6715831995083235,0.4310233505823802,0.5625988395697166,0.5855580536310109,0.8138659387945664,0.7759388014224741,0.7861193503455042,0.44856517307402716,0.6231539520505904
"('27_PageBlocks', 2, 5)",0.18991798778814206,0.31101172339178274,0.09129765604440143,0.28636267662577153,0.2850349541526012,0.5197443971801823,0.5114380682032014,0.6892509362205841,0.19236606102550932,0.29162994224654415
"('27_PageBlocks', 2, 10)",0.38336900330331514,0.3772721411591901,0.07904655903863683,0.32270792811751037,0.4442317179199997,0.5129023217007154,0.500040084405979,0.6715525536301302,0.27535815243220524,0.5502877118803114
"('27_PageBlocks', 2, 20)",0.5164407548261949,0.5510288131550725,0.09666432411376805,0.21121622490218497,0.5273729414212152,0.6473687149540144,0.6217198702712138,0.7228848737762393,0.3917480998030801,0.6092256907978496
"('27_PageBlocks', 3, 5)",0.31987746204614764,0.5557566068269089,0.2141055405415958,0.3757164607569249,0.26536933916140215,0.49136764076400435,0.5153028442826338,0.7641704050467357,0.3669717891356615,0.4710831051293998
"('27_PageBlocks', 3, 10)",0.46228966755319745,0.6674760212722897,0.6644462208408638,0.4013153214775916,0.4160929136078932,0.5665870847262131,0.610587190672233,0.670607558146376,0.7102622714564086,0.5632802573754921
"('27_PageBlocks', 3, 20)",0.4101376797929322,0.7370965249406053,0.2145345895662355,0.4879931632496523,0.6016913538785889,0.7381002902301012,0.7228258962427649,0.7336956350598479,0.4646326759385613,0.55340332342304
"('25_musk', 1, 5)",0.6717320209438224,0.4660536398467433,0.12670940087832788,0.7835510404504302,0.6759088038398383,0.9305140386463115,0.9999999999999999,0.9999999999999999,0.5891547559777813,0.7685027690193551
"('25_musk', 1, 10)",0.7224316475024641,0.8331417624521072,0.5876029171111912,0.9436966820718053,0.8947765006385695,0.9780220267779499,1.0,0.9999999999999999,0.7014080213000492,0.8369515917051832
"('25_musk', 1, 20)",0.7357563449749113,0.8998850574712643,0.7718657445217709,1.0,0.9999999999999998,0.9999999999999999,0.9999999999999998,0.9999999999999998,0.5624484198642421,0.9741819856622211
"('25_musk', 2, 5)",0.2682727834287187,1.0,0.45171933674803977,0.9308579886604111,0.5763585434173669,0.8135824312245667,0.9999999999999999,0.9987684729064039,0.23292615573938244,0.9924219687875149
"('25_musk', 2, 10)",0.7557023573305288,1.0,0.04978128059040831,1.0,0.8961904761904762,0.9344356343682244,1.0,1.0,0.5412046656767271,0.9526987718164188
"('25_musk', 2, 20)",0.9609360679003536,1.0,0.6532130514896428,1.0,0.9999999999999999,1.0,1.0,1.0,0.7121690406808472,0.8977973814021708
"('25_musk', 3, 5)",0.8984384916548287,0.5995402298850574,0.4070520958586895,0.9635477207149402,0.699655172413793,0.9130878304738148,0.9283219620136456,0.9999999999999998,0.36176999690424394,0.6676076815816896
"('25_musk', 3, 10)",0.8203264278524115,0.8331417624521072,0.6924102636446807,0.9999999999999998,0.9999999999999999,1.0,1.0,0.9999999999999998,0.4814074240531272,0.9544958943619617
"('25_musk', 3, 20)",0.8603662417759411,0.9666283524904214,0.7728830607233392,0.9999999999999998,1.0,1.0,0.9999999999999999,0.9999999999999998,0.802195234672393,0.9999999999999998
"('33_skin', 1, 5)",0.6313213166893089,0.8803813453223619,0.853141245146394,0.5462207921255174,0.2669986409957305,0.4230375422573498,0.6941937829307389,0.7672688374172074,0.667579076171024,0.7155968122787949
"('33_skin', 1, 10)",0.6277440423442561,0.8689033637622489,0.8268801944596045,0.6266643022956608,0.3695075116026498,0.4838213508893237,0.7784231820523553,0.7888387512633186,0.7815097872816051,0.7816765431673454
"('33_skin', 1, 20)",0.6565555566189353,0.9425504805513236,0.896407278663319,0.8415555880368484,0.5775876228633631,0.7627055721370857,0.848833441881117,0.943272899239813,0.9250424407016098,0.9633096706611014
"('33_skin', 2, 5)",0.6466250741439672,0.8335164200270255,0.9234252028170906,0.6767331294019707,0.2687369840127193,0.4508755931689281,0.5234120843087503,0.7884243933433173,0.6753997808151975,0.7304687748703795
"('33_skin', 2, 10)",0.6781831414374785,0.8426620569298922,0.9782901873833081,0.8572192176435774,0.3906644042059696,0.5723462311804401,0.6340027983322396,0.9131984047216,0.8463724866882683,0.9521417251581487
"('33_skin', 2, 20)",0.6509515194459206,0.8096313935355597,0.9771948191336196,0.9378956948697248,0.5350769823016872,0.8181253898946851,0.8230744661953918,0.9803434540669378,0.9826621699002965,0.9178824311581941
"('33_skin', 3, 5)",0.629315470857137,0.7878827402279408,0.8505823918229916,0.7347899917500192,0.2887598886535056,0.34293634202209666,0.35934881421841625,0.7633565805319774,0.8468671172869742,0.8170179990551101
"('33_skin', 3, 10)",0.7260406992374351,0.843319511520456,0.9736877994458009,0.8494810209607522,0.34744899953959757,0.6792958777523308,0.6539164668736832,0.9559895034286712,0.8295019833554521,0.836791914541026
"('33_skin', 3, 20)",0.7171301964643726,0.8622666126689379,0.9545788262348824,0.9217343122844168,0.5956391351532645,0.8777737989318568,0.8547913094064997,0.9762360923942346,0.9305123656410803,0.9449003225351955
"('8_celeba', 1, 5)",0.12459763600906544,0.04202614379084967,0.10245661305245712,0.09346340909471024,0.12790170613700025,0.1631678772940038,0.08435437304526543,0.14432055436045046,0.15287121632032566,0.09912757406083636
"('8_celeba', 1, 10)",0.1785127276333273,0.08000390205833577,0.10549062593205652,0.14797116228423493,0.09350431232062655,0.1599486010014426,0.11210174283196665,0.10968044552735542,0.11304198459496827,0.0990287149429741
"('8_celeba', 1, 20)",0.14656309523291308,0.11020164094006396,0.1092323495933143,0.15744116223577484,0.08692886951644724,0.1134571807415645,0.10432890139955137,0.09655343174799813,0.11411333252338922,0.11367656545705933
"('8_celeba', 2, 5)",0.3342723952505087,0.058277511961722483,0.32157996474856365,0.3249915703202238,0.16761099316383912,0.20428272199802164,0.2750747190761394,0.19188541836874032,0.11477808000692061,0.24617205326328828
"('8_celeba', 2, 10)",0.37859802097161277,0.13262626262626262,0.29768347037512144,0.41411257930548007,0.2123399312604587,0.30090812644632564,0.3537968459058642,0.3091042094679063,0.12772180934347938,0.3113482340703965
"('8_celeba', 2, 20)",0.42551118204282884,0.16991941890818296,0.27512436729419565,0.4182793784359705,0.24744433524875425,0.331648646269334,0.25074787818191707,0.330796029756802,0.2234488858093704,0.4124616770196691
"('8_celeba', 3, 5)",0.16207203202714182,0.07101449275362319,0.01611798393475451,0.20798954088127627,0.09081644026471612,0.25784751891059843,0.0829922073393276,0.1880361939455045,0.1266157821628515,0.2453398686962645
"('8_celeba', 3, 10)",0.29647751221745294,0.1622222222222222,0.22541025413471247,0.2045900195091256,0.16367204819734765,0.43798353062794937,0.2510774245090412,0.21300431358906874,0.159129971121498,0.5119046344849938
"('8_celeba', 3, 20)",0.24611545260361029,0.1640062597809077,0.20752059734285533,0.19253670754077234,0.15899446341919488,0.26449178043650695,0.21434073443455146,0.19678894987144593,0.06793792788337334,0.22551032356058143
"('19_landsat', 1, 5)",0.32713894217060385,0.44601694464020486,0.1516278090045753,0.5316753272407715,0.29643767423337314,0.3099864388864161,0.3560433225807361,0.49898071026390706,0.2898540288831443,0.3156696857565125
"('19_landsat', 1, 10)",0.2983593677893197,0.46969267380900415,0.32246209596705133,0.44571555183695144,0.30627127367052387,0.33970641411512226,0.3028265709551546,0.4537390796823233,0.2739429751720175,0.17575326264513375
"('19_landsat', 1, 20)",0.3303896270733124,0.40728305715395824,0.3810378043292545,0.4983658241921615,0.42292906346179987,0.5054765467953621,0.4517863962970837,0.5813555260021348,0.2940048785203444,0.4273533964131965
"('19_landsat', 2, 5)",0.24925669286708962,0.24580281258135148,0.25134612709028886,0.2853025591208905,0.25250629791983176,0.2402550011815238,0.2523942841654184,0.27539239320076014,0.24264457201327694,0.3373300441964179
"('19_landsat', 2, 10)",0.3626694527628852,0.3237346047222694,0.3831526453298214,0.4742876108338906,0.37293874499137664,0.4087862591509362,0.4130967036958577,0.4822663519592969,0.2877227874941426,0.48587217429288027
"('19_landsat', 2, 20)",0.42973983560967116,0.28322050256778547,0.4471000357142036,0.5685984149061424,0.5128575649307154,0.568573413076026,0.5694988855518911,0.5966157107812988,0.34341697969491003,0.4905913932019062
"('19_landsat', 3, 5)",0.37042856431476034,0.33367720171588133,0.1736249955728143,0.39260895423928166,0.2868776432945027,0.3523183112616666,0.33834000959450206,0.4980371949104628,0.3148325152809657,0.36179784497676326
"('19_landsat', 3, 10)",0.37992820561707896,0.3443313530603103,0.4007846565647828,0.45031780759373374,0.38996827987089144,0.3870014486501683,0.34641841350284414,0.4590319689673714,0.3288408030372939,0.4815199173513607
"('19_landsat', 3, 20)",0.3742355981730881,0.3282157687490409,0.4432707181281058,0.4800114151978853,0.42625340686874286,0.460688611934964,0.3977044160975244,0.569285581061545,0.3457382378197903,0.33151941375249316
"('2_annthyroid', 1, 5)",0.38082689962418514,0.4544355546170548,0.310629989741023,0.11944178691907627,0.3531580087797912,0.3536102049175354,0.5247449015228041,0.4964112135262357,0.22444953922101107,0.463202200698434
"('2_annthyroid', 1, 10)",0.36634152992143826,0.4588001623223511,0.2637373792427371,0.12056887667262514,0.6044178771029574,0.6515802439482674,0.6719440540912361,0.7490246516884722,0.2700004777121241,0.48768364254446483
"('2_annthyroid', 1, 20)",0.46583832830258526,0.4260602914736469,0.07864591466371293,0.13851339387906353,0.6397508077863387,0.7153759399135987,0.7862918106995707,0.7441929104018732,0.3192692705648336,0.4230612072968943
"('2_annthyroid', 2, 5)",0.10070685837391166,0.11299121798175124,0.0905004068784093,0.08773402798296119,0.4019028451244404,0.47997508827787794,0.7172807187683367,0.6923378572481028,0.20587526519623267,0.11164230838156311
"('2_annthyroid', 2, 10)",0.17867242195434352,0.18753084490488658,0.13966885620052258,0.09508699865064012,0.5030930975326424,0.616524784855357,0.6813047683708119,0.6868336633999305,0.3498974289076879,0.36719666618161817
