component,Astronautics,Biology,Botany,Chemistry,Document,Finance,Healthcare,Image,Linguistics,Network,Physical,Physics,Sociology,Web
act_fun:ReLU,0.8448548127263558,0.7282972444514036,0.8348171284750373,0.9343183495419987,0.8276779733465817,0.8688844032586842,0.8674658572972344,0.8656402400512746,0.8591876086263336,0.9027439244220233,0.7967281440073162,0.8660990884719544,0.9120808630869228,0.9150643956560309
act_fun:Tanh,0.8424716221734259,0.6800405287661737,0.812320875616928,0.9656367857627375,0.8262845306768756,0.9186706112449353,0.8710444122868429,0.8793551660117032,0.8422312933190611,0.949423778031402,0.76658241910654,0.8499349452232109,0.9283898242676571,0.9534082616765948
dropout:0.0,0.8433616993581791,0.7070027268713394,0.8268148014221365,0.9528286591950816,0.8248172601592123,0.8882165737298604,0.8669977247768373,0.8679315796823075,0.8474838908955388,0.9247864798682467,0.7839337326242248,0.861118737044489,0.9128007788629209,0.9184400229959551
network_initialization:default,0.8433616993581791,0.7070027268713394,0.8268148014221365,0.9528286591950816,0.8248172601592123,0.8882165737298604,0.8669977247768373,0.8679315796823075,0.8474838908955388,0.9247864798682467,0.7839337326242248,0.861118737044489,0.9128007788629209,0.9184400229959551
training_strategy:None,0.8433616993581791,0.7070027268713394,0.8268148014221365,0.9528286591950816,0.8248172601592123,0.8882165737298604,0.8669977247768373,0.8679315796823075,0.8474838908955388,0.9247864798682467,0.7839337326242248,0.861118737044489,0.9128007788629209,0.9184400229959551
loss_name:bce,0.886696149365589,0.7180297004716667,0.8513327988579235,0.9683101734788115,0.8625188412770325,0.8880678533600198,0.8943973361954618,0.9041848924116459,0.859123125401145,0.9448011534148555,0.8486782050296983,0.904556115419867,0.9619652535455188,0.9645117856101797
loss_name:deviation,0.9052697762046403,0.7746086857050266,0.8927883392622518,0.9792855472075155,0.898882862353276,0.9323051506429509,0.9277604989290655,0.9293341613822516,0.9253546675972458,0.9633247693159324,0.8642062837219686,0.9280559819039421,0.9766604276705732,0.9664199033155155
loss_name:focal,0.7788255212161451,0.5720186264199842,0.7513789331742423,0.9477227777678433,0.663757892819805,0.8328730558420511,0.773602317145824,0.7968302798544882,0.6938693155235538,0.9014961383585668,0.6174586473905272,0.7566172023165264,0.8638705947280783,0.9207640449427543
loss_name:hinge,0.9238105308384966,0.8028228695318542,0.9067483892313719,0.9808236920934666,0.9092458549661518,0.9511754086920072,0.9420344523248423,0.9370341909282393,0.9297907758618891,0.9593913934274911,0.888332481297252,0.9412338934758583,0.9798146859966657,0.9662595942913796
loss_name:inverse,0.7151533828786744,0.6379072375091418,0.7225062138936539,0.8551698741632331,0.7320008637366459,0.792756985513448,0.7692921721345878,0.748916991038163,0.767999623929706,0.8492459325657401,0.6865227008713093,0.7376995854511847,0.7298593209844569,0.7423757619675614
loss_name:minus,0.8444646538137517,0.7261168138594714,0.8286266944490341,0.9785810335904004,0.8726214158381342,0.9274365436381566,0.8888408589557177,0.8871276909268117,0.8982018665751204,0.9233099166035161,0.7880631205919479,0.8933081681464385,0.9548162703656209,0.937761409445094
optimizer_name:Adam,0.8853764253028564,0.7627957042707323,0.8657018279640681,0.972168530546441,0.8722659122656025,0.9427625265359367,0.9052333863823075,0.9092010318077384,0.9063368613222593,0.9491054158370887,0.8402152430862841,0.8966806825106147,0.9415326074434561,0.9209156488268317
optimizer_name:RMSprop,0.8585014979608916,0.7274242924955138,0.850038102811503,0.9517057577065289,0.8439993488584454,0.9222070843545915,0.8772462889401247,0.8810848367384866,0.8607851745035459,0.9362461071639944,0.8089592152604448,0.8675664909460034,0.9098593653186849,0.9013671983515558
optimizer_name:SGD,0.7809941042853842,0.6266746526055135,0.761054074213111,0.9314511098744088,0.7537605072174265,0.7887177085222414,0.8158475984292783,0.810636601676753,0.7713683106960013,0.8838090043279442,0.6983585784979148,0.8142471168195433,0.8828773754977995,0.9346029843923275
batch_resample:False,0.7151533828786744,0.6379072375091418,0.7225062138936539,0.8551698741632331,0.7320008637366459,0.792756985513448,0.7692921721345878,0.748916991038163,0.767999623929706,0.8492459325657401,0.6865227008713093,0.7376995854511847,0.7298593209844569,0.7423757619675614
batch_resample:True,0.8694926676378021,0.7210993166689283,0.8478609874909863,0.9712516265023998,0.8436647475874852,0.9073084913731428,0.887017745607511,0.8923080616937589,0.8637638009969744,0.9394311503882419,0.8038071479376709,0.8863876356747487,0.9484163755705483,0.9517610980379587
epochs:50,0.8433616993581791,0.7070027268713394,0.8268148014221365,0.9528286591950816,0.8248172601592123,0.8882165737298604,0.8669977247768373,0.8679315796823075,0.8474838908955388,0.9247864798682467,0.7839337326242248,0.861118737044489,0.9128007788629209,0.9184400229959551
batch_size:256,0.8433616993581791,0.7070027268713394,0.8268148014221365,0.9528286591950816,0.8248172601592123,0.8882165737298604,0.8669977247768373,0.8679315796823075,0.8474838908955388,0.9247864798682467,0.7839337326242248,0.861118737044489,0.9128007788629209,0.9184400229959551
lr:0.001,0.8501595891041631,0.7150257284548028,0.832359901537202,0.9611874401910897,0.8293619382984183,0.8792929930675467,0.8754535935623328,0.8806669804211049,0.8516900654610629,0.9313009356285229,0.7936574272984057,0.8720870665412489,0.9266359040507728,0.9307478763165203
lr:0.01,0.8365683934892995,0.6991805645897017,0.8213653064814688,0.9442458155662693,0.8203390600247021,0.8973245258934615,0.8587369485473683,0.8554982042574737,0.8433774675054818,0.9181230448702096,0.7744281155350847,0.850060748178546,0.8986106608651171,0.9058251130436916
weight_decay:0.01,0.8433616993581791,0.7070027268713394,0.8268148014221365,0.9528286591950816,0.8248172601592123,0.8882165737298604,0.8669977247768373,0.8679315796823075,0.8474838908955388,0.9247864798682467,0.7839337326242248,0.861118737044489,0.9128007788629209,0.9184400229959551
