component,Astronautics,Biology,Botany,Chemistry,Document,Finance,Healthcare,Image,Linguistics,Network,Physical,Physics,Sociology,Web
augmentation:GAN,0.29380285919914945,0.24712868502722887,0.1413291461670081,0.5263392645954242,0.22238656028871426,0.4555040159355747,0.2081384100099813,0.35079652939758926,0.5364355990697554,0.369722931087886,0.3054468186829567,0.32532599309466126,0.3571686563628022,0.15585855767065995
augmentation:Mixup,0.8643377677141155,0.7651669097771199,0.8325821866083809,0.9277793010721559,0.831889174854775,0.9041170630102401,0.8904673456089218,0.8714278416532628,0.9107390581693957,0.9389467776155335,0.8488372507250374,0.8876412020814259,0.8926761547431911,0.9502323775121176
augmentation:Origin,0.29109263590508183,0.25472571834013913,0.26230955565199854,0.35066804923795675,0.18973645051843482,0.49699072603254624,0.2350839063138691,0.3522260264260231,0.5733446527903326,0.5124639375001643,0.3583380084311128,0.37474891806419,0.34349235384828425,0.6034894904886513
augmentation:Oversampling,0.8713197837504542,0.7925810231579142,0.8455579933634118,0.9390506206377257,0.8463490315022608,0.9111085939083038,0.8943751111535994,0.8865029930905817,0.9243364543975728,0.9292368454778044,0.8477830514994869,0.8946666278858204,0.9247608348611607,0.9695599656659708
augmentation:SMOTE,0.8624299051675075,0.7766717851821401,0.8272534546086039,0.9240302586076009,0.8260833343488814,0.9159555239284836,0.885558100251495,0.8727492853879636,0.9111588971388505,0.9441546093071556,0.8345762675187517,0.8875832819351499,0.9073028186733029,0.951671402039822
preprocess:minmax,0.6320820904327313,0.49254703475516437,0.606002046903317,0.7586324320970173,0.6089386726816319,0.751916363820652,0.6167751688263744,0.6678965738120527,0.7300066654493425,0.7382879056921857,0.5919988955704971,0.6512508603605435,0.6945805070873075,0.7409540311606697
preprocess:normalize,0.6489006230690422,0.6449267151680733,0.5673969803173662,0.7406859467070886,0.5646142267117362,0.7303088243086354,0.6344587272967109,0.6708941094940893,0.815378723551901,0.7510082577528499,0.6910444664716663,0.7064565010496251,0.6834223389647384,0.7288815640128031
network_architecture:AE,0.6443261441584,0.5812299024262664,0.5957972397344254,0.7646831209952657,0.6066676051218551,0.763664431826351,0.6353298188746317,0.6771763676493454,0.7776322462635236,0.7730843991859718,0.654136070326574,0.6916155022785287,0.6989715043321223,0.7495977247169223
network_architecture:FTT,0.5103489900385898,0.42643813021145405,0.47596983255367836,0.5465463273033143,0.4545992137974828,0.5026949668218061,0.5133601057205698,0.4946738058503977,0.5768957280210044,0.5178127472874533,0.47463164413221265,0.5188230029571023,0.4983548801331513,0.6680986560947101
network_architecture:MLP,0.6312942856116014,0.5546904926675689,0.572215943935646,0.7783184845270781,0.5726282040055162,0.749790527498093,0.6241867358680049,0.6781318799768586,0.7967662047214887,0.7681351107422935,0.6314366442909262,0.6653481306308243,0.7121453058098182,0.7347656272806908
