component,Astronautics,Biology,Botany,Chemistry,Document,Finance,Healthcare,Image,Linguistics,Network,Physical,Physics,Sociology,Web
network_architecture:ResNet,0.785858055842921,0.7149453725291611,0.7085582285070399,0.823405586101642,0.6945191780635513,0.8833161163008341,0.7120199642174829,0.7911326003830631,0.8823510606534073,0.8173190228805121,0.8015842063758539,0.8390661674247117,0.780182673325788,0.7555891277116001
"hidden_size_list:[100, 20]",0.6641061412301328,0.5899198513205867,0.6160242384885599,0.7651865981152508,0.6097992035486377,0.7585395835296356,0.6543158859431832,0.6917891628329598,0.7910351452717462,0.7647087898549835,0.6651338584153214,0.707609184556092,0.7041306132465078,0.7667095861513707
"hidden_size_list:[100, 50, 20]",0.6336117152275842,0.5736137538537869,0.5792173373069279,0.7381064062654134,0.5876435795183821,0.7450633550287467,0.6185491649970601,0.6619231321202524,0.774079853932044,0.7362106310915393,0.6459968116123685,0.6746110526792276,0.6800089961009782,0.7206022461725552
hidden_size_list:[20],0.6239438543544182,0.5461310658040008,0.5642201341253641,0.7436079748110066,0.5629922639669184,0.7205145030406056,0.6042754507843504,0.6543378765157665,0.7549992292559167,0.7326537392229214,0.6166738046137953,0.6559107053571482,0.6817478777204106,0.7161325299683677
act_fun:LeakyReLU,0.6373774316505388,0.5590142860880092,0.5787024676740037,0.7815631395991638,0.5971174328876921,0.7507673540901676,0.6299938939283009,0.6692875697622648,0.7815998978508644,0.7709558539134463,0.6370270580336027,0.6708531457617691,0.6970455664452071,0.7402577292370697
act_fun:ReLU,0.6514840361892885,0.587758136861708,0.5925755843735527,0.7268922001846786,0.5876513192292854,0.7445426031379411,0.629101155537377,0.6697317361718428,0.7623548100862559,0.7227566451794913,0.6593742494792127,0.7002671321127145,0.6757177128987047,0.723910008997423
act_fun:Tanh,0.6236057005375047,0.5451480171902828,0.5823632861402922,0.7613494216276534,0.5742707319769467,0.7255689811793933,0.6154794597597143,0.6689650870448801,0.7849706916676992,0.761012910306888,0.6149512744809543,0.648644805841011,0.705563051070424,0.7499128590211375
dropout:0.0,0.6462366563411117,0.5815579526717871,0.5952873909901244,0.7523276124639373,0.5955716584996801,0.7462538021700043,0.6358504084689706,0.6729338590012881,0.7798615291464184,0.7543856099434748,0.6531542261752533,0.6875572013381791,0.6938377541745337,0.740608693366318
dropout:0.1,0.634358531191065,0.5606183117847997,0.5767552657222758,0.7535531559168357,0.5758677069946097,0.7259442880290684,0.6136162591802218,0.6621742341206367,0.7644279837709027,0.7248188943799391,0.6262844554011554,0.6661506007400646,0.6850799150530937,0.7142913334815006
dropout:0.2,0.6409902522299104,0.56557629261668,0.586882864312181,0.7427932711047716,0.5873275400130878,0.7500812591173562,0.6270444677556046,0.672789505761691,0.7746336549038052,0.7542871294831675,0.6460396368785083,0.6835590983181008,0.6876209818249089,0.7488064936094341
network_initialization:default,0.6223525645844958,0.5581242349317451,0.5727496560787073,0.7257514372962646,0.5694814520643738,0.71095866404322,0.6112654075567064,0.6491696520904985,0.7527354982306188,0.7296311439324193,0.6192601944635745,0.6571174222347944,0.6767831363844595,0.7232308530608351
network_initialization:kaiming_normal,0.6564504370727817,0.5959649479040728,0.6093470178285307,0.7688133027040928,0.6047784635946274,0.7631194933755366,0.6438060110285744,0.6866788641640715,0.7840410599810602,0.7608941724905145,0.6655558498971073,0.6989875426363578,0.7024840114957555,0.7434700777149045
network_initialization:xavier_normal,0.6451725015113676,0.5544763487738535,0.5781326955686773,0.7564048434688543,0.5866856765578969,0.7521759291003584,0.6234050485665756,0.6746618757617348,0.7850878346559557,0.7450242434256944,0.6436281000593318,0.6838681520179055,0.6885370036525388,0.7390415145367664
training_strategy:None,0.6406353510371565,0.56938940870782,0.5864683850898988,0.7494782502289655,0.5864427269686424,0.7409474217681654,0.6257167014682984,0.6694207962699361,0.7731022931344242,0.7447413524603929,0.6420651409437219,0.6792648068827134,0.6889144009176147,0.7348488478782077
loss_name:bce,0.6729101474594827,0.608291839017062,0.6132865066290932,0.776381884655654,0.6137475247119193,0.7899700213676678,0.6521047885621881,0.7075732544335824,0.7993269586841505,0.782315912054379,0.6913329511253029,0.7192760309386789,0.7263245512860005,0.7518158974710831
loss_name:deviation,0.7080941504860482,0.6664543477171044,0.6573565575772078,0.7917306670756954,0.6444957843331174,0.8323116160143336,0.6772857398508056,0.74581685258427,0.863292663491364,0.7862251659402537,0.7372823447696049,0.7578918438033069,0.7498545918152077,0.7770355296706603
loss_name:focal,0.6121935789988158,0.5410001249409063,0.5366665745766286,0.7382129399684779,0.5500107821924198,0.7150799113400818,0.6029827161565129,0.6495126076443617,0.736164059217586,0.7292828040170246,0.6123416351998261,0.6662082071108517,0.6745048243440505,0.7211376229561989
loss_name:hinge,0.7497065870112567,0.6805350226856429,0.6982002479920398,0.8310343080341123,0.7002315125962933,0.8707927685319543,0.7226116461397606,0.7804207009699131,0.8723009799878589,0.8238167995879664,0.7749770695800301,0.7956274532282965,0.7864331271978727,0.804513034554786
loss_name:inverse,0.4954742498809338,0.4017325932063202,0.471966460093501,0.5717582637581846,0.45856999778886565,0.5140936660831222,0.504054950790806,0.49045157984379334,0.5706689977153785,0.5933585201360416,0.45249827562935724,0.4869513245557988,0.4766865657617503,0.6238730340079899
loss_name:minus,0.5986353484357471,0.5090511769341131,0.538489503319132,0.7646517362186963,0.5455807617505712,0.6973063956739907,0.5894496661643709,0.6389305499955016,0.791274873503147,0.7347851663100541,0.5720058250693225,0.628782643195273,0.7001840877211327,0.7193847446110762
optimizer_name:Adam,0.6604639991507086,0.6161573757011104,0.6247058166490126,0.7600157723525185,0.6251867028353426,0.7630139568501996,0.658354253728526,0.6992836814186915,0.8049636434053596,0.7672647238821619,0.68210952011301,0.7075346434986013,0.7048511118330582,0.7465159452555152
optimizer_name:RMSprop,0.6690117784761931,0.6118045320564346,0.6203280300814562,0.7479205613274141,0.6188680298699347,0.7812737185153363,0.6539413855051205,0.7048680127700104,0.8056624273807256,0.770103924443422,0.6902628659991804,0.7037696312191373,0.7134229373742754,0.7483185257074538
optimizer_name:SGD,0.5865457786814461,0.46815866351692936,0.5049518404541017,0.7377325415309726,0.5057819543426851,0.667883338169524,0.5570186874425749,0.5977485367360912,0.700096403303688,0.687110250110858,0.5422155338238016,0.6170729074799166,0.6417606531541393,0.7054887033115171
batch_resample:False,0.4954742498809338,0.4017325932063202,0.471966460093501,0.5717582637581846,0.45856999778886565,0.5140936660831222,0.504054950790806,0.49045157984379334,0.5706689977153785,0.5933585201360416,0.45249827562935724,0.4869513245557988,0.4766865657617503,0.6238730340079899
batch_resample:True,0.6677092825408975,0.5999465439754081,0.6075779377128167,0.7800445323659533,0.6100268744257963,0.7807950994416004,0.6484203141707919,0.7034206069895348,0.8104012850663427,0.7713389929508782,0.6770218252868256,0.7136597865720513,0.72669771497558,0.7543610788883558
epochs:100,0.6578113140536297,0.5928113013677164,0.5940824651599858,0.7516344979664175,0.5970821665930435,0.74789293735162,0.6370940010647121,0.6815501778520435,0.783474468090356,0.7468074973766614,0.6594598487067532,0.6966620909462209,0.6988414120729401,0.7339749369072466
epochs:20,0.6293760062589611,0.5537388881697838,0.5873483439561691,0.7559342362218844,0.5796102450383283,0.7429856318219662,0.6192530425109677,0.6657956964664236,0.7784170557107821,0.7419169423919447,0.6269254336257163,0.6717503826578975,0.6909447068828014,0.7430051880202324
epochs:50,0.6351592539916611,0.5620966969080206,0.5777488201004115,0.7403016809359939,0.5829591091598931,0.7316478319365634,0.6210466542802772,0.6609776677123654,0.7570320392508834,0.7456659807312759,0.640542572786845,0.6695590386945905,0.6766566826686886,0.7270564150044069
batch_size:16,0.6589336618348732,0.6012080752643488,0.6036500912689436,0.7591754458593926,0.600895716307742,0.7639567286637355,0.6422172199578535,0.688333474911093,0.7970891143670482,0.7488153385299868,0.6711110960584632,0.7057854303195912,0.7042873114028859,0.7292901814849104
batch_size:256,0.6263092181303322,0.5338018591111683,0.5755936221915889,0.749532324448391,0.5819468855799659,0.7216141302576251,0.6184666190485525,0.6543361686148862,0.7468415310183203,0.7435168341613096,0.6122900390373278,0.6595506647358137,0.6873210502579626,0.7445075881746117
batch_size:64,0.6361296282081682,0.5712566557855232,0.579967879052694,0.7401563216069307,0.576883053277656,0.7364580099580896,0.6166351443837536,0.66499747328954,0.7740990876913683,0.7419435833790826,0.6415321270633416,0.6718400756908587,0.6757238924257964,0.7314407853401649
lr:0.001,0.665566362058516,0.5862112750391691,0.6126187201024687,0.7757599777803299,0.6126016855529689,0.7445886193028483,0.6522278628302849,0.687482925837446,0.7776555988495206,0.7537009279205822,0.6544038484280686,0.7005796794094539,0.701429572124861,0.7580268860832529
lr:0.01,0.6145154839502623,0.5517530099014794,0.5589784188801938,0.7214105828903269,0.559074740886721,0.7370872832220916,0.5980004873171308,0.6506836805455782,0.7683447746892887,0.7352536064842181,0.629119469633722,0.6567505932380154,0.6756577884468412,0.7106373939570138
weight_decay:0.0001,0.6593341523082303,0.6028541493713178,0.6041713666127796,0.7591419669329755,0.6135730632880774,0.7689825579417231,0.6424238685932467,0.6937960418724735,0.7982454373541471,0.7667254034456324,0.679879330566335,0.7102796398632228,0.6992807631245533,0.7332121869605784
weight_decay:0.01,0.6220132365792245,0.5357637798680556,0.5687047353644038,0.7397856218818619,0.5593495046523804,0.7126381990677714,0.6089752280453522,0.6451116978739185,0.7478901217514353,0.7223857400500505,0.6039907022528181,0.6478825507937241,0.6784541928132595,0.7364957379265721
