Domain,GANomaly,REPEN,DeepSAD,DevNet,PReNet,FEAWAD,XGBOD
"('Document', 3, 5)",0.30043127935522784,0.38207185822313583,0.22244020075783605,0.7117516410381108,0.5267307186050152,0.5721696082129227,0.5946546874921526
"('Finance', 1, 10)",0.3154651552643296,0.3386502691659711,0.162426890185811,0.285706089510214,0.3056930614779294,0.2595511232816115,0.4647652866463637
"('Finance', 1, 20)",0.3158473452135719,0.3283988374965247,0.1842951769671569,0.2659750538449654,0.2780669564915025,0.2558664717823277,0.4243582966612887
"('Finance', 1, 5)",0.3148248065755726,0.3060234884162633,0.1617122507951981,0.2205059670336122,0.2099956006129449,0.2072425818462979,0.3610563486154367
"('Finance', 2, 10)",0.2770040404233819,0.2937127957433723,0.1649337094781031,0.2870083672062594,0.2874638732129025,0.1924325943572732,0.332213030660149
"('Finance', 2, 20)",0.2783741752437557,0.346168029615022,0.1616043030463598,0.3312541934394268,0.4001383983938735,0.3408061525177343,0.3338291153451822
"('Finance', 2, 5)",0.276611831395915,0.1800095124687594,0.1555032145512605,0.1652240293825986,0.2005017547242823,0.1218353682664429,0.2593111471537949
"('Finance', 3, 10)",0.3906408920556635,0.4014923008500233,0.208435384899465,0.2999771480331966,0.2737484815159784,0.2245205383086318,0.3461703069706052
"('Finance', 3, 20)",0.3900264893007752,0.483014703726816,0.2132452866937275,0.2976314844731176,0.2806229240218238,0.2253578554002071,0.4163689381425286
"('Finance', 3, 5)",0.3898038842448977,0.3870261981556052,0.2111352612639508,0.3281872253188622,0.3345895397793487,0.2602598186700844,0.3183670473564536
"('Healthcare', 1, 10)",0.42272441760627705,0.6233203245086701,0.4704051886261264,0.6315388545582225,0.6602471216806579,0.5967494610128253,0.7164693847788175
"('Healthcare', 1, 20)",0.43010095684570865,0.6023707205806376,0.5176609432640392,0.6758076472558506,0.6787901675411827,0.6690919642148574,0.7270676922966786
"('Healthcare', 1, 5)",0.42768817560011846,0.5980672095491852,0.37991456767112813,0.5928840405506542,0.6184167630673697,0.5284308380711128,0.5745569454536381
"('Healthcare', 2, 10)",0.3358669769399917,0.42818872556536053,0.377633862561695,0.6027390052432138,0.6136532889196408,0.6836278570753933,0.6402238876941396
"('Healthcare', 2, 20)",0.3432172923596599,0.5137867609216451,0.46594337825435606,0.6214889260054022,0.6329515872637768,0.6564708328869675,0.7138754967840775
"('Healthcare', 2, 5)",0.3420128540923384,0.4797633874166879,0.31262215423234474,0.502312564463342,0.5317385349946904,0.49269209189198593,0.6001521440298098
"('Healthcare', 3, 10)",0.2765179030461361,0.5788093311162956,0.45947976153272396,0.7102186181121865,0.7239168538510934,0.6432114227931782,0.7040345914085144
"('Healthcare', 3, 20)",0.2831077900338272,0.6073775148229958,0.5285221102816541,0.6816964322634449,0.6991533663563068,0.6808296992459548,0.8056129094170277
"('Healthcare', 3, 5)",0.2751912759828639,0.5708686670345157,0.35393337517732887,0.6571275666865712,0.6427820158814332,0.6148425541790878,0.5538927015919185
"('Image', 1, 10)",0.19229691348928676,0.5081272700994319,0.3751438916659393,0.4529161311279817,0.49026652564693163,0.4246245167336528,0.4966957281304848
"('Image', 1, 20)",0.16990072622553426,0.5252031000511996,0.47036559275662587,0.5241399393287653,0.5412735053803525,0.5550894546823997,0.5902508678699913
