component,Astronautics,Biology,Botany,Chemistry,Document,Finance,Healthcare,Image,Linguistics,Network,Physical,Physics,Sociology,Web
batch_resample:False,0.4445971277802117,0.40797532870097414,0.4327517748151513,0.5264376381843936,0.43984420339588776,0.4992012587746238,0.46104259026404143,0.4535380500544649,0.5131608989741078,0.5382896231741947,0.4313992569490109,0.4499905040673804,0.44984888860297145,0.5840706540405886
batch_resample:True,0.6173555765750393,0.6097312807669957,0.5770063501192882,0.7244374330764891,0.5788076244946119,0.7744585681638999,0.6109103606583183,0.6797203240013872,0.8215640131055574,0.7541644996802418,0.6773278553368024,0.7060018970163707,0.6926445914997861,0.7701076351925625
epochs:100,0.6212064894899174,0.6155028376854366,0.5865295868293317,0.7088887257326228,0.585963215985874,0.7530451170935336,0.6234578207696307,0.6733193574047576,0.794576130818411,0.7427446561129958,0.6771745428370368,0.6951622357464263,0.6735127937929748,0.7523559571569326
epochs:20,0.5701211618430237,0.5524890504126481,0.5317937366516589,0.6870247917606822,0.536730533760941,0.7305551997046429,0.5647434051677735,0.6321078092015301,0.7719991514044218,0.7084892461788391,0.6171578029956376,0.6538376137618502,0.6486517162858044,0.7482942818772877
epochs:50,0.5790582377444923,0.5654371506787605,0.5453031226703066,0.6888304108707927,0.5487920214254639,0.7162509154766212,0.5740492670497006,0.625221071623095,0.7536807705573108,0.7143277060358072,0.623896547099207,0.6523211353344645,0.6457894673429241,0.727530877771866
batch_size:16,0.6135153216897612,0.6183905114474046,0.5789326798475417,0.7117609124694877,0.5760461359619469,0.7473984819950891,0.6084714960040302,0.6667588244174093,0.7961573509878619,0.7310010686903765,0.6706626915742667,0.6901871036583741,0.6804877179003366,0.7454656045169319
batch_size:256,0.5797400258439195,0.5466286177121248,0.5475194410262669,0.7003277687572195,0.5583298577010802,0.7189092654814156,0.5842932809108353,0.6346887528141502,0.7535592892368578,0.723689232488979,0.6173803461805547,0.6555728424031145,0.6552633904091065,0.7593159576709072
batch_size:64,0.5779786773814615,0.568914316318641,0.5382135185436846,0.6741533616359257,0.5383936372877512,0.734380212964153,0.5707551079848566,0.6304734191133176,0.7712637865614564,0.7118918296801219,0.6308796522291954,0.6566815534160899,0.6336628655091827,0.7254622707081626
lr:0.001,0.6156515749673583,0.5890119752617765,0.5763114195759561,0.716584090367635,0.5776631093303467,0.7320883300560894,0.6117693430562585,0.6578014642122244,0.776355016248235,0.727125902578331,0.6468486046818918,0.6780454208023277,0.6599065994471959,0.7581276036052877
lr:0.01,0.5649120851736669,0.5671954901895001,0.5328494955698384,0.6730195585727361,0.5367427338758989,0.7353937739237927,0.5633279749426527,0.6299752686498159,0.7712464102370112,0.716864322824325,0.6324517029217294,0.6566654079269737,0.6524442862187376,0.7274271413344303
weight_decay:0.0001,0.6095922591049787,0.6083410961065145,0.5777340157626789,0.7063413439170858,0.5825851938289,0.7625762190471764,0.6102473903435257,0.6675715216574342,0.8005892909300792,0.7348639951109427,0.672824441785947,0.6997248682324381,0.6596527750561029,0.7445784783452891
weight_decay:0.01,0.5706952555675447,0.5474995382465538,0.5311265982743651,0.6836183574458143,0.5314093602661526,0.7041192756971705,0.5644597823452545,0.6197890201983883,0.746515267183919,0.7088684934345172,0.6057824035555804,0.6343134828070766,0.6526911863020306,0.7413211534192289
