component,Astronautics,Biology,Botany,Chemistry,Document,Finance,Healthcare,Image,Linguistics,Network,Physical,Physics,Sociology,Web
act_fun:LeakyReLU,0.5065738117330774,0.4161892995700456,0.5214518499571466,0.704888963958044,0.5246700231955784,0.7419038427991654,0.5183674652335698,0.5996956893588815,0.6716194968539293,0.7240292732341175,0.5060108655847037,0.5488342377960794,0.6572059027573364,0.8061062811534712
act_fun:ReLU,0.5408736943782358,0.4753174964461123,0.5468628619193664,0.6746792434714375,0.5427501047133607,0.694389071548259,0.5520504837503311,0.6133212368393426,0.693802178315819,0.6707739419453481,0.5561091075431404,0.5968434112221935,0.6321780518598005,0.7913723445174995
act_fun:Tanh,0.5121966636486356,0.418588583192971,0.5200706796146978,0.6935757676313754,0.5058475454733226,0.6190587513019858,0.5172893124829978,0.5875283405423399,0.6601859443967921,0.7057710428439542,0.4735904666243815,0.5126920690006532,0.6562986564923446,0.8056519715552442
dropout:0.0,0.5255457373058557,0.44720709286429244,0.534198043152731,0.6866836321557387,0.5294632566937241,0.6876067956273443,0.5354423871882935,0.6038162024432933,0.6803089600226058,0.6922790029551724,0.5240775998019251,0.5648097206272799,0.6441577209555673,0.7984421899066503
network_initialization:default,0.5255457373058557,0.44720709286429244,0.534198043152731,0.6866836321557387,0.5294632566937241,0.6876067956273443,0.5354423871882935,0.6038162024432933,0.6803089600226058,0.6922790029551724,0.5240775998019251,0.5648097206272799,0.6441577209555673,0.7984421899066503
training_strategy:None,0.5255457373058557,0.44720709286429244,0.534198043152731,0.6866836321557387,0.5294632566937241,0.6876067956273443,0.5354423871882935,0.6038162024432933,0.6803089600226058,0.6922790029551724,0.5240775998019251,0.5648097206272799,0.6441577209555673,0.7984421899066503
loss_name:bce,0.5860875386917821,0.4871639352961064,0.5750723315817539,0.7114237216403667,0.5851866695782294,0.762207121167432,0.5778890726098821,0.6761842186234021,0.7325894406691486,0.7506973805748325,0.6019390515029461,0.6458755009648781,0.706385377702701,0.844302504410737
loss_name:deviation,0.5737176916664498,0.4862900790459602,0.5815142172451419,0.7019701829475734,0.566869589769891,0.7771427301183123,0.5641999530241775,0.6587678784262799,0.7665407775364178,0.7404709084028315,0.572157911967714,0.6160867846218275,0.6985139276431692,0.8474600558284215
loss_name:focal,0.44973863169013945,0.31637543113731914,0.48066293957127787,0.6628740920429774,0.4107825297028233,0.5807101793705147,0.4637798551804406,0.5213649683406452,0.5254219928357327,0.6637498169619561,0.4044179247485986,0.47078761842135197,0.5988841634773936,0.7894134896591822
loss_name:hinge,0.6114871852178975,0.5549543787047255,0.5999408962836841,0.7384344287087944,0.6214297276778213,0.8009852821509831,0.6193574645968394,0.6980436574379636,0.7877469621190227,0.7546603817248357,0.6347651949737367,0.6813846657937424,0.7101597662867849,0.8430050926908831
loss_name:inverse,0.39593363401473425,0.3623105394873595,0.4241221732026946,0.5553216129893903,0.420320318309816,0.48834523429538107,0.42797087169903403,0.4473315774168341,0.5064761342336677,0.5299390462835771,0.39825393626508765,0.40339016585700016,0.46481194420002375,0.6343709887245988
loss_name:minus,0.526196769180783,0.4633747971791684,0.5357783734222586,0.7396692314225912,0.5608777927966925,0.6919644031027266,0.5527728811778042,0.6116497130843301,0.7456369004634333,0.6963679638588193,0.5206057128202316,0.5571122367171791,0.6714857811931289,0.8120871486116343
optimizer_name:Adam,0.5648779040558523,0.4877820720227863,0.5639285498607303,0.7059460983115818,0.5701177935695475,0.7627199144458824,0.5654010073679089,0.6563903900892332,0.7623485494407294,0.7527045536347807,0.5696356414255285,0.6221652000604776,0.6844511561969018,0.8133344813735495
optimizer_name:RMSprop,0.5544394908863184,0.4777066700212849,0.5701296511304406,0.7021547929364826,0.5700597067602974,0.7339048575681406,0.5666923811481638,0.6459304305118759,0.7226539443676685,0.7360176819078806,0.5622775034741442,0.5950994606753367,0.6807083662245734,0.8016860225830424
optimizer_name:SGD,0.45154973338841264,0.3712350965341595,0.46404073736877766,0.6459945282831606,0.4412793351358752,0.5480531197750395,0.4696388374153509,0.5032972429221976,0.5468788348585935,0.5713157789912627,0.4349575809370133,0.46658238341923447,0.5557965621972427,0.7775815875326518
batch_resample:False,0.39593363401473425,0.3623105394873595,0.4241221732026946,0.5553216129893903,0.420320318309816,0.48834523429538107,0.42797087169903403,0.4473315774168341,0.5064761342336677,0.5299390462835771,0.39825393626508765,0.40339016585700016,0.46481194420002375,0.6343709887245988
batch_resample:True,0.5513256559014911,0.4639502283290925,0.556059801296118,0.7109084611567777,0.5509322121222111,0.7259069439865482,0.5570225816072158,0.6350664852354625,0.7145055814892822,0.7227280039284595,0.5490798180904173,0.5969958509323079,0.6784484157525301,0.8281904531512747
epochs:50,0.5255457373058557,0.44720709286429244,0.534198043152731,0.6866836321557387,0.5294632566937241,0.6876067956273443,0.5354423871882935,0.6038162024432933,0.6803089600226058,0.6922790029551724,0.5240775998019251,0.5648097206272799,0.6441577209555673,0.7984421899066503
batch_size:256,0.5255457373058557,0.44720709286429244,0.534198043152731,0.6866836321557387,0.5294632566937241,0.6876067956273443,0.5354423871882935,0.6038162024432933,0.6803089600226058,0.6922790029551724,0.5240775998019251,0.5648097206272799,0.6441577209555673,0.7984421899066503
lr:0.001,0.5342641269141089,0.45659628748886466,0.5447437314939022,0.692502469811552,0.531115197643964,0.6897761122815045,0.5435262155673739,0.6149727500491456,0.6869972728596166,0.6945309927808708,0.5365326684531219,0.5822338488264902,0.6450684945030707,0.8161442621984942
lr:0.01,0.5167763203336748,0.437849014046264,0.5236698580287235,0.6806000511753008,0.5277988639272764,0.6853453676074528,0.5273450969801056,0.5927425004879793,0.6736372847797167,0.6899350552477992,0.5116945852668922,0.5469399625508518,0.643208241507086,0.7799825616826663
weight_decay:0.01,0.5255457373058557,0.44720709286429244,0.534198043152731,0.6866836321557387,0.5294632566937241,0.6876067956273443,0.5354423871882935,0.6038162024432933,0.6803089600226058,0.6922790029551724,0.5240775998019251,0.5648097206272799,0.6441577209555673,0.7984421899066503
