component,Astronautics,Biology,Botany,Chemistry,Document,Finance,Healthcare,Image,Linguistics,Network,Physical,Physics,Sociology,Web
augmentation:GAN,0.8585248425077914,0.7834689840385672,0.7367884615722894,0.9486313842719104,0.8287736349261082,0.9125179675479544,0.8297844272553089,0.8606153091431229,0.8637962497097874,0.9143144171755585,0.833178806288075,0.860546411567453,0.8991787004692919,0.7609223924752064
augmentation:Mixup,0.8834729942115166,0.796430670758741,0.8629958296447138,0.9313776837144171,0.8535256628038679,0.9119288837741651,0.907403084181638,0.8860857097664171,0.9132770839810344,0.9463673027231615,0.8662936801980995,0.9053277955044634,0.8964859420291393,0.9318101731674951
augmentation:Origin,0.8736031815160186,0.8004278235715748,0.8523353144730931,0.9294329167073527,0.8368337360051795,0.9029362605319544,0.8891948282815162,0.8761202346129492,0.8942348142198485,0.9327681453247911,0.8511115922066074,0.8974768820582217,0.9052202751196173,0.9340946736939256
augmentation:Oversampling,0.8738089739375987,0.8007643053774,0.8559474983644225,0.9402651848052277,0.8476325557461711,0.9108009712962482,0.8999287114220167,0.8902372844129609,0.9201838332146246,0.9284596846795286,0.8524045095253909,0.9017363280662839,0.931170365136651,0.9554970955113724
augmentation:SMOTE,0.8811032030861383,0.8086605273490199,0.8576938357377571,0.9249526701548503,0.8448533835299822,0.9204130033265054,0.903819863600929,0.8866055052637946,0.9152178994173334,0.9506545440242031,0.8574742433975256,0.9014639969632414,0.9128579325552496,0.9348520676227455
preprocess:minmax,0.872139438259412,0.7512563994706459,0.8487376695052212,0.9530193361045237,0.8585812209132936,0.9156777608849916,0.8837984412739815,0.8811264650956738,0.873075383314862,0.9306138854945344,0.8253056049866493,0.8857198424585867,0.9060797750347177,0.8921799477376636
preprocess:normalize,0.8766661398745684,0.8442618081897556,0.8211025808516449,0.9150189678908643,0.8269478252248553,0.9078458878511443,0.8899098011462782,0.8792675571446384,0.929920012907113,0.9393273465847407,0.8790179297730595,0.9018842820581893,0.9115573816000944,0.9185973147203712
network_architecture:AE,0.8754486022364071,0.8024952726149588,0.8444754960427518,0.9382032692268437,0.8563440980693174,0.9183102863564985,0.893771824908576,0.8810799536372165,0.9040734592958032,0.9477447762712096,0.855092937333845,0.8953900082887459,0.8952839117314833,0.9112138346700315
network_architecture:FTT,0.7741435342534412,0.6782450796041856,0.7306322131277314,0.7926949373894363,0.7246965767548967,0.7591638042284985,0.7946938249858376,0.7616723825282113,0.7776169088367533,0.7715158230242252,0.7368505191318739,0.77729010099218,0.8159292621690827,0.8298896481446028
network_architecture:MLP,0.8762565564098928,0.7884277342863767,0.82076817737894,0.9575391017632064,0.8329310056762907,0.9342867267332948,0.8862671951584272,0.8926209573107902,0.9151296292762219,0.9601553635298237,0.8541115474810116,0.9053202814573832,0.9303261675403963,0.9104383564367959
network_architecture:ResNet,0.9655268038699272,0.9296866646943063,0.9485547702003563,0.9921248150280184,0.9441978822616752,0.978039088780815,0.9589475552222401,0.9572281711251097,0.9772397428364772,0.9868126853228264,0.9539438970653876,0.9707977290384309,0.9798811925159174,0.9479920856336911
"hidden_size_list:[100, 20]",0.877790393182905,0.7968031755444419,0.8433233951692757,0.9422702634338993,0.8459048663113005,0.9152584398573301,0.8913655218295232,0.8837082130590097,0.9117310380100463,0.9367303997597234,0.8516465273955883,0.8994866942265348,0.9055896945439983,0.9094560070688038
"hidden_size_list:[100, 50, 20]",0.874997887600379,0.8042326114021131,0.8387645706117854,0.9342233453925763,0.8453396470314272,0.9135257777200608,0.8867910366076632,0.8784645872344159,0.8997821964065861,0.9359482174305107,0.8588367327558157,0.8969728475072164,0.9088341406958369,0.8980998393026969
hidden_size_list:[20],0.8707316537536366,0.7943437772987041,0.8231259994200305,0.9245938497554417,0.8369075631328732,0.906737966346107,0.8826660132946152,0.8782540217171009,0.8938542544842291,0.9326370568294932,0.8478440744456002,0.8860229855813054,0.9120380267098643,0.907970884557393
act_fun:LeakyReLU,0.8780511613403887,0.7965259992312477,0.8279094375137194,0.9522712570079084,0.8477306134345848,0.9234495461303258,0.8931323550028472,0.8860392104027468,0.9113225474850021,0.9589734462349169,0.8536822923149112,0.8910453667143309,0.9074356867927758,0.9271392495320331
act_fun:ReLU,0.8740166474585991,0.8059662274088382,0.8372800591693541,0.9157954749797347,0.8366164187268021,0.8991684827999303,0.8854473430537985,0.8727552966514737,0.8927385971738095,0.9160456048061169,0.8535036786275532,0.889869322325285,0.9037441206871635,0.8909508327405332
act_fun:Tanh,0.8718874344062988,0.7852737955153708,0.8364235147509954,0.9489240510783061,0.8485744184666769,0.9239067705067391,0.8837351595006954,0.888557747849603,0.9095014358364943,0.9479295177091761,0.8493922860479601,0.9039191885174818,0.9194696723729917,0.9125818634909372
dropout:0.0,0.8699666121612232,0.805599760751512,0.8304527213831672,0.9255125346453404,0.8381400626412199,0.9080061304592962,0.8855910740785616,0.8756705613114483,0.9021088017237097,0.9317203315941694,0.8530545469144879,0.8908030813088667,0.9028065357913048,0.9026371831977841
dropout:0.1,0.8753251986973315,0.7992235457528595,0.8350571684569399,0.9412502136574151,0.8447966928719423,0.9100354178972622,0.8848430017548258,0.8821426108410864,0.8953722553126436,0.9329085649343579,0.8511086676981224,0.8980427059425032,0.9143258954014255,0.8972069210037489
dropout:0.2,0.8781495772211374,0.7896812813182907,0.8388431155233732,0.9345186484745807,0.8448199225153376,0.917055024243603,0.8901851339190313,0.8829158884757111,0.9076041051698694,0.9404552816931272,0.853151788649177,0.893091510939085,0.9097300723853918,0.9164500502040044
network_initialization:default,0.8617325756095365,0.7897936387052751,0.8205969637232892,0.9158132485018394,0.8255638708451313,0.8955087087062757,0.8764055680584161,0.8681358208638645,0.8893394944568774,0.9242658930362647,0.8375722618538339,0.8805470579851352,0.9012937858105844,0.9024034450228545
network_initialization:kaiming_normal,0.8806839131144886,0.8115715719605693,0.8456052164507648,0.9441475387456771,0.8522894770141667,0.9171520506006572,0.8919306056505955,0.8867136305155344,0.902526145147479,0.9392820345349683,0.8609699408238571,0.8997436342343409,0.9112663069935858,0.9045798396189625
network_initialization:xavier_normal,0.8826627354281392,0.7937063201766118,0.8396564222030652,0.9431678790763033,0.8518927242732367,0.9246964289863714,0.8937822725623579,0.8872815551979031,0.9153323053091302,0.9430085648464036,0.8606858463943035,0.9031793869110326,0.9150643576450532,0.9102007053053552
training_strategy:None,0.8744415450739692,0.7981573798182064,0.8347546739121184,0.9336360265526722,0.8425263523965401,0.9117019559849044,0.8868885955478711,0.8801812255567133,0.9017704276566666,0.9350345066412068,0.8524564852113299,0.8939224417011975,0.9088612979526647,0.9055395092335915
loss_name:bce,0.9086895283804719,0.8372598242838178,0.8593061795669958,0.9640798496632564,0.8723356910989388,0.9422695304459332,0.9190732680723253,0.9151975972495986,0.9244634439705787,0.9553113737350022,0.895021872047623,0.9324752557697648,0.9555397043526093,0.9307969918338578
loss_name:deviation,0.92867642917045,0.8806564239467567,0.9040690504654936,0.9760428261003342,0.904443447952041,0.9618086462884391,0.9390270418600557,0.9392720945346554,0.9663476098912164,0.9655908460625684,0.9278749813705216,0.9560282614490567,0.9715093846496378,0.9472194515322124
loss_name:focal,0.8620826004754129,0.7640051787769108,0.7991587389994971,0.9355623903058213,0.826871962744384,0.8954310873213772,0.8734710453252628,0.8709630595658754,0.8682179053832184,0.9345106115070186,0.8150634062066345,0.8788972296748389,0.928253897204602,0.9214092938639712
loss_name:hinge,0.9504969988821065,0.8851878514260074,0.9206061192624484,0.9887035696480997,0.9283669587571369,0.9720145424151071,0.9517357693747353,0.9514490084470102,0.9642096254916053,0.9797103599309387,0.9412003615978979,0.9694439266404248,0.9768789413194316,0.9658982839663552
loss_name:inverse,0.7242259658406405,0.6248747866220472,0.6983198343817584,0.7573528824020437,0.6601590864544437,0.7498222247512826,0.7407301631369675,0.7044924523191247,0.7424159371660759,0.8206983246678541,0.677485633985478,0.6973592577565318,0.6412076103235304,0.7447897590391326
loss_name:minus,0.8650771789736834,0.7891925991208744,0.8234336706908919,0.957442668373673,0.8543008218802967,0.9341802807043156,0.8914887685458012,0.8959220444523388,0.9419999021620794,0.9414397132856643,0.8514128754290143,0.9135280265166076,0.9539072978103521,0.9036175360834914
optimizer_name:Adam,0.8815423209028603,0.8194740078240275,0.8604072617133974,0.9370984768416454,0.865135568862172,0.9220370424976223,0.900283040111677,0.8933941449897196,0.9143602509074958,0.9386609330300464,0.8652670353135159,0.8988294567418297,0.9025985512270179,0.9004825302359855
optimizer_name:RMSprop,0.8908317675682863,0.8310652091355527,0.8560550043540734,0.9264512764175588,0.8608693160855104,0.9249835280356016,0.9024880223282926,0.89332741936115,0.9178826112516019,0.9434813380335682,0.8810649635133023,0.9026937041892427,0.912785348483337,0.9245610295713378
optimizer_name:SGD,0.8483491690602196,0.7373483505355212,0.7815896297155895,0.9376235264039018,0.7960799051717355,0.8838299100084197,0.8543844143668068,0.8511369329618932,0.8694109739328864,0.9207317358774377,0.8062138784796572,0.8780644736136327,0.9121655025687465,0.8904707038078992
batch_resample:False,0.7242259658406405,0.6248747866220472,0.6983198343817584,0.7573528824020437,0.6601590864544437,0.7498222247512826,0.7407301631369675,0.7044924523191247,0.7424159371660759,0.8206983246678541,0.677485633985478,0.6973592577565318,0.6412076103235304,0.7447897590391326
batch_resample:True,0.9024581850041188,0.8297398694651371,0.8599077743927966,0.9639551843868939,0.8761611744490952,0.9401367126966927,0.9141635971336786,0.9135578316285267,0.9311320099142673,0.9551231297465412,0.8847216218711743,0.929077474191097,0.9565121790495624,0.9338032015754745
epochs:100,0.874472697921504,0.7984587243193335,0.8347713263587442,0.9326414858666092,0.8422125352350093,0.9074649140710775,0.8849834808733823,0.8806393838715432,0.9015488843314653,0.9342279111858264,0.852079171224784,0.8927249776833868,0.9077771644496078,0.9005014245494783
epochs:20,0.8782239057760923,0.7990694965238816,0.8413926674468398,0.9554690023897533,0.8507283753044486,0.9217986537619801,0.8939929991150158,0.8883163674627963,0.9161626776220495,0.9383121991954393,0.8576717249987399,0.9067238790880949,0.9232951301061803,0.9190757551764174
epochs:50,0.87040066358006,0.7968879568246479,0.827672079348937,0.9111294407474393,0.8341584860387121,0.9051927229155052,0.8812879520047596,0.8711335479790443,0.8867698649820105,0.9323237014297402,0.8472772270671162,0.8814382295192665,0.8945255703316896,0.8962407966006932
batch_size:16,0.8779220925744814,0.8112934008782803,0.8360944244431042,0.9270517069039752,0.8406230732715775,0.9146782463674772,0.8847993116131592,0.8788499833468206,0.906335006367654,0.9348067037004065,0.8641453873332321,0.8984251611596248,0.9045428830856566,0.9033324967454707
batch_size:256,0.8661466821576213,0.7737849535360919,0.8253429097238488,0.9373386464231195,0.8373860361188726,0.9027411370995521,0.8831247101925448,0.8785469713544966,0.8929701058033263,0.9310025932686444,0.8333545493390454,0.8844015530550331,0.9156723587362599,0.905420719500994
batch_size:64,0.8785995629874204,0.8076274583589258,0.8419602224923447,0.9366049243928576,0.848948830087283,0.9169288716092909,0.892268620605305,0.8829122388543648,0.9053883989947541,0.9388665911615995,0.8586928211836724,0.8982316859847363,0.906826310482262,0.907742358604587
lr:0.001,0.8816446769926309,0.7985493262984344,0.8400963586248189,0.9476611595863189,0.8499014303760437,0.9174692074619011,0.8917808898418305,0.8866193784335755,0.9042666993276677,0.9409417178596398,0.8527057360760447,0.8991557528233733,0.9153113806426023,0.9202466854074818
lr:0.01,0.8668949257987375,0.7977464548768308,0.8291393450001007,0.9186578342858508,0.834810409468404,0.905587926323178,0.8817739242405498,0.8735024773474283,0.8991621998630698,0.9287790629857416,0.8521949732359121,0.8883946636426601,0.9020290904495473,0.8901765990901648
