,47_yeast,20_letter,6_cardio,12_fault,17_InternetAds,7_Cardiotocography,24_mnist,9_census,28_pendigits,11_donors,1_ALOI,44_Wilt,38_thyroid,2_annthyroid,3_backdoor,41_Waveform,26_optdigits,22_magic.gamma,32_shuttle,35_SpamBase,27_PageBlocks,25_musk,33_skin,19_landsat,5_campaign,30_satellite
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.5542712550607288,0.5822990654205608,0.970349309504468,0.6820030581039755,0.6887481146304675,0.851448565430371,0.9766048780487804,0.9116097560975609,0.9951121951219513,0.9840780487804878,0.5974926829268292,0.6817463414634146,0.9985365853658537,0.766819512195122,0.9796,0.921990243902439,0.9989951219512195,0.7614341463414634,0.9788048780487805,0.7813951219512194,0.8795121951219512,0.9969658536585366,0.9005121951219512,0.721570731707317,0.8439609756097561,0.7398048780487805
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.7392413414414267,0.9462249978164032,0.9753332704220316,0.8145048349839613,0.9970818005819336,0.9091622058518903,0.9971357525282569,0.9928830458060678,0.9994286734086854,0.9850184414039262,0.9254838786436644,0.9804430696014277,0.9987478881618084,0.9658166567519334,0.9104554431885783,0.9815214753123143,0.9992673408685306,0.8778379535990483,0.9549932183224272,0.9840240333135039,0.9573870315288519,0.9987150505651398,0.9269481261154076,0.8938679357525282,0.9940114217727543,0.8039597858417609
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.5,0.5,0.9715031599731021,0.5,0.9790869010326024,0.8712900475553625,0.9781953599048185,0.9651200475907199,0.9962845925044617,0.9826484235574064,0.5,0.5,0.9980466389054135,0.5,0.9873092207019631,0.938315526472338,0.9994032123735871,0.5,0.9814826888756691,0.5,0.5,0.9980273646638905,0.8690894705532421,0.7375716835217133,0.9172406900654372,0.7342698393813206
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9300830615155142,0.9988951000087344,0.9890276970306086,0.9904036790767706,0.9995273779543143,0.9827726279736793,0.9997801308744795,1.0,0.9993815585960738,0.9860335514574659,0.9413372992266508,0.9911604997025579,0.9998755502676978,0.9756273646638904,0.9996440214158239,0.9997606186793575,0.999753242117787,0.9901180249851279,0.9865246876859012,0.995753004164188,0.9785563355145748,0.9993518143961927,0.9621200475907198,0.9919588340273646,0.999096490184414,0.9947333729922666
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.4690537461685981,0.6814437942178356,0.9293250915128474,0.4598448503212412,0.5258599901266924,0.6674319957336802,0.9229534800713861,0.6647337299226651,0.9957886972040453,0.9822983938132065,0.5185913146936347,0.5944076145151695,0.9985213563355146,0.8278146341463416,0.9467102914931588,0.9092080904223677,0.999274479476502,0.738320523497918,0.9797265913146936,0.6102750743604997,0.695733254015467,0.9983250446162998,0.8537733491969066,0.7213394408090421,0.6923224271267103,0.7270843545508625
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9381269566785229,0.999098611232422,0.9913149407962855,0.9669295747645634,0.9946521478994196,0.9764529703370304,0.9980621058893515,0.9974774538964902,0.9994924449732302,0.9858667459845332,0.9620333135038666,0.9802588935157643,0.998943486020226,0.9697815585960737,0.9994243902439024,0.993861986912552,0.9994153480071386,0.9484207019631172,0.9821615704937536,0.9946020226055919,0.9684004759071981,0.9982253420582986,0.9178918500892326,0.5648063057703748,0.9996823319452707,0.9237313503866746
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.686107787375633,0.7499554546248581,0.9714866622540768,0.7419631250642951,0.9810865870887164,0.8542894094682724,0.9640392623438429,0.9348214158239143,0.9916666270077336,0.9624276026174895,0.5976168947055325,0.689481737061273,0.997136228435455,0.8135451516954193,0.9043681142177276,0.9263593099345627,0.9989494348602023,0.7713387269482451,0.9810253420582986,0.8267121951219513,0.8607543129089827,0.9982103509815586,0.8753424152290302,0.701476502082094,0.898681261154075,0.7275190957763236
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'layers': 2, 'hidden_size_list': None, 'act_fun': 'ReLU', 'dropout': None, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.6250609541215231,0.753110752030745,0.946251421278494,0.5,,0.8325959175158579,0.5,,0.989560499702558,0.9806748364069006,0.5,0.6420437834622248,0.9968323616894705,0.7829744199881022,0.5,0.7644930398572278,0.9846573468173706,0.7024798334324807,0.9763417013682332,0.5,0.794513741820345,0.5,0.863466745984533,0.6773029149315882,0.5,0.68756252230815
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.7187597321706634,0.9471394881649053,0.9765138471954867,0.9034826847721386,0.9944360271083721,0.8950319802589664,0.9879783462224866,0.9965196906603213,0.9981008923259964,0.9849720404521118,0.7226975609756098,0.9812080904223676,0.9985094586555622,0.8921156454491374,0.9985944080904223,0.9818139202855443,0.9993772754312908,0.8039148126115407,0.9817596668649613,0.9254905413444379,0.9497846519928614,0.9983140987507436,0.8981490779298037,0.9047179060083282,0.9940611540749554,0.8665242117787032
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.33735493943516526,0.8970102192331207,0.9772225892048166,0.8366643988066848,0.9944633265767149,0.8988507086782292,0.9886945865556216,0.9935716835217133,0.9977011302795955,0.9859662105889352,0.41418310529446756,0.7021472932778108,0.9985408685306365,0.8608337894110649,0.9980464009518144,0.9775878643664485,0.9994141582391434,0.7800542534205829,0.9810053539559787,0.2008849494348602,0.9449204045211184,0.9981668054729328,0.8782237953599048,0.7561239738251042,0.9911764425936942,0.7938943486020227
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.47739370420757593,0.5246807581448161,0.7070869581571653,0.5948246032414032,0.4564772538554812,0.45824936913607517,0.8845572873289709,0.7843895300416419,0.9955414634146341,0.9848866151100536,0.5352352171326591,0.681032242712671,0.9959988102320046,0.707466270077335,0.9691771564544914,0.6068548483045806,0.8266001189767996,0.41486960142772156,0.9781737061273051,0.8274941106484236,0.8080744794765021,0.9973527662105889,0.7075934562760261,0.6980632956573469,0.9168073765615705,0.6458039262343843
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.7769181596157944,0.993743558389379,0.9784797153945495,0.972764638217883,0.9985696216066192,0.9399737811336795,0.9957901249256395,0.9952749553837001,0.9996697204045211,0.9855102914931588,0.8643102914931587,0.9749894110648424,0.9987447947650209,0.9662748364069007,0.9991417013682332,0.9839326591314694,0.9996794765020821,0.907536466389054,0.9821503866745984,0.9771324211778702,0.9600780487804879,0.998365496728138,0.920800237953599,0.9131480071386079,0.9964540154669839,0.8998293872694825
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.6521568539068006,0.7487824264127871,0.9717413870358285,0.7168559277651526,0.9319754122788458,0.8324313762554229,0.9774646044021416,0.9704107079119573,0.99716002379536,0.9835933372992267,0.5323734681737061,0.6715571683521714,0.9981199286139203,0.7761101725163593,0.9919840571088637,0.9455819155264724,0.9993049375371802,0.7703921475312314,0.9817808447352765,0.778557763236169,0.7911914336704342,0.9981263533610946,0.8782666270077335,0.7565301606186794,0.9286512790005949,0.7500961332540155
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'FTT', 'layers': 2, 'hidden_size_list': None, 'act_fun': 'ReLU', 'dropout': None, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.6871916438558247,0.7676190060267273,0.9588339016247615,0.7918332491653339,,0.7675017298869122,0.9304212968471148,,0.6481508625817967,0.9573067221891731,0.576624747174301,0.6801945270672219,0.990054253420583,0.796528256989887,0.9272276026174896,0.9250723378941106,0.9550303390838788,0.7692133254015467,0.9763559785841761,0.738178465199286,0.8019558596073765,0.9964023795359904,0.8725119571683523,0.7742183224271267,0.8887939321832242,0.7393068411659726
