,40_vowels,47_yeast,20_letter,6_cardio,12_fault,17_InternetAds,7_Cardiotocography,9_census,28_pendigits,11_donors,36_speech,44_Wilt,38_thyroid,23_mammography,2_annthyroid,24_mnist,1_ALOI,3_backdoor,41_Waveform,31_satimage-2,26_optdigits,22_magic.gamma,32_shuttle,35_SpamBase,27_PageBlocks,10_cover,25_musk,33_skin,8_celeba,19_landsat,5_campaign,30_satellite
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9496177062374246,0.7135439289239882,0.59937899543379,0.9572770700636942,0.6964141035258815,0.7349518874907476,0.9088308115543329,0.957089156626506,0.9926361445783132,0.975344578313253,0.5494361445783132,0.6931855421686748,0.9922891566265061,0.9406265060240964,0.8463036144578313,0.9774843373493975,0.6750072289156627,0.9841927710843373,0.9126168674698795,0.9992674698795181,0.9908819277108434,0.810544578313253,0.971489156626506,0.8265638554216868,0.8755469879518072,0.9993060240963856,0.9927132530120482,0.8816867469879518,0.973667469879518,0.7066409638554216,0.8297060240963855,0.7564722891566265
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9959201891429058,0.7859918785307295,0.9248714580596736,0.9703154159397946,0.9468914490438063,0.9962798617796067,0.9624802990942786,0.9976614312672377,0.9928890695311365,0.9824341413848163,0.9963330526926985,0.9847785164755407,0.995326114094934,0.9519756132965597,0.9770962403832198,0.9978637247786326,0.8000902308027289,0.9982299898388737,0.9890798664537669,0.9995680069676296,0.9958777181013211,0.8843573232689795,0.9737786035709102,,0.9609067208593409,0.9993290172739149,0.9936622441573523,0.9264637538104225,0.9929726810857891,0.9609357526491509,0.9978625635070402,0.9341340688053419
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9812031140565729,0.5,0.5,0.9660720896385249,0.5,0.9833382734285155,0.9159246701694703,0.9881531717230367,0.9918606474089128,0.9768377413267527,0.9918060676440702,0.5,0.9928112643344462,0.9089579329365656,0.5,0.9744364639280012,0.5,0.9897424880243866,0.9385840615473944,0.9974679634199448,0.993873131078531,0.5,0.9731606909565975,0.5,0.8658380606764408,0.9991950065321528,0.9928693279140659,0.8839811874002033,0.9673064886050226,0.697698475831035,0.9372251415299754,0.7364566119901292
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9993482018873806,0.9486327300863697,0.9999799837367862,0.9920474081098625,0.9959974989996562,0.9997003069798888,0.9929549750344825,1.0,0.9944156771664973,0.9864846566990855,1.0,0.9917851647554071,0.9967437944549281,0.982470837567136,0.9935837421977065,0.9999990709827261,0.9708504572506895,0.9989655392654957,1.0,0.9999874582668022,0.9988296704891857,0.9969089272753666,0.9793272753665263,0.9992275221367397,0.9810413122368994,0.9998095514588475,0.9972127159239368,0.942507649876615,0.9998083901872551,0.9999995354913631,0.9999633038176804,0.9994395703295108
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.6546704775939339,0.3517427441288911,0.6716807406017389,0.9078762703355105,0.5800244134552017,0.6197670831870024,0.7342652910247119,0.6369613006241834,0.9920241544491218,0.9760731601103207,0.2856321672231093,0.637444737988097,0.993513136884889,0.9076755407170853,0.7494779503556395,0.9203093627522136,0.5445857453912034,0.9541392945275077,0.9222707504717667,0.9728975468137611,0.9940965597329076,0.7741106111191755,0.9732818115836842,0.5507933226883438,0.7818834663957033,0.9984898824212514,0.9915213238496153,0.8615540136449412,0.9240584119610974,0.7168380897082305,0.7433283205109594,0.7725973581071273
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9987783845932738,0.9627171547766499,0.9497491712016013,0.9810720642825268,0.984981053965667,0.9973246782135228,0.9693252404314617,0.9983040789664683,0.9945503846712149,0.9800054579764843,1.0,0.9769336623602844,0.9946451444331542,0.9806885179271303,0.9710202351574975,1.0,0.9597505588619538,0.9986039192916244,0.9976602699956453,0.999840441283205,0.9970889243721875,0.9784988242125127,0.9739282914791697,0.998666860211932,0.9553937001016113,0.9996260705472492,0.9945654812019161,0.9034796341994482,0.9546286543765423,0.5322881114820728,0.9985024241544491,0.9891450137901001
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.9393706302199515,0.7132816329473995,0.7691224119597173,0.9623168663028925,0.6950501691439364,0.9934724997411244,0.8834143916417074,0.9473131078530991,0.9893595006532153,0.9582260415154594,0.9959288140513862,0.7191878066482799,0.9916955145884745,0.9280715343300914,0.815885963129627,0.9441950936275222,0.7175453041079983,0.9645312817535201,0.9069222238350995,0.9855844389606618,0.9932409348236321,0.7962535055886196,0.9731376977790681,0.8323952968500508,0.9177371461750615,0.9974616925533459,0.9917886485701843,0.87348700827406,0.9379908840179998,0.6604250254028161,0.8534846857308753,0.7316786761503847
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'layers': 2, 'hidden_size_list': None, 'act_fun': 'ReLU', 'dropout': None, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.8583816784003822,0.5853899308983218,0.8843906507370571,0.9406089623311291,0.6525998528889537,,0.8609466084169458,,0.9640995209754681,0.968920888372768,,0.6823334591377558,0.9930941500943533,0.8298670924662507,0.9566304543475105,0.8880632893017856,0.5,0.5,0.5,0.9899592974306867,0.9591084917985194,0.7919966323123822,0.9670418348091161,0.5,0.28075308462766724,0.99849313398171,0.9928243867034402,0.8575464653795906,0.963696791987226,0.5,0.9359895485556685,0.7072246189577588
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.9916430170560586,0.7489482726529451,0.9718654740309834,0.9753561883849244,0.949000753564235,0.9926246479154899,0.9470752787453479,0.9966741181593846,0.99234350413703,0.9851649876614893,0.999995587167949,0.839716185222819,0.9931048337930034,0.9493025983451879,0.9087691101756423,0.9953786035709102,0.8893665844099289,0.9962472347220207,0.9821559007112789,0.9995120336768761,0.9955379300333865,0.8704608506314415,0.9734674989113078,0.9773677456815212,0.9429727391493686,0.9993462040934823,0.9943801422557701,0.9117606619248076,0.9910881695456525,0.948460908695021,0.999988387284076,0.9238686601829003
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9898414632665207,0.35402648101823386,0.937411229957674,0.9724269366911437,0.8587418797685168,0.9963012292892673,0.9462952837025026,0.9957183916388446,0.9924596312962695,0.976164436057483,0.9444818115836842,0.3075376977790681,0.9930969371461751,0.9436643925097984,0.8809754681376107,0.9967349687908259,0.29715952968500503,0.9954647699230658,0.9758940920307737,0.9994713891711423,0.9940108578893889,0.8420619538394541,0.9730970532733343,0.9468708956307156,0.9372911017564233,0.9993410944984759,0.9931440847728262,0.8894352155610394,0.9759505298301641,0.7325791261431267,0.9921361010306285,0.8387641747713748
