,40_vowels,47_yeast,20_letter,6_cardio,12_fault,17_InternetAds,7_Cardiotocography,23_mammography,38_thyroid,44_Wilt,3_backdoor,11_donors,28_pendigits,9_census,24_mnist,36_speech,1_ALOI,5_campaign,41_Waveform,26_optdigits,22_magic.gamma,32_shuttle,35_SpamBase,27_PageBlocks,25_musk,33_skin,8_celeba,19_landsat,2_annthyroid,30_satellite
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.5287314609412691,0.052487090869032575,0.03640073555878224,0.19387027819537153,0.06725906610977345,0.07922121964780547,0.08797096332700086,0.26289798530661435,0.43166753173671657,0.026133532328852866,0.5239491017370793,0.23508977701648637,0.5427146157521062,0.26497972773757617,0.23037222251182135,0.013558359615928809,0.10249225933053925,0.17919712333257873,0.09405314089694677,0.5071468846021769,0.059931186623358654,0.19367355882606466,0.05468238927999722,0.10996242228248478,0.5201286588275443,0.0426692830372417,0.23731446887059277,0.08438000676036249,0.08029965168709853,0.018684975423378526
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.993623404099305,0.7287029720834475,0.9682950583697292,0.962494334042045,0.8705012252175321,0.9824396353170551,0.8895565569817828,,0.9884274498905319,0.9665006029620553,0.9908646416037591,0.9557891107196927,0.9871652969955604,0.9942447343183776,0.9955960394450771,0.9979338774253349,0.837430431512403,0.9999256311357738,0.9623332598120264,0.9886066500418478,0.9166031362805146,0.9615953999372531,0.953722016262624,0.9043040930068156,0.9894201239191545,0.833235164458024,0.9946018626359716,0.9064834251641101,0.9225335541724988,0.9103767655376078
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9852082218457521,0.5,0.5,0.9175243561543545,0.8053808832274666,0.9850156713641463,0.8038009794487609,0.9420229969613189,0.9790270535969436,0.5,0.9874901399116525,0.956490288382378,0.986553294220198,0.9803262253309124,0.9674717208568194,0.9907117453488777,0.5,0.9083345293185189,0.9004424334841247,0.9926673187608215,0.5,0.9416681669495297,0.5,0.5,0.985446238217735,0.7456405164869138,0.941337970611955,0.6944629151604593,0.5,0.587748351278731
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9979479625544223,0.9663512524102923,1.0,0.9787272287498971,0.9954887993644099,0.9999895362006757,0.9923254731392833,0.9841937517305702,0.9981051608113856,0.9855792798952543,0.9988293826426606,0.9694075618193225,0.9938752363101082,0.9999904445070067,1.0,1.0,0.9914632833577258,0.9999990707585427,0.9998247051982246,0.999839247386209,0.9960502194351284,0.9742042687123704,0.999302595719167,0.9787475140854739,0.9938896772151546,0.9366537238684076,0.9997465309750238,0.9966092040556876,0.9896763066719177,0.9996411014101667
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.6374866833174678,0.42410052504112117,0.6466534905379668,0.8589201939969467,0.5969666284804439,0.6231730977404496,0.7169767758923733,0.937595763441728,0.9866554790692298,0.5876149411537821,0.980623089707193,0.9495459629254555,0.9866594516837421,0.5235295446583128,0.9203075832575381,0.3514623581035422,0.5734919184638887,0.809998076257954,0.8426184100574015,0.9907808546424461,0.5539355104169531,0.9398056478989002,0.572596777078515,0.726372041836747,0.9863117164325775,0.7407340754147909,0.9065427964210984,0.7044811607012307,0.788743921396301,0.5991798646270183
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9901954294914459,0.8382653029889955,0.9803260743067435,0.9889530756854575,0.9579641343076097,0.9989652702090355,0.9521197648135122,0.9784891860534688,0.9926879111397422,0.9514935153432369,0.9979761037266114,0.9618165617629381,0.9912821945128493,0.9978526021405423,0.9999834737962998,1.0,0.9347495245373788,0.9775893677767742,0.9944613949947025,0.9944895093578289,0.9410209836241581,0.9486259688263529,0.9965355287222563,0.9672844736649708,0.9880635392806567,0.8226257728081632,0.9980288905406991,0.9311905863793704,0.9822011839866007,0.7606036503552074
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.9564861318913578,0.6940899943562326,0.7929846306445505,0.9131370816253708,0.7494974118172775,0.9891677225218167,0.7738639679191439,0.9440923625435494,0.9775534112749968,0.6594534190240551,0.9840907468906233,0.9020445801342498,0.9824004705196613,0.9549569463604883,0.9348676973285514,0.9954679233540122,0.7048643402356042,0.8790939040466674,0.8147507105121871,0.9889719859219884,0.6537407119136989,0.941902663122918,0.7693858713395949,0.8697105652541212,0.983974701351777,0.722961419118404,0.8865745814358303,0.6921508258013748,0.769796220194532,0.6032086985239709
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'layers': 2, 'hidden_size_list': None, 'act_fun': 'ReLU', 'dropout': None, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.758858609408895,0.6421629495742759,0.6356947888661507,0.904853198135083,0.5746866785592993,,0.7289986668560321,0.9098095609162223,0.9777885912248877,0.672659471435031,0.5,0.9452482663466092,0.8892899372315006,,0.5,,0.5,0.5,0.4047264585559861,0.9821181602068354,0.5,0.9158543346560621,0.5,0.8043695904831143,0.9692191875297388,0.8338008441240454,0.8317932441609119,0.5821209231064611,0.5,0.5
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.992183777979317,0.7182809667965661,0.9380756392211835,0.9407224252810198,0.8958744672685934,0.9990226838907132,0.8802324409869348,0.9471023042272741,0.9798290358684054,0.9613669645497604,0.9933948761016818,0.9619748516609233,0.9876310938444304,0.9965616751405288,0.9911935231243058,1.0,0.832772773738142,0.9986014722545784,0.971622449286105,0.993647369821911,0.8847523040820373,0.9416077088685131,0.9211701955605939,0.8813285612863544,0.9859139306458202,0.8050197414539452,0.9885796337635255,0.8960732201663602,0.8850864372533753,0.9329878984711386
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9890681195037736,0.5808719994725963,0.8668634527376599,0.9450635315942697,0.8557300857018356,0.9984753724954484,0.8869854259039063,0.9467869544893355,0.9800964916500884,0.6762671389669428,0.9904436430874289,0.9588044478217047,0.9870679310228653,0.9908440626029636,0.9792441770840603,0.3224473213505366,0.3837652618136597,0.9907401677412531,0.9596439644347501,0.9919320927163338,0.40212537038426216,0.9414357364715484,0.8693119803494926,0.8727529229096807,0.9891523257334796,0.7934109473905346,0.973896923036603,0.6364403758496249,0.8431600363358108,0.6337715216343294
