,40_vowels,47_yeast,20_letter,6_cardio,12_fault,17_InternetAds,7_Cardiotocography,23_mammography,38_thyroid,44_Wilt,3_backdoor,11_donors,28_pendigits,9_census,24_mnist,36_speech,1_ALOI,5_campaign,41_Waveform,26_optdigits,22_magic.gamma,32_shuttle,35_SpamBase,27_PageBlocks,25_musk,33_skin,8_celeba,19_landsat,2_annthyroid,30_satellite
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9575452716297786,0.6694175715695954,0.6189223744292237,0.9521656050955414,0.7231507876969243,0.7136639526276832,0.8934800550206328,0.9370024096385542,0.9913831325301204,0.7111325301204819,0.9893397590361446,0.9772337349397591,0.9939277108433735,0.9466987951807229,0.9807421686746989,0.5194987951807228,0.6981975903614458,0.9035566265060241,0.9336289156626506,0.993021686746988,0.6403855421686747,0.9620240963855422,0.8529156626506025,0.8581204819277108,0.992,0.8710939759036145,0.9695807228915663,0.7133301204819277,0.7595180722891566,0.6445686746987952
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9962531729613091,0.7459872594085378,0.974394195283668,0.9789361383828958,0.905237187016184,0.9916590008442906,0.9391135585748369,,0.9947185367977935,0.983809319204529,0.9928586442154158,0.97789008564378,0.9941994483959936,0.9967565684424444,0.9977452750762085,0.9976693279140658,0.7796675279430977,0.9999305559587749,0.9686600667731164,0.994583829293076,0.9223703875743939,0.9743685295398462,0.9695194077514878,0.945616954565249,0.99352823341559,0.9077248947597619,0.9954211061111918,0.9114604732181739,0.9611921614167513,0.9195150529830165
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9880733090697099,0.5,0.5,0.9592034666720759,0.8456487715327182,0.9915083325069403,0.8761775607393348,0.9545464363478009,0.991983974452025,0.5,0.9943682972855277,0.9771268979532588,0.9935526201190302,0.9838852663666714,0.9816958049063724,0.9916948178255189,0.5,0.9296438960661926,0.9459260850631444,0.9955407170852083,0.5,0.9673090434025257,0.5,0.5,0.9931965742488025,0.8649536362316738,0.9623926839889678,0.7289064886050224,0.5,0.6694340542894469
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9989514552101341,0.973459537366652,1.0,0.990085170798004,0.9966188096161325,0.9999895901876013,0.993739227175803,0.9897109014370735,0.9984889534039774,0.9923379300333866,0.9990310349833067,0.9835726520539991,0.996406561184497,0.9999904775729425,1.0,1.0,0.9938845115401365,0.9999990709827261,0.999852518507766,0.9998494992016257,0.9963910001451588,0.9841256495862969,0.9993708230512411,0.985104601538685,0.9963891421106111,0.9554043838002613,0.9997953839454202,0.9979199303237044,0.9924863405428944,0.999683205109595
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.7495819990364724,0.433091430358937,0.67965805550343,0.9160912968071727,0.6410124661698058,0.599109906251421,0.7650899950617657,0.9520852373348817,0.9924340833212367,0.6555440847728262,0.9845014370735956,0.9759472782697053,0.9932955145884743,0.5973582232544636,0.9422283640586442,0.23365562490927566,0.5319226593119466,0.8182412541733197,0.9155116852953984,0.9947721875453621,0.6256735084917986,0.9639411235302656,0.6609743068660182,0.6653742488024387,0.9918659892582378,0.8509858615183626,0.9381640296124257,0.7196495282334157,0.8357697198432285,0.6848148642763826
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9966155079369577,0.8954236582863057,0.9880936594316215,0.9929225069982555,0.9740484633536479,0.9991420123043983,0.9769374055160644,0.9865592103353171,0.9951860647408913,0.9800888372768181,0.9986048483088982,0.9815469298882276,0.9955950645957323,0.9988870373058498,0.9999837421977066,1.0,0.94684581216432,0.9748085353462042,0.9971994774277835,0.9962869502104804,0.9599391493685586,0.9761604877340687,0.9977315720714183,0.9818555958774859,0.9947148207286979,0.8944420380316447,0.9984634054289447,0.9259484976048773,0.9870836405864422,0.7268027289882422
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.9588172900582571,0.7238320393619374,0.8245190884260127,0.9560802415919509,0.8101580909105747,0.9967214569792586,0.822488926813855,0.9553052112062709,0.9914792858179706,0.7329748875018145,0.989570852083031,0.945632980113224,0.9898453766874727,0.9727407751487879,0.9595252721730295,0.9958939759036144,0.7106989113078822,0.9135581942226738,0.9035575555232981,0.9940909856292641,0.7238059515169111,0.966962287705037,0.8685373203658007,0.9072438960661925,0.9925307011177237,0.8562573377848745,0.9344025547975032,0.6950886340542894,0.8187930904340253,0.6943557555523299
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'layers': 2, 'hidden_size_list': None, 'act_fun': 'ReLU', 'dropout': None, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.8783293321295984,0.6533397520291493,0.6869977690206626,0.949920952675565,0.6675571743648591,,0.7758032198800823,0.9207655102337059,0.988931455944259,0.7046800406445057,0.5,0.9733891130788214,0.9648408767600523,,0.5,,0.5,0.5,0.26765835389751774,0.9925615909420816,0.5,0.9372740310640151,0.5,0.8238535636521991,0.987658934533314,0.8982152416896502,0.8566611119175496,0.6666136739730003,0.5,0.5
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.9943018270589331,0.7499934221361199,0.9656304080398657,0.9694213000527404,0.9256543318125106,0.9992543287013321,0.929933362218535,0.9601853389461461,0.9921588619538395,0.9813156045870227,0.9964959790971114,0.9794166932791406,0.9943332268834374,0.9975638844534765,0.9938942662215126,1.0,0.8275275947162143,0.9989966613441719,0.9804005225722165,0.9956851792713022,0.9206347510524026,0.9676427928581797,0.9608042967048919,0.9281971839163884,0.9936850050805632,0.8985004499927421,0.9924835534910726,0.9245965452170126,0.9204570764987662,0.9491360719988386
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9929081531442173,0.6632162928328569,0.9178887012364212,0.9688130730455596,0.9073464915366126,0.9987217846144069,0.9375332290186535,0.9594432863986065,0.9922931049499203,0.7469542749310494,0.9961996225867324,0.9785030047902454,0.9941358107127305,0.9950009580490636,0.9916813470750472,0.11152515604587022,0.3204894759761939,0.9973104949920163,0.971041834809116,0.9951379880969662,0.36240801277398754,0.9669726230222093,0.9309568297285528,0.9243199303237043,0.9933788938888083,0.8831667876324576,0.9825732617215851,0.7273710553055595,0.8809678037451009,0.7330991435622005
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.09429565319482286,0.5927785774078149,0.49355184420675136,0.6696633230557021,0.4852559726578306,0.6006631598382863,0.7161451878704859,0.9253936420380316,0.9838759761939323,0.705146871824648,0.993457860357091,0.9762229641457396,0.9931556974887502,0.8465685005080564,0.9057639715488461,0.8317041079982581,0.6250267963419945,0.9583109304688635,0.7600852373348818,0.8330795180722891,0.46340496443605744,0.9661844679924517,0.8560778051966904,0.4419678908404703,0.9917117723907679,0.7481831325301205,0.21902998983887353,0.6928303091885615,0.6407002467702134,0.6549657715198142
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9942987907323215,0.9456405328946791,0.9612293321657179,0.9804479897764614,0.9846242505862774,0.9999298707375242,0.9607670534634808,0.973739700972565,0.9940668311801422,0.9481489911453042,0.9984204383800263,0.9808431993032369,0.9945657134562346,0.998371897227464,0.9993580490637248,0.9999907098272609,0.9233686166352156,0.9999853679779358,0.9783838583248657,0.9949452170126288,0.9285042241254173,0.9657849905646684,0.9957402235447816,0.9299581361590942,0.993497111336914,0.8934022354478153,0.9969460879663232,0.7824749020177094,0.9768212512701409,0.9517029467266658
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.935509434878891,0.6895238503599309,0.8136994641479536,0.9584364477260741,0.8191102539325755,0.9295956993229787,0.8543074268393976,0.9564077224560895,0.9920085934097836,0.706737697779068,0.9948249092756567,0.978282595442009,0.993977413267528,0.983062157061983,0.9822776019741617,0.9997377848744375,0.6718145449266948,0.946840005806358,0.9488882566410218,0.9951679489040499,0.6778827696327479,0.9674358542604151,0.8185379590651763,0.850631905937001,0.9939569748875018,0.8723131949484686,0.9793124110901437,0.7432196254899115,0.7718138481637393,0.7069826099579039
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'FTT', 'layers': 2, 'hidden_size_list': None, 'act_fun': 'ReLU', 'dropout': None, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.984491455776915,0.6232579623824146,0.702077938324889,0.8618757353239483,0.8163917385948138,,0.6841249486783129,0.9146461895775875,0.9795480330962404,0.7054144287995355,0.9389036434896212,0.023599825809261142,0.9819978516475542,,0.8907972710117579,,0.6778283059950646,0.8495032660763535,0.8608985919581943,0.8063528523733489,0.7705549136304254,0.9537016112643345,0.7929725649586297,0.7243078530991436,0.9907116852953985,0.8624299608070837,0.9579632457541007,0.8144700246770213,0.8239472782697054,0.7456416896501669
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.9860480792197854,0.6699432549609274,0.8138529221659265,0.9587077569069739,0.847767080554835,0.993899302049473,0.8791348251467752,0.9548095804906372,0.991983045434751,0.6928721149658876,0.9943813035273624,0.9772808825664101,0.9936724633473654,0.9858800987080852,0.9809233270431122,0.9999087240528378,0.5,0.9314540862244156,0.9379030918856148,0.9953082305124111,0.5474156481347074,0.9675940194512992,0.5,0.7279309043402525,0.9933401074176224,0.8719412396574249,0.9652459282914791,0.7289898679053564,0.7494575119756133,0.6861555523298011
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.9696711455857884,0.7321230713459479,0.8877563019953714,0.9608382946569842,0.8038476235713092,0.9949331607861271,0.8543731753602924,0.9556902888663087,0.991889911453041,0.9832730439831615,0.9910064160255481,0.9568157932936565,0.990136623602845,0.9780963274785891,0.9651597619393235,0.997356945855712,0.7146874147191176,0.9236210770794019,0.9102081579329367,0.9945842938017129,0.6880573668166643,0.9670609957903904,0.8739455944258965,0.9093908549862099,0.9930033386558281,,0.931674495572652,0.6953963710262737,0.8193325010886922,0.6974822470605312
