,40_vowels,47_yeast,20_letter,6_cardio,12_fault,17_InternetAds,7_Cardiotocography,23_mammography,38_thyroid,44_Wilt,3_backdoor,11_donors,16_http,28_pendigits,9_census,24_mnist,1_ALOI,36_speech,5_campaign,41_Waveform,31_satimage-2,26_optdigits,22_magic.gamma,32_shuttle,35_SpamBase,27_PageBlocks,10_cover,25_musk,33_skin,8_celeba,19_landsat,2_annthyroid,30_satellite
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.23685837971552254,0.012286169438359076,0.05625968143468441,0.06236564119959642,0.23795643144905765,0.613919413919414,0.058943552547247965,0.12242056457739572,0.36792270531400967,0.005587236286890885,0.4522222222222222,0.06420649067707893,0.4166666666666667,0.4125814536340852,0.6226190476190476,0.402031302031302,0.1133938117442576,0.04785756902712428,0.8242424242424242,0.15171319102353586,0.269281045751634,0.26086834733893555,0.014667631102392366,0.049734875638101445,0.17604086845466158,0.10441176470588234,0.43015873015873013,0.17249341238471672,0.02086921405412596,0.34930402930402926,0.00637079712831788,0.09764382907615182,0.01909917539788438
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",1.0,0.9666666666666666,1.0,1.0,0.8528571428571428,1.0,1.0,0.9666666666666666,0.62,0.9666666666666666,0.6683333333333333,0.6247619047619046,0.4166666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7295238095238095,1.0,0.19513556618819777,1.0,0.8833333333333333,1.0,0.9028571428571428,0.13793386919985384,1.0,1.0,0.9266666666666665,1.0
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'ResNet', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.5357142857142858,0.07924949337163079,0.9666666666666666,0.18810131389078757,0.5111111111111111,1.0,0.25652807231754604,0.18080992650760092,0.4141537531918212,0.16014105744442825,0.6416666666666666,0.13775661375661374,0.4166666666666667,0.2991666666666667,1.0,1.0,0.5,1.0,0.9666666666666666,0.48757575757575755,0.3643939393939394,0.7595238095238095,0.71,0.05600521580688849,0.9428571428571428,0.11783018976954904,0.71,0.5009523809523809,0.022992602331214758,0.6566666666666667,1.0,0.35499533146591966,0.41825811625463194
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'layers': 2, 'hidden_size_list': None, 'act_fun': 'ReLU', 'dropout': None, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.8686089033084979,0.6150434113725537,0.903986084801647,0.8176105361988764,0.5,,0.921884622716114,0.938716660627807,0.9855918360717181,0.5,0.5,0.9625054596819335,0.995722433460076,0.9899749253797895,,0.5,0.5,,0.8600858510904549,0.853464795305006,0.9957435686925546,0.986252725549061,0.6824405955121627,0.9488316365987559,0.5,0.9562642359105212,0.9947004855658355,0.9817282541407816,0.9309025469968296,0.8768692791582094,0.6847997736883609,0.964841882356462,0.7119539833241992
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.9848485999168672,0.8612133202763245,0.9917200422554898,0.9750487448531328,0.9922800347888572,0.9993198695812333,0.9668406067013472,0.9749229147996052,0.9912267818076952,0.9700480248870404,0.9978382845351088,0.9805133186887856,0.9966698382492863,0.9956374727098085,1.0,1.0,0.9866888744054223,1.0,1.0,0.9953770911411514,0.9951911714683983,0.9977284825287357,0.9803774535480366,0.9590238965278446,0.9920108313875651,0.9865850988818496,0.9975942485243691,0.9952419200802998,0.9043042654152184,0.9975401571847565,0.9927931236566726,0.9687884591012574,0.9930984944233818
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.9821302435447998,0.41731589547368053,0.965077042971119,0.9775391890544496,0.990723267000701,0.9987869200607215,0.9599961586417687,0.9778935482488142,0.9913409679250731,0.49148741126126727,0.9975515975799408,0.9706336931428445,0.9966698382492863,0.9949802610800853,0.9999052633496694,0.9996253290583803,0.40686667773788987,0.3564703299136647,0.9996198797319991,0.9932879386822844,0.9945331247591933,0.9972692974085827,0.9322347166191427,0.9589001238253413,0.984452554816649,0.9859127469751674,0.9972143014142514,0.9883229092765784,0.8688186846949899,0.9955099626553916,0.9290379600863753,0.969849766237743,0.7829919060792382
